"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"ALAMOMMO Andreas","FIN",1998,"","","Tq"
"2",NA,"BARTOL Tilen","SLO",1997,"","","Tq"
"3",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"4",NA,"HAMANN Martin","GER",1997,"","","Tq"
"5",NA,"HAYBOECK Michael","AUT",1991,"","","Tq"
"6",NA,"HOERL Jan","AUT",1998,"","","Tq"
"7",NA,"HULA Stefan","POL",1986,"","","Tq"
"8",NA,"INSAM Alex","ITA",1997,"","","Tq"
"9",NA,"KORNILOV Denis","RUS",1986,"","","Tq"
"10",NA,"LARSON Casey","USA",1998,"","","Tq"
"11",NA,"MAKSIMOCHKIN Mikhail","RUS",1993,"","","Tq"
"12",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"13",NA,"PETER Dominik","SUI",2001,"","","Tq"
"14",NA,"SCHULER Andreas","SUI",1995,"","","Tq"
"15",NA,"TEPES Jurij","SLO",1989,"","","Tq"
"16",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"17",NA,"WASEK Pawel","POL",1999,"","","Tq"
"18",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"19",1,"ZAJC Timi","SLO",2000,"220","233,5","430,1"
"20",2,"KUBACKI Dawid","POL",1990,"221,5","218","424,8"
"21",3,"EISENBICHLER Markus","GER",1991,"224,5","222,5","423,3"
"22",4,"ZYLA Piotr","POL",1987,"236","207,5","421,8"
"23",5,"STOCH Kamil","POL",1987,"233","197","420,5"
"24",6,"KRAFT Stefan","AUT",1993,"222,5","202","409,9"
"25",7,"FORFANG Johann Andre","NOR",1995,"222,5","198,5","408,2"
"26",8,"GRANERUD Halvor Egner","NOR",1996,"220","206,5","398,1"
"27",9,"HUBER Daniel","AUT",1993,"221","203","398"
"28",10,"TANDE Daniel Andre","NOR",1994,"201","223","393,8"
"29",11,"LEYHE Stephan","GER",1992,"198,5","211","386,1"
"30",12,"KOUDELKA Roman","CZE",1989,"214,5","201","386"
"31",13,"WELLINGER Andreas","GER",1995,"209","210,5","385,9"
"32",14,"KOBAYASHI Ryoyu","JPN",1996,"205,5","210","385,5"
"33",15,"ASCHENWALD Philipp","AUT",1995,"202,5","209","384,6"
"34",16,"GEIGER Karl","GER",1993,"209,5","208","383,4"
"35",17,"JOHANSSON Robert","NOR",1990,"197","213","382,8"
"36",18,"STJERNEN Andreas","NOR",1988,"204","205,5","382,6"
"37",19,"SEMENIC Anze","SLO",1993,"199,5","221,5","380,2"
"38",20,"PREVC Domen","SLO",1999,"194,5","213","376,7"
"39",21,"KOBAYASHI Junshiro","JPN",1991,"205,5","208","374,3"
"40",22,"FREITAG Richard","GER",1991,"203,5","205,5","374,2"
"41",23,"KLIMOV Evgeniy","RUS",1994,"203","200","366,5"
"42",24,"LANISEK Anze","SLO",1996,"200,5","207,5","364,4"
"43",25,"WOLNY Jakub","POL",1995,"223","180,5","364"
"44",26,"FANNEMEL Anders","NOR",1991,"205,5","196,5","362,5"
"45",27,"PEIER Killian","SUI",1995,"198","186","343,1"
"46",28,"VANCURA Tomas II","CZE",1996,"204","179","340,9"
"47",29,"KASAI Noriaki","JPN",1972,"194,5","181","338,8"
"48",30,"AMMANN Simon","SUI",1981,"207,5","174","336,2"
"49",31,"SCHMID Constantin","GER",1999,"194","","174,4"
"50",32,"WOHLGENANNT Ulrich","AUT",1994,"197","","170,4"
"51",33,"AIGNER Clemens","AUT",1993,"188,5","","167,3"
"52",34,"SATO Yukiya","JPN",1995,"189","","166,7"
"53",35,"JELAR Ziga","SLO",1997,"191,5","","166,2"
"54",36,"KOZISEK Cestmir","CZE",1991,"191,5","","165"
"55",37,"BICKNER Kevin","USA",1996,"184","","162,3"
"56",38,"NAKAMURA Naoki","JPN",1996,"182","","159,9"
"57",39,"NOUSIAINEN Eetu","FIN",1997,"181,5","","149,5"
"58",40,"AALTO Antti","FIN",1995,"179","","146,4"
