"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"KUBACKI Dawid","POL",1990,"129,5","131,5","271,1"
"2",2,"KRAFT Stefan","AUT",1993,"124,5","122,5","257,2"
"3",3,"STOCH Kamil","POL",1987,"120","128,5","256,9"
"4",4,"JOHANSSON Robert","NOR",1990,"122,5","127,5","252,6"
"5",5,"SIEGEL David","GER",1996,"127,5","124","251,9"
"6",6,"EISENBICHLER Markus","GER",1991,"121","133","250,3"
"7",7,"KOBAYASHI Ryoyu","JPN",1996,"128","122,5","249,2"
"8",8,"STJERNEN Andreas","NOR",1988,"122","130,5","247,6"
"9",9,"AMMANN Simon","SUI",1981,"122","135","242,9"
"10",10,"ZYLA Piotr","POL",1987,"119,5","127","241,8"
"11",11,"PEIER Killian","SUI",1995,"121,5","130,5","240,2"
"12",12,"FORFANG Johann Andre","NOR",1995,"122","123","239,9"
"13",13,"GRANERUD Halvor Egner","NOR",1996,"125","123","239,8"
"14",14,"KOUDELKA Roman","CZE",1989,"123","120","239,6"
"15",15,"SEMENIC Anze","SLO",1993,"117","129","239,4"
"16",16,"FREITAG Richard","GER",1991,"121","122,5","238,4"
"17",17,"LANISEK Anze","SLO",1996,"120,5","125","237,5"
"18",18,"LEYHE Stephan","GER",1992,"119","133,5","235,2"
"19",19,"GEIGER Karl","GER",1993,"120","124","235"
"20",20,"SATO Yukiya","JPN",1995,"124","116","234,8"
"21",21,"ZAJC Timi","SLO",2000,"122","117,5","233,7"
"22",22,"HAYBOECK Michael","AUT",1991,"118,5","123,5","231,6"
"23",23,"AALTO Antti","FIN",1995,"121","123,5","231,4"
"24",24,"FETTNER Manuel","AUT",1985,"119","123,5","231,2"
"25",25,"KOT Maciej","POL",1991,"116,5","127","230,5"
"26",26,"WELLINGER Andreas","GER",1995,"119","123","230"
"27",27,"ZOGRAFSKI Vladimir","BUL",1993,"118","122,5","229,2"
"28",28,"KOBAYASHI Junshiro","JPN",1991,"118","123,5","225,8"
"29",29,"WOLNY Jakub","POL",1995,"116,5","125","224,9"
"30",30,"HULA Stefan","POL",1986,"116","119,5","219,1"
"31",31,"HUBER Daniel","AUT",1993,"116","","95,7"
"32",32,"POLASEK Viktor","CZE",1997,"114,5","","95,4"
"33",33,"TKACHENKO Sergey","KAZ",1999,"118","","93,9"
"34",34,"SCHIFFNER Markus","AUT",1992,"113","","93,3"
"35",35,"DAMJAN Jernej","SLO",1983,"113","","93,2"
"36",36,"FANNEMEL Anders","NOR",1991,"113","","92,9"
"37",37,"ASCHENWALD Philipp","AUT",1995,"113,5","","92,7"
"38",38,"HOERL Jan","AUT",1998,"113","","91,6"
"39",38,"TOCHIMOTO Shohei","JPN",1989,"117,5","","91,6"
"40",40,"KASAI Noriaki","JPN",1972,"110,5","","89,4"
"41",41,"INSAM Alex","ITA",1997,"112","","88,7"
"42",42,"BARTOL Tilen","SLO",1997,"114","","87,4"
"43",43,"ALAMOMMO Andreas","FIN",1998,"114,5","","86,2"
"44",44,"LINDVIK Marius","NOR",1998,"109","","86,1"
"45",45,"NAKAMURA Naoki","JPN",1996,"109,5","","85,4"
"46",46,"BICKNER Kevin","USA",1996,"108,5","","84,8"
"47",47,"PETER Dominik","SUI",2001,"113","","84,5"
"48",48,"BOYD-CLOWES Mackenzie","CAN",1991,"109,5","","84,2"
"49",49,"ITO Daiki","JPN",1985,"110,5","","83,1"
"50",50,"NOUSIAINEN Eetu","FIN",1997,"108","","83"
"51",51,"KOZISEK Cestmir","CZE",1991,"109","","82,7"
"52",52,"PEDERSEN Robin","NOR",1996,"106","","80,5"
"53",53,"PREVC Peter","SLO",1992,"107,5","","80,4"
"54",54,"COLLOREDO Sebastian","ITA",1987,"111,5","","79,7"
"55",55,"CECON Federico","ITA",1994,"103,5","","75,3"
"56",56,"MUMINOV Sabirzhan","KAZ",1994,"101,5","","73,7"
"57",57,"HAUSWIRTH Sandro","SUI",2000,"107,5","","71,6"
"58",58,"BRESADOLA Davide","ITA",1988,"97,5","","56,9"
"59",59,"BRESADOLA Giovanni","ITA",2001,"93","","54,4"
