"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGRO Artti","EST",1999,"","","Tq"
"2",NA,"ALAMOMMO Andreas","FIN",1998,"","","Tq"
"3",NA,"HAUSWIRTH Sandro","SUI",2000,"","","Tq"
"4",NA,"INSAM Alex","ITA",1997,"","","Tq"
"5",NA,"KASAI Noriaki","JPN",1972,"","","Tq"
"6",NA,"LARSON Casey","USA",1998,"","","Tq"
"7",NA,"LEAROYD Jonathan","FRA",2000,"","","Tq"
"8",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"9",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"10",NA,"PETER Dominik","SUI",2001,"","","Tq"
"11",NA,"PREVC Domen","SLO",1999,"","","Tq"
"12",NA,"SEMENIC Anze","SLO",1993,"","","Tq"
"13",NA,"SERGEEV Maksim","RUS",1999,"","","Tq"
"14",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"15",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"16",NA,"NOMME Martti","EST",1993,"","","DSQK"
"17",1,"KOBAYASHI Ryoyu","JPN",1996,"141","141,5","298,4"
"18",2,"STJERNEN Andreas","NOR",1988,"137","137","288"
"19",3,"KRAFT Stefan","AUT",1993,"136,5","135","280,5"
"20",4,"ZAJC Timi","SLO",2000,"136","132,5","277,1"
"21",5,"FORFANG Johann Andre","NOR",1995,"134","132,5","275,6"
"22",6,"KLIMOV Evgeniy","RUS",1994,"135,5","131,5","273,8"
"23",7,"FREITAG Richard","GER",1991,"132","132,5","273,4"
"24",8,"GEIGER Karl","GER",1993,"134,5","131,5","272,8"
"25",9,"EISENBICHLER Markus","GER",1991,"135","132","272,7"
"26",10,"JOHANSSON Robert","NOR",1990,"135","132","270,6"
"27",11,"ZYLA Piotr","POL",1987,"133,5","132,5","268,8"
"28",12,"PREVC Peter","SLO",1992,"131","130,5","265,4"
"29",13,"WOLNY Jakub","POL",1995,"126,5","133,5","263,5"
"30",14,"PEIER Killian","SUI",1995,"129,5","130","262,2"
"31",15,"AMMANN Simon","SUI",1981,"127","134,5","260,6"
"32",16,"ITO Daiki","JPN",1985,"129","128","257,4"
"33",17,"STOCH Kamil","POL",1987,"132","130,5","256,8"
"34",18,"KUBACKI Dawid","POL",1990,"126,5","134,5","256,5"
"35",19,"ASCHENWALD Philipp","AUT",1995,"127","130,5","253"
"36",20,"KOBAYASHI Junshiro","JPN",1991,"132,5","124","250,8"
"37",21,"KOUDELKA Roman","CZE",1989,"126,5","128","250,5"
"38",22,"SATO Yukiya","JPN",1995,"128,5","130","250,1"
"39",23,"POLASEK Viktor","CZE",1997,"123,5","127,5","248,8"
"40",24,"SCHMID Constantin","GER",1999,"127,5","123,5","244,8"
"41",25,"HAYBOECK Michael","AUT",1991,"122,5","127","241,4"
"42",26,"FETTNER Manuel","AUT",1985,"126,5","125,5","241,1"
"43",27,"PEDERSEN Robin","NOR",1996,"122","127","240,2"
"44",28,"NAKAMURA Naoki","JPN",1996,"123","126","239,6"
"45",29,"AALTO Antti","FIN",1995,"125","126","238,8"
"46",30,"LINDVIK Marius","NOR",1998,"123","124,5","237,3"
"47",31,"BOYD-CLOWES Mackenzie","CAN",1991,"123,5","","120,7"
"48",32,"GRANERUD Halvor Egner","NOR",1996,"125","","120,2"
"49",33,"DAMJAN Jernej","SLO",1983,"123","","120"
"50",34,"LEYHE Stephan","GER",1992,"124","","119,4"
"51",35,"NAZAROV Mikhail","RUS",1994,"122","","117,3"
"52",36,"MARKENG Thomas Aasen","NOR",2000,"123","","117"
"53",37,"LANISEK Anze","SLO",1996,"121","","116,5"
"54",37,"WELLINGER Andreas","GER",1995,"122","","116,5"
"55",39,"HUBER Daniel","AUT",1993,"121","","115,2"
"56",40,"AIGNER Clemens","AUT",1993,"120","","114,3"
"57",41,"TKACHENKO Sergey","KAZ",1999,"120","","113,7"
"58",42,"PASCHKE Pius","GER",1990,"119","","112,9"
"59",43,"MAEAETTAE Jarkko","FIN",1994,"119","","112,7"
"60",44,"VASSILIEV Dimitry","RUS",1979,"119,5","","110,7"
"61",45,"BICKNER Kevin","USA",1996,"120,5","","110,6"
"62",46,"HULA Stefan","POL",1986,"116,5","","105"
"63",47,"HOERL Jan","AUT",1998,"115","","103,9"
"64",47,"KOZISEK Cestmir","CZE",1991,"116,5","","103,9"
"65",49,"COLLOREDO Sebastian","ITA",1987,"115","","101,8"
"66",50,"WASEK Pawel","POL",1999,"114","","101,4"
