"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGNER Clemens","AUT",1993,"","","Tq"
"2",NA,"AIGRO Artti","EST",1999,"","","Tq"
"3",NA,"ALAMOMMO Andreas","FIN",1998,"","","Tq"
"4",NA,"ASCHENWALD Philipp","AUT",1995,"","","Tq"
"5",NA,"BICKNER Kevin","USA",1996,"","","Tq"
"6",NA,"COLLOREDO Sebastian","ITA",1987,"","","Tq"
"7",NA,"DAMJAN Jernej","SLO",1983,"","","Tq"
"8",NA,"HAUSWIRTH Sandro","SUI",2000,"","","Tq"
"9",NA,"HOERL Jan","AUT",1998,"","","Tq"
"10",NA,"HULA Stefan","POL",1986,"","","Tq"
"11",NA,"INSAM Alex","ITA",1997,"","","Tq"
"12",NA,"ITO Daiki","JPN",1985,"","","Tq"
"13",NA,"KASAI Noriaki","JPN",1972,"","","Tq"
"14",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"15",NA,"LANISEK Anze","SLO",1996,"","","Tq"
"16",NA,"LARSON Casey","USA",1998,"","","Tq"
"17",NA,"MAEAETTAE Jarkko","FIN",1994,"","","Tq"
"18",NA,"MARKENG Thomas Aasen","NOR",2000,"","","Tq"
"19",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"20",NA,"NOMME Martti","EST",1993,"","","Tq"
"21",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"22",NA,"SERGEEV Maksim","RUS",1999,"","","Tq"
"23",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"24",NA,"VANCURA Tomas II","CZE",1996,"","","Tq"
"25",NA,"WASEK Pawel","POL",1999,"","","Tq"
"26",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"27",1,"PREVC Domen","SLO",1999,"241","232,5","454,7"
"28",2,"KOBAYASHI Ryoyu","JPN",1996,"237","239","454,6"
"29",3,"KRAFT Stefan","AUT",1993,"236,5","229,5","443,2"
"30",4,"WOLNY Jakub","POL",1995,"230","225,5","438,8"
"31",5,"EISENBICHLER Markus","GER",1991,"223","230","434,3"
"32",6,"JOHANSSON Robert","NOR",1990,"237","224","431,6"
"33",7,"FORFANG Johann Andre","NOR",1995,"229,5","217,5","420,3"
"34",8,"AMMANN Simon","SUI",1981,"224","215,5","416,3"
"35",9,"ZYLA Piotr","POL",1987,"212","232","408,9"
"36",10,"KUBACKI Dawid","POL",1990,"214,5","225","405,3"
"37",11,"WELLINGER Andreas","GER",1995,"216,5","214","404,6"
"38",12,"STOCH Kamil","POL",1987,"207,5","225,5","397,8"
"39",13,"FREITAG Richard","GER",1991,"211,5","225","391,7"
"40",14,"KLIMOV Evgeniy","RUS",1994,"215,5","221,5","391"
"41",15,"SATO Yukiya","JPN",1995,"213","216,5","388,9"
"42",16,"PREVC Peter","SLO",1992,"201,5","220,5","383,4"
"43",17,"HUBER Daniel","AUT",1993,"214,5","213","381,5"
"44",18,"AALTO Antti","FIN",1995,"202","217","380,8"
"45",19,"SEMENIC Anze","SLO",1993,"212","192","379,2"
"46",20,"SCHMID Constantin","GER",1999,"206","215,5","375,8"
"47",21,"HAYBOECK Michael","AUT",1991,"202","215,5","374,2"
"48",22,"GEIGER Karl","GER",1993,"204","209","371,9"
"49",23,"LINDVIK Marius","NOR",1998,"200,5","213","371,8"
"50",24,"BOYD-CLOWES Mackenzie","CAN",1991,"188,5","212,5","370,2"
"51",25,"ZAJC Timi","SLO",2000,"202,5","209,5","366,8"
"52",26,"FANNEMEL Anders","NOR",1991,"201","204","364,9"
"53",27,"VASSILIEV Dimitry","RUS",1979,"197","202","363,2"
"54",28,"GRANERUD Halvor Egner","NOR",1996,"194,5","201,5","358,5"
"55",29,"NAKAMURA Naoki","JPN",1996,"192,5","194","348,8"
"56",30,"NAZAROV Mikhail","RUS",1994,"199","192","343,3"
"57",31,"PEDERSEN Robin","NOR",1996,"192","","170,3"
"58",32,"PEIER Killian","SUI",1995,"194,5","","170,1"
"59",33,"KOBAYASHI Junshiro","JPN",1991,"197,5","","169,3"
"60",34,"FETTNER Manuel","AUT",1985,"192","","169"
"61",35,"TKACHENKO Sergey","KAZ",1999,"190","","168,5"
"62",36,"KOUDELKA Roman","CZE",1989,"191","","164"
"63",37,"POLASEK Viktor","CZE",1997,"186","","155,9"
"64",38,"PETER Dominik","SUI",2001,"175,5","","145,3"
"65",39,"PASCHKE Pius","GER",1990,"166","","142,5"
"66",40,"LEAROYD Jonathan","FRA",2000,"163","","139,7"
