"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BARTOL Tilen","SLO",1997,"","","Tq"
"2",NA,"BAZHENOV Aleksandr","RUS",1995,"","","Tq"
"3",NA,"FORFANG Johann Andre","NOR",1995,"","","Tq"
"4",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"5",NA,"TOCHIMOTO Shohei","JPN",1989,"","","Tq"
"6",1,"KRAFT Stefan","AUT",1993,"132","137","270,1"
"7",2,"STOCH Kamil","POL",1987,"133","148,5","260,3"
"8",3,"JOHANSSON Robert","NOR",1990,"141","127","256,7"
"9",4,"KOUDELKA Roman","CZE",1989,"134","137","252,7"
"10",5,"KOBAYASHI Ryoyu","JPN",1996,"131","123,5","250,5"
"11",6,"ZAJC Timi","SLO",2000,"140","127","247,9"
"12",7,"GRANERUD Halvor Egner","NOR",1996,"135,5","130","236,9"
"13",8,"HUBER Daniel","AUT",1993,"137","125","233,9"
"14",9,"LEYHE Stephan","GER",1992,"131,5","126","232,8"
"15",10,"EISENBICHLER Markus","GER",1991,"133","130","232,6"
"16",11,"ZYLA Piotr","POL",1987,"127,5","123,5","226"
"17",12,"SEMENIC Anze","SLO",1993,"129","122","225,5"
"18",13,"WELLINGER Andreas","GER",1995,"132","126","223,5"
"19",14,"PEIER Killian","SUI",1995,"127,5","122","220"
"20",15,"KUBACKI Dawid","POL",1990,"114,5","129","219,4"
"21",16,"LANISEK Anze","SLO",1996,"129","121,5","218,7"
"22",17,"HOERL Jan","AUT",1998,"131","120","217,9"
"23",18,"ITO Daiki","JPN",1985,"129,5","122,5","215,5"
"24",19,"KOBAYASHI Junshiro","JPN",1991,"125,5","123","213,4"
"25",20,"SATO Yukiya","JPN",1995,"129","123","211,5"
"26",21,"AIGNER Clemens","AUT",1993,"132","118","209,1"
"27",22,"TAKEUCHI Taku","JPN",1987,"127,5","122","207,9"
"28",23,"FETTNER Manuel","AUT",1985,"132","113","199"
"29",24,"PREVC Domen","SLO",1999,"125,5","120,5","198,7"
"30",25,"JELAR Ziga","SLO",1997,"118,5","121","197,6"
"31",26,"SATO Keiichi","JPN",1997,"124","117","197,1"
"32",27,"HULA Stefan","POL",1986,"122,5","116,5","187,4"
"33",28,"POLASEK Viktor","CZE",1997,"121,5","113,5","184,2"
"34",29,"BAER Moritz","GER",1997,"128","112","182,1"
"35",30,"PEDERSEN Robin","NOR",1996,"122,5","109","177,3"
"36",31,"KOZISEK Cestmir","CZE",1991,"122,5","","94,4"
"37",32,"KASAI Noriaki","JPN",1972,"116,5","","94,3"
"38",33,"SCHULER Andreas","SUI",1995,"119,5","","93,2"
"39",34,"LEITNER Clemens","AUT",1998,"121,5","","93"
"40",35,"WOLNY Jakub","POL",1995,"116","","91,2"
"41",36,"NAKAMURA Naoki","JPN",1996,"118","","89,8"
"42",37,"BICKNER Kevin","USA",1996,"115,5","","88,9"
"43",38,"ITO Kenshiro","JPN",1990,"113","","85,2"
"44",39,"FANNEMEL Anders","NOR",1991,"110,5","","84,1"
"45",40,"LARSON Casey","USA",1998,"112","","83,6"
"46",41,"SCHIFFNER Markus","AUT",1992,"110","","82,9"
"47",42,"GEIGER Karl","GER",1993,"107,5","","81,9"
"48",43,"HARADA Yumu","JPN",1990,"115,5","","81,3"
"49",44,"SAKUYAMA Kento","JPN",1990,"112","","76,7"
"50",45,"NAITO Tomofumi","JPN",1993,"105,5","","73,3"
"51",46,"NAZAROV Mikhail","RUS",1994,"110","","72,9"
"52",47,"LINDVIK Marius","NOR",1998,"106","","68,5"
"53",48,"HOFFMANN Felix","GER",1997,"101,5","","63,5"
"54",49,"HAZETDINOV Ilmir","RUS",1991,"106","","63,4"
"55",50,"KOT Maciej","POL",1991,"92,5","","37,1"
