"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"2",NA,"HAAGEN David","AUT",2002,"","","Tq"
"3",NA,"HLAVA Lukas","CZE",1984,"","","Tq"
"4",NA,"HOFER Thomas","AUT",1996,"","","Tq"
"5",NA,"INSAM Alex","ITA",1997,"","","Tq"
"6",NA,"KOFLER Andreas","AUT",1984,"","","Tq"
"7",NA,"KOT Maciej","POL",1991,"","","Tq"
"8",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"9",NA,"NAZAROV Mikhail","RUS",1994,"","","Tq"
"10",NA,"NOMME Martti","EST",1993,"","","Tq"
"11",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"12",NA,"SCHIFFNER Markus","AUT",1992,"","","Tq"
"13",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"14",NA,"ZNISZCZOL Aleksander","POL",1994,"","","Tq"
"15",NA,"LARSON Casey","USA",1998,"","","DSQK"
"16",NA,"PEDERSEN Robin","NOR",1996,"","","DSQK"
"17",NA,"SERGEEV Maksim","RUS",1999,"","","DSQK"
"18",NA,"GRANERUD Halvor Egner","NOR",1996,"","","DSQF"
"19",1,"KOBAYASHI Ryoyu","JPN",1996,"136,5","131","267"
"20",2,"KRAFT Stefan","AUT",1993,"129,5","130,5","254,2"
"21",3,"STJERNEN Andreas","NOR",1988,"131","126","242,7"
"22",4,"LEYHE Stephan","GER",1992,"129","127,5","239,1"
"23",5,"STOCH Kamil","POL",1987,"126,5","131","234,1"
"24",6,"SATO Yukiya","JPN",1995,"129","123,5","231,4"
"25",7,"PEIER Killian","SUI",1995,"127","123","230,6"
"26",8,"FREITAG Richard","GER",1991,"128","124","230"
"27",9,"KOUDELKA Roman","CZE",1989,"123","125","228,4"
"28",10,"ZAJC Timi","SLO",2000,"130","119,5","226,6"
"29",11,"JOHANSSON Robert","NOR",1990,"129","124","226,1"
"30",12,"LANISEK Anze","SLO",1996,"126,5","123","224,8"
"31",13,"EISENBICHLER Markus","GER",1991,"129","123,5","223,8"
"32",14,"HUBER Daniel","AUT",1993,"127","121","222,8"
"33",15,"ITO Daiki","JPN",1985,"124,5","124,5","222,3"
"34",16,"FETTNER Manuel","AUT",1985,"121,5","122,5","219,6"
"35",17,"AMMANN Simon","SUI",1981,"125","123,5","217,6"
"36",18,"KUBACKI Dawid","POL",1990,"130","116","216,5"
"37",19,"KLIMOV Evgeniy","RUS",1994,"122","120,5","214,3"
"38",20,"WELLINGER Andreas","GER",1995,"118,5","121","207,8"
"39",21,"FORFANG Johann Andre","NOR",1995,"119,5","123,5","205,9"
"40",21,"HAYBOECK Michael","AUT",1991,"123","115,5","205,9"
"41",23,"ASCHENWALD Philipp","AUT",1995,"123,5","115","203,9"
"42",24,"GEIGER Karl","GER",1993,"120,5","115,5","203,3"
"43",25,"FANNEMEL Anders","NOR",1991,"124,5","116","202"
"44",26,"KOBAYASHI Junshiro","JPN",1991,"124","114","200,5"
"45",27,"ZOGRAFSKI Vladimir","BUL",1993,"120","111,5","197,4"
"46",28,"SIEGEL David","GER",1996,"123","112,5","196,4"
"47",29,"HOERL Jan","AUT",1998,"120","110","188,6"
"48",30,"HULA Stefan","POL",1986,"120","112","186,4"
"49",31,"NAKAMURA Naoki","JPN",1996,"119","","102,1"
"50",32,"KASAI Noriaki","JPN",1972,"120","","100,9"
"51",33,"SCHMID Constantin","GER",1999,"121","","100,1"
"52",34,"WOLNY Jakub","POL",1995,"116,5","","99,4"
"53",35,"AIGNER Clemens","AUT",1993,"119,5","","98,1"
"54",36,"PAVLOVCIC Bor","SLO",1998,"117,5","","97,3"
"55",37,"SEMENIC Anze","SLO",1993,"118","","96,9"
"56",38,"KOZISEK Cestmir","CZE",1991,"118","","96,2"
"57",39,"BICKNER Kevin","USA",1996,"117","","95"
"58",40,"JUSTIN Rok","SLO",1993,"117","","94"
"59",41,"AALTO Antti","FIN",1995,"117","","93"
"60",42,"ZYLA Piotr","POL",1987,"113,5","","90,7"
"61",43,"TANDE Daniel Andre","NOR",1994,"115,5","","90,6"
"62",44,"POLASEK Viktor","CZE",1997,"113,5","","90,3"
"63",45,"DAMJAN Jernej","SLO",1983,"114,5","","90,2"
"64",46,"ALAMOMMO Andreas","FIN",1998,"115,5","","89,8"
"65",47,"TKACHENKO Sergey","KAZ",1999,"113,5","","88,7"
"66",48,"LEITNER Clemens","AUT",1998,"115","","88"
"67",49,"SCHULER Andreas","SUI",1995,"111","","81,9"
