"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGRO Artti","EST",1999,"","","Tq"
"2",NA,"ALAMOMMO Andreas","FIN",1998,"","","Tq"
"3",NA,"AUNE Joakim","NOR",1993,"","","Tq"
"4",NA,"BICKNER Kevin","USA",1996,"","","Tq"
"5",NA,"FANNEMEL Anders","NOR",1991,"","","Tq"
"6",NA,"GRANERUD Halvor Egner","NOR",1996,"","","Tq"
"7",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"8",NA,"LARSON Casey","USA",1998,"","","Tq"
"9",NA,"MAEAETTAE Jarkko","FIN",1994,"","","Tq"
"10",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"11",NA,"MYHREN Mats Bjerke","NOR",1997,"","","Tq"
"12",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"13",NA,"NOMME Martti","EST",1993,"","","Tq"
"14",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"15",NA,"PASCHKE Pius","GER",1990,"","","Tq"
"16",NA,"SCHULER Andreas","SUI",1995,"","","Tq"
"17",NA,"SEMENIC Anze","SLO",1993,"","","Tq"
"18",NA,"SERGEEV Maksim","RUS",1999,"","","Tq"
"19",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"20",NA,"URLAUB Andrew","USA",2001,"","","Tq"
"21",NA,"VASSILIEV Dimitry","RUS",1979,"","","Tq"
"22",NA,"WESTERHEIM Oscar P","NOR",1996,"","","Tq"
"23",NA,"BUSKUM Andreas Granerud","NOR",1996,"","","DSQK"
"24",NA,"VILLUMSTAD Fredrik","NOR",1999,"","","DSQK"
"25",NA,"INSAM Alex","ITA",1997,"","","DSQF"
"26",NA,"LINDVIK Marius","NOR",1998,"","","DSQF"
"27",NA,"LEYHE Stephan","GER",1992,"","","DNSF"
"28",1,"JOHANSSON Robert","NOR",1990,"127","129,5","262"
"29",2,"KRAFT Stefan","AUT",1993,"134","126","258,3"
"30",3,"PREVC Peter","SLO",1992,"125,5","129","252,8"
"31",4,"ASCHENWALD Philipp","AUT",1995,"127","130,5","250,2"
"32",5,"KOBAYASHI Ryoyu","JPN",1996,"127","126","250,1"
"33",6,"PREVC Domen","SLO",1999,"129","123,5","245,7"
"34",7,"KOUDELKA Roman","CZE",1989,"127,5","130","244,8"
"35",8,"SATO Yukiya","JPN",1995,"130","126","244,4"
"36",9,"FORFANG Johann Andre","NOR",1995,"121","130","241,4"
"37",10,"EISENBICHLER Markus","GER",1991,"120","132,5","237,8"
"38",11,"KOBAYASHI Junshiro","JPN",1991,"125","125,5","233,3"
"39",12,"AMMANN Simon","SUI",1981,"119","125","232,6"
"40",13,"STOCH Kamil","POL",1987,"125,5","117","232"
"41",14,"ZAJC Timi","SLO",2000,"124,5","120","230,8"
"42",15,"HUBER Daniel","AUT",1993,"132","116,5","230,7"
"43",16,"PEDERSEN Robin","NOR",1996,"125,5","120,5","229,6"
"44",17,"GEIGER Karl","GER",1993,"119","124","229,5"
"45",18,"AALTO Antti","FIN",1995,"127","120","229,2"
"46",19,"WOLNY Jakub","POL",1995,"124","124","228,9"
"47",20,"PEIER Killian","SUI",1995,"119","126","226,3"
"48",21,"SCHMID Constantin","GER",1999,"122,5","123,5","224,9"
"49",22,"KLIMOV Evgeniy","RUS",1994,"121","123","220,2"
"50",23,"HAYBOECK Michael","AUT",1991,"118","125,5","218,2"
"51",24,"KUBACKI Dawid","POL",1990,"123","115","215,5"
"52",25,"AIGNER Clemens","AUT",1993,"116,5","122","212,6"
"53",26,"ZYLA Piotr","POL",1987,"124","113,5","210,5"
"54",27,"FETTNER Manuel","AUT",1985,"120","119","210,2"
"55",28,"KASAI Noriaki","JPN",1972,"114","115","197,7"
"56",29,"HLAVA Lukas","CZE",1984,"117,5","112","195,5"
"57",30,"POLASEK Viktor","CZE",1997,"119,5","108","192,5"
"58",31,"HOERL Jan","AUT",1998,"117","","98,1"
"59",32,"NAZAROV Mikhail","RUS",1994,"115,5","","95,1"
"60",33,"JELAR Ziga","SLO",1997,"113","","94,9"
"61",34,"WELLINGER Andreas","GER",1995,"112,5","","93,4"
"62",34,"ZOGRAFSKI Vladimir","BUL",1993,"111","","93,4"
"63",36,"HULA Stefan","POL",1986,"112","","93,1"
"64",37,"HAMANN Martin","GER",1997,"113","","89,8"
"65",37,"LANISEK Anze","SLO",1996,"112","","89,8"
"66",39,"MARKENG Thomas Aasen","NOR",2000,"107,5","","86,5"
"67",40,"EGLOFF Luca","SUI",1995,"108","","84,4"
"68",41,"STJERNEN Andreas","NOR",1988,"111","","80,3"
"69",42,"WASEK Pawel","POL",1999,"106,5","","79,4"
"70",43,"COLLOREDO Sebastian","ITA",1987,"105,5","","77,6"
"71",44,"LEAROYD Jonathan","FRA",2000,"97","","66,6"
"72",45,"ITO Daiki","JPN",1985,"97,5","","63,1"
"73",46,"BOYD-CLOWES Mackenzie","CAN",1991,"92,5","","60,6"
"74",47,"TKACHENKO Sergey","KAZ",1999,"92","","52,9"
