"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"ALAMOMMO Andreas","FIN",1998,"","","Tq"
"2",NA,"BICKNER Kevin","USA",1996,"","","Tq"
"3",NA,"COLLOREDO Sebastian","ITA",1987,"","","Tq"
"4",NA,"DESCHWANDEN Gregor","SUI",1991,"","","Tq"
"5",NA,"INSAM Alex","ITA",1997,"","","Tq"
"6",NA,"KORNILOV Denis","RUS",1986,"","","Tq"
"7",NA,"LINDVIK Marius","NOR",1998,"","","Tq"
"8",NA,"MAEAETTAE Jarkko","FIN",1994,"","","Tq"
"9",NA,"MAKSIMOCHKIN Mikhail","RUS",1993,"","","Tq"
"10",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"11",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"12",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"13",NA,"SAKALA Filip","CZE",1996,"","","Tq"
"14",NA,"TEPES Jurij","SLO",1989,"","","Tq"
"15",NA,"TOCHIMOTO Shohei","JPN",1989,"","","Tq"
"16",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"17",NA,"STEKALA Andrzej","POL",1995,"","","DSQF"
"18",NA,"SIEGEL David","GER",1996,"","","DNSF"
"19",1,"KRAFT Stefan","AUT",1993,"133","132,5","278,3"
"20",2,"JOHANSSON Robert","NOR",1990,"131,5","133,5","275,7"
"21",3,"SATO Yukiya","JPN",1995,"133","131,5","273,3"
"22",4,"FORFANG Johann Andre","NOR",1995,"126","137","271,8"
"23",5,"GRANERUD Halvor Egner","NOR",1996,"131,5","131","270,5"
"24",6,"HUBER Daniel","AUT",1993,"131","131,5","270,2"
"25",7,"KOBAYASHI Ryoyu","JPN",1996,"124","133,5","268,5"
"26",7,"LEYHE Stephan","GER",1992,"129","133","268,5"
"27",7,"ZAJC Timi","SLO",2000,"128,5","132","268,5"
"28",10,"KOUDELKA Roman","CZE",1989,"127,5","131,5","265,6"
"29",11,"KLIMOV Evgeniy","RUS",1994,"126,5","131","262,8"
"30",12,"KUBACKI Dawid","POL",1990,"128","130","261"
"31",13,"LANISEK Anze","SLO",1996,"127,5","129,5","260,9"
"32",13,"PEIER Killian","SUI",1995,"127,5","129","260,9"
"33",15,"SCHMID Constantin","GER",1999,"129,5","129","260,2"
"34",16,"HAYBOECK Michael","AUT",1991,"130","128,5","258,1"
"35",17,"HULA Stefan","POL",1986,"129","127,5","257,9"
"36",18,"AALTO Antti","FIN",1995,"128","125,5","255,4"
"37",19,"ZYLA Piotr","POL",1987,"123,5","128","253,5"
"38",20,"STJERNEN Andreas","NOR",1988,"125","127","253"
"39",21,"HOERL Jan","AUT",1998,"130","127,5","250,7"
"40",22,"WOLNY Jakub","POL",1995,"124,5","124,5","249,4"
"41",23,"PREVC Domen","SLO",1999,"125","123,5","247"
"42",24,"GEIGER Karl","GER",1993,"122,5","125,5","245,2"
"43",25,"FREITAG Richard","GER",1991,"125","122,5","241,1"
"44",26,"EISENBICHLER Markus","GER",1991,"123,5","124","240,4"
"45",27,"WASEK Pawel","POL",1999,"129","121","238,5"
"46",28,"KOZISEK Cestmir","CZE",1991,"129","120,5","233,4"
"47",29,"ASCHENWALD Philipp","AUT",1995,"126,5","116,5","233,3"
"48",30,"KOT Maciej","POL",1991,"126","119","231,1"
"49",31,"ZOGRAFSKI Vladimir","BUL",1993,"123,5","","126"
"50",32,"FETTNER Manuel","AUT",1985,"123,5","","125,8"
"51",33,"KASAI Noriaki","JPN",1972,"129","","125,5"
"52",34,"SCHIFFNER Markus","AUT",1992,"129","","125,1"
"53",35,"BOYD-CLOWES Mackenzie","CAN",1991,"128","","124,8"
"54",36,"STOCH Kamil","POL",1987,"122,5","","123,5"
"55",37,"KOBAYASHI Junshiro","JPN",1991,"121,5","","120,6"
"56",38,"FANNEMEL Anders","NOR",1991,"120","","120,2"
"57",39,"POLASEK Viktor","CZE",1997,"121","","118,8"
"58",40,"TKACHENKO Sergey","KAZ",1999,"124,5","","118,1"
"59",41,"ITO Daiki","JPN",1985,"119","","117"
"60",42,"SCHULER Andreas","SUI",1995,"123,5","","115,1"
"61",43,"SEMENIC Anze","SLO",1993,"119","","114,6"
"62",44,"BARTOL Tilen","SLO",1997,"120,5","","113,9"
"63",45,"ZNISZCZOL Aleksander","POL",1994,"120,5","","113,5"
"64",46,"AMMANN Simon","SUI",1981,"115","","112"
"65",47,"MURANKA Klemens","POL",1994,"117,5","","109,9"
"66",48,"KANTYKA Przemyslaw","POL",1996,"117","","104,9"
