"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"3",NA,"JELAR Ziga","SLO",1997,"","","Tq"
"4",NA,"KASAI Noriaki","JPN",1972,"","","Tq"
"5",NA,"KOUDELKA Roman","CZE",1989,"","","Tq"
"6",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"7",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"8",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"9",NA,"RYDL Radek","CZE",2001,"","","Tq"
"10",NA,"SATO Yukiya","JPN",1995,"","","Tq"
"11",NA,"SHIMIZU Reruhi","JPN",1993,"","","Tq"
"12",NA,"SPULBER Mihnea Alexandru","ROU",2000,"","","Tq"
"13",NA,"TANDE Daniel Andre","NOR",1994,"","","Tq"
"14",NA,"WASEK Pawel","POL",1999,"","","Tq"
"15",1,"KRAFT Stefan","AUT",1993,"139","135,5","283,5"
"16",2,"GRANERUD Halvor Egner","NOR",1996,"129,5","132","277,9"
"17",3,"KOBAYASHI Ryoyu","JPN",1996,"129","137,5","276,1"
"18",4,"KUBACKI Dawid","POL",1990,"131,5","128","264,8"
"19",5,"TSCHOFENIG Daniel","AUT",2002,"135","128,5","257,9"
"20",6,"FETTNER Manuel","AUT",1985,"127","133,5","255,2"
"21",7,"WELLINGER Andreas","GER",1995,"130","130","251,2"
"22",8,"STOCH Kamil","POL",1987,"131,5","121","250,6"
"23",9,"ZYLA Piotr","POL",1987,"130","134","249,8"
"24",10,"MOGEL Zak","SLO",2001,"133","137,5","248,9"
"25",11,"FORFANG Johann Andre","NOR",1995,"129","131,5","245,8"
"26",12,"ZAJC Timi","SLO",2000,"132","119,5","245,7"
"27",13,"PREVC Peter","SLO",1992,"136","119,5","244,8"
"28",14,"AIGNER Clemens","AUT",1993,"134,5","121,5","240,9"
"29",15,"DESCHWANDEN Gregor","SUI",1991,"127","125,5","240,7"
"30",16,"HAYBOECK Michael","AUT",1991,"126","127,5","239,8"
"31",17,"LEYHE Stephan","GER",1992,"131","117,5","236,9"
"32",18,"LINDVIK Marius","NOR",1998,"127","119","234,3"
"33",19,"SCHMID Constantin","GER",1999,"125,5","123,5","231,8"
"34",20,"AALTO Antti","FIN",1995,"123","127","230,9"
"35",21,"LEITNER Clemens","AUT",1998,"124","123","227,8"
"36",22,"GEIGER Karl","GER",1993,"124","121,5","227"
"37",23,"BOYD-CLOWES Mackenzie","CAN",1991,"137,5","116","226,9"
"38",24,"AIGRO Artti","EST",1999,"127,5","122,5","224,3"
"39",25,"ZNISZCZOL Aleksander","POL",1994,"141","109","224"
"40",26,"JOHANSSON Robert","NOR",1990,"122","124,5","221,9"
"41",27,"RAIMUND Philipp","GER",2000,"128","115","219,3"
"42",28,"SATO Keiichi","JPN",1997,"131","113,5","212,9"
"43",29,"ZOGRAFSKI Vladimir","BUL",1993,"125","109,5","204,4"
"44",30,"NIKAIDO Ren","JPN",2001,"134","102","203,5"
"45",31,"EISENBICHLER Markus","GER",1991,"123","","111,1"
"46",32,"INSAM Alex","ITA",1997,"123,5","","109,9"
"47",32,"SUNDAL Kristoffer Eriksen","NOR",2001,"124","","109,9"
"48",34,"PETER Dominik","SUI",2001,"126","","109,7"
"49",35,"PREVC Domen","SLO",1999,"120,5","","108,9"
"50",36,"OESTVOLD Benjamin","NOR",2001,"123","","105,6"
"51",37,"CECON Francesco","ITA",2001,"124","","105"
"52",38,"LARSON Casey","USA",1998,"122,5","","104,3"
"53",39,"HOERL Jan","AUT",1998,"111,5","","102,9"
"54",40,"KOBAYASHI Junshiro","JPN",1991,"116","","102"
"55",41,"TAKEUCHI Taku","JPN",1987,"118","","100,9"
"56",42,"IWASA Yuken","JPN",1999,"115","","100,6"
"57",43,"DEAN Decker","USA",2000,"115,5","","94,8"
"58",44,"KOS Lovro","SLO",1999,"114","","94,7"
"59",45,"PEIER Killian","SUI",1995,"120,5","","94,3"
"60",46,"BRESADOLA Giovanni","ITA",2001,"112,5","","92,8"
"61",47,"IPCIOGLU Fatih Arda","TUR",1997,"113","","92,5"
"62",48,"HARADA Yumu","JPN",1990,"111,5","","88"
"63",49,"BEDIR Muhammed Ali","TUR",2000,"111","","82"
"64",50,"LANISEK Anze","SLO",1996,"103,5","","80,4"
"65",51,"NAITO Tomofumi","JPN",1993,"101,5","","78,4"
