"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AHONEN Mico","FIN",2001,"",NA,"Tq"
"2",NA,"DEVYATKIN Nikita","KAZ",1999,"",NA,"Tq"
"3",NA,"FETTNER Manuel","AUT",1985,"",NA,"Tq"
"4",NA,"KAVILO Henri","FIN",1999,"",NA,"Tq"
"5",NA,"KUISMA Tomas","FIN",2004,"",NA,"Tq"
"6",NA,"MAEAETTAE Jarkko","FIN",1994,"",NA,"Tq"
"7",NA,"MUMINOV Sabirzhan","KAZ",1994,"",NA,"Tq"
"8",NA,"OESTVOLD Benjamin","NOR",2001,"",NA,"Tq"
"9",NA,"SATO Yukiya","JPN",1995,"",NA,"Tq"
"10",NA,"TKACHENKO Sergey","KAZ",1999,"",NA,"Tq"
"11",NA,"URLAUB Andrew","USA",2001,"",NA,"Tq"
"12",NA,"POHJOLA Arttu","FIN",2001,"",NA,"DSQK"
"13",NA,"RINGEN Sondre","NOR",1996,"",NA,"DSQK"
"14",NA,"BEDIR Muhammed Ali","TUR",2000,"",NA,"DSQF"
"15",1,"KOBAYASHI Ryoyu","JPN",1996,"136,5",NA,"145,9"
"16",2,"KRAFT Stefan","AUT",1993,"130",NA,"141,8"
"17",3,"GEIGER Karl","GER",1993,"133",NA,"137"
"18",4,"TSCHOFENIG Daniel","AUT",2002,"127",NA,"134,2"
"19",5,"LANISEK Anze","SLO",1996,"127,5",NA,"133,7"
"20",6,"HAYBOECK Michael","AUT",1991,"133",NA,"131,7"
"21",7,"ZAJC Timi","SLO",2000,"127,5",NA,"128,9"
"22",8,"KOS Lovro","SLO",1999,"123,5",NA,"122,3"
"23",9,"FORFANG Johann Andre","NOR",1995,"119",NA,"120,6"
"24",10,"SUNDAL Kristoffer Eriksen","NOR",2001,"122",NA,"120,4"
"25",11,"HABDAS Jan","POL",2003,"124",NA,"117,7"
"26",12,"WASEK Pawel","POL",1999,"123",NA,"117,6"
"27",13,"EISENBICHLER Markus","GER",1991,"121",NA,"117,4"
"28",14,"ZNISZCZOL Aleksander","POL",1994,"129",NA,"117,2"
"29",15,"LISSO Justin","GER",1999,"118,5",NA,"113,9"
"30",16,"NOUSIAINEN Eetu","FIN",1997,"121,5",NA,"110,6"
"31",17,"IMHOF Remo","SUI",2003,"122,5",NA,"110,5"
"32",18,"STOCH Kamil","POL",1987,"117,5",NA,"109,9"
"33",19,"AIGNER Clemens","AUT",1993,"118",NA,"109,5"
"34",20,"ZYLA Piotr","POL",1987,"120,5",NA,"108"
"35",21,"JOHANSSON Robert","NOR",1990,"115,5",NA,"106,2"
"36",22,"AIGRO Artti","EST",1999,"116",NA,"102,9"
"37",23,"SCHMID Constantin","GER",1999,"110",NA,"102,7"
"38",24,"TANDE Daniel Andre","NOR",1994,"110",NA,"102,3"
"39",25,"HOERL Jan","AUT",1998,"109",NA,"101"
"40",26,"BELSHAW Erik","USA",2004,"118,5",NA,"99,4"
"41",27,"HOFFMANN Felix","GER",1997,"104",NA,"97,1"
"42",28,"AMMANN Simon","SUI",1981,"116",NA,"97"
"43",29,"DEAN Decker","USA",2000,"111,5",NA,"96,5"
"44",30,"PEIER Killian","SUI",1995,"112,5",NA,"94,8"
"45",31,"HAMANN Martin","GER",1997,"111,5",NA,"94,1"
"46",32,"KOBAYASHI Junshiro","JPN",1991,"107",NA,"93,2"
"47",33,"PALOSAARI Vilho","FIN",2004,"113",NA,"92,2"
"48",34,"WELLINGER Andreas","GER",1995,"95",NA,"90,6"
"49",35,"BOYD-CLOWES Mackenzie","CAN",1991,"111",NA,"90,5"
"50",36,"AALTO Antti","FIN",1995,"105",NA,"89,7"
"51",37,"DESCHWANDEN Gregor","SUI",1991,"105,5",NA,"88,9"
"52",38,"STEINER Maximilian","AUT",1996,"108,5",NA,"86,1"
"53",39,"PREVC Domen","SLO",1999,"103",NA,"85,9"
"54",40,"IPCIOGLU Fatih Arda","TUR",1997,"104,5",NA,"84,8"
"55",41,"SATO Keiichi","JPN",1997,"99,5",NA,"82,1"
"56",42,"LARSON Casey","USA",1998,"103,5",NA,"80,1"
"57",43,"MASLE Rok","SLO",2004,"103,5",NA,"76"
"58",44,"NAKAMURA Naoki","JPN",1996,"99",NA,"74,8"
"59",45,"TAKEUCHI Taku","JPN",1987,"101",NA,"73,2"
"60",46,"GRANERUD Halvor Egner","NOR",1996,"95",NA,"68,8"
"61",47,"VASSILYEV Danil","KAZ",2004,"93,5",NA,"65,1"
"62",48,"VALTO Kasperi","FIN",2003,"94,5",NA,"61,4"
"63",49,"PILCH Tomasz","POL",2000,"84,5",NA,"60,4"
"64",50,"KYTOESAHO Niko","FIN",1999,"79",NA,"38,5"
