"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGNER Clemens","AUT",1993,"","","Tq"
"2",NA,"BEDIR Muhammed Ali","TUR",2000,"","","Tq"
"3",NA,"BELSHAW Erik","USA",2004,"","","Tq"
"4",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"5",NA,"CECON Francesco","ITA",2001,"","","Tq"
"6",NA,"FANNEMEL Anders","NOR",1991,"","","Tq"
"7",NA,"HAARE Anders","NOR",1999,"","","Tq"
"8",NA,"INSAM Alex","ITA",1997,"","","Tq"
"9",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"10",NA,"KOBAYASHI Junshiro","JPN",1991,"","","Tq"
"11",NA,"LARSON Casey","USA",1998,"","","Tq"
"12",NA,"LEYHE Stephan","GER",1992,"","","Tq"
"13",NA,"MASLE Rok","SLO",2004,"","","Tq"
"14",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"15",NA,"RAIMUND Philipp","GER",2000,"","","Tq"
"16",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"17",NA,"SATO Yukiya","JPN",1995,"","","Tq"
"18",NA,"TAKEUCHI Taku","JPN",1987,"","","Tq"
"19",NA,"VASSILYEV Danil","KAZ",2004,"","","Tq"
"20",NA,"WASEK Pawel","POL",1999,"","","Tq"
"21",NA,"LINDVIK Marius","NOR",1998,"","","DNSF"
"22",1,"GRANERUD Halvor Egner","NOR",1996,"235,5","222","424,9"
"23",2,"KRAFT Stefan","AUT",1993,"239,5","227,5","418,8"
"24",3,"TSCHOFENIG Daniel","AUT",2002,"216,5","229,5","390,1"
"25",4,"KOBAYASHI Ryoyu","JPN",1996,"218,5","212","378"
"26",5,"LANISEK Anze","SLO",1996,"226","210","376,4"
"27",6,"HAYBOECK Michael","AUT",1991,"228","208","375,7"
"28",7,"PREVC Domen","SLO",1999,"232,5","203,5","373,8"
"29",8,"KUBACKI Dawid","POL",1990,"218,5","225","371,1"
"30",9,"JOHANSSON Robert","NOR",1990,"209,5","220,5","367,6"
"31",10,"ZYLA Piotr","POL",1987,"220","219,5","360,3"
"32",11,"NAKAMURA Naoki","JPN",1996,"208","219,5","359,4"
"33",12,"WELLINGER Andreas","GER",1995,"233,5","193,5","357,9"
"34",13,"DESCHWANDEN Gregor","SUI",1991,"217","195","350,6"
"35",14,"FETTNER Manuel","AUT",1985,"207","222,5","349"
"36",15,"EISENBICHLER Markus","GER",1991,"209,5","216","339,8"
"37",16,"ZAJC Timi","SLO",2000,"222","189,5","336,5"
"38",17,"STOCH Kamil","POL",1987,"201,5","200","328,9"
"39",18,"ZNISZCZOL Aleksander","POL",1994,"199","197,5","320,7"
"40",19,"TANDE Daniel Andre","NOR",1994,"198","203","318,1"
"41",20,"SUNDAL Kristoffer Eriksen","NOR",2001,"200,5","189,5","314,1"
"42",21,"GEIGER Karl","GER",1993,"200,5","192","311,1"
"43",22,"JELAR Ziga","SLO",1997,"200,5","197","307,9"
"44",23,"BJOERENG Joacim Oedegaard","NOR",1995,"198","187,5","298,2"
"45",24,"HOERL Jan","AUT",1998,"194","186","296,5"
"46",25,"AMMANN Simon","SUI",1981,"182,5","196","290,8"
"47",26,"HEGGLI Bendik Jakobsen","NOR",2001,"196","173","285,8"
"48",27,"DEAN Decker","USA",2000,"178,5","184","279,2"
"49",28,"RINGEN Sondre","NOR",1996,"184","165,5","271,3"
"50",29,"FORFANG Johann Andre","NOR",1995,"175","173,5","269,8"
"51",30,"KOS Lovro","SLO",1999,"185,5","159","261,3"
"52",31,"KYTOESAHO Niko","FIN",1999,"183","135","232"
"53",32,"VILLUMSTAD Fredrik","NOR",1999,"181,5","","133"
"54",33,"LISSO Justin","GER",1999,"175","","131"
"55",34,"STEKALA Andrzej","POL",1995,"170","","121"
"56",35,"IMHOF Remo","SUI",2003,"164","","115,6"
"57",36,"STEINER Maximilian","AUT",1996,"159","","110,7"
"58",37,"SCHMID Constantin","GER",1999,"160","","109,1"
"59",38,"NOUSIAINEN Eetu","FIN",1997,"157","","107,5"
"60",39,"BRESADOLA Giovanni","ITA",2001,"128","","68,9"
