"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"3",NA,"LEJSEK Frantisek","CZE",2002,"","","Tq"
"4",NA,"PILCH Tomasz","POL",2000,"","","Tq"
"5",NA,"RYDL Radek","CZE",2001,"","","Tq"
"6",NA,"AALTO Antti","FIN",1995,"","","DSQK"
"7",NA,"WASEK Pawel","POL",1999,"","","DSQK"
"8",1,"KUBACKI Dawid","POL",1990,"141,5","135,5","300,4"
"9",2,"FETTNER Manuel","AUT",1985,"138","138","297,2"
"10",3,"LANISEK Anze","SLO",1996,"135","142","293,7"
"11",4,"GRANERUD Halvor Egner","NOR",1996,"135","137,5","293,1"
"12",5,"ZYLA Piotr","POL",1987,"139,5","134","292,3"
"13",6,"KRAFT Stefan","AUT",1993,"135","130","283,3"
"14",7,"HAYBOECK Michael","AUT",1991,"138","137","280,2"
"15",8,"BRESADOLA Giovanni","ITA",2001,"132,5","134","271,7"
"16",9,"JOHANSSON Robert","NOR",1990,"137,5","129","266,1"
"17",10,"GEIGER Karl","GER",1993,"140","136,5","265,6"
"18",11,"KOS Lovro","SLO",1999,"131,5","131,5","263,5"
"19",12,"LINDVIK Marius","NOR",1998,"137","130","262,7"
"20",13,"PREVC Peter","SLO",1992,"127,5","131","258,1"
"21",14,"PASCHKE Pius","GER",1990,"133,5","129","258"
"22",15,"HOERL Jan","AUT",1998,"120,5","133,5","257,9"
"23",16,"JELAR Ziga","SLO",1997,"133","128","256,9"
"24",17,"TSCHOFENIG Daniel","AUT",2002,"123,5","131","250,1"
"25",18,"ASCHENWALD Philipp","AUT",1995,"129","128,5","249,8"
"26",19,"WELLINGER Andreas","GER",1995,"127","125","243,1"
"27",20,"SCHMID Constantin","GER",1999,"127,5","125","241,6"
"28",21,"PREVC Domen","SLO",1999,"123","128","239,6"
"29",22,"LEYHE Stephan","GER",1992,"129","123","239,1"
"30",23,"KYTOESAHO Niko","FIN",1999,"125","125,5","235,2"
"31",24,"BELSHAW Erik","USA",2004,"123","117,5","230"
"32",25,"DESCHWANDEN Gregor","SUI",1991,"124,5","119,5","229,4"
"33",25,"SUNDAL Kristoffer Eriksen","NOR",2001,"126","121","229,4"
"34",27,"MUELLER Markus","AUT",2002,"126","116,5","224,9"
"35",28,"HEGGLI Bendik Jakobsen","NOR",2001,"126","114","223,7"
"36",29,"ZOGRAFSKI Vladimir","BUL",1993,"126,5","120,5","221"
"37",30,"EISENBICHLER Markus","GER",1991,"123","114","216,3"
"38",31,"KOBAYASHI Ryoyu","JPN",1996,"123","","118,3"
"39",32,"FORFANG Johann Andre","NOR",1995,"120","","113,4"
"40",33,"ZAJC Timi","SLO",2000,"118,5","","113"
"41",34,"MALTSEV Kevin","EST",2000,"122","","111,6"
"42",35,"INSAM Alex","ITA",1997,"120","","108,2"
"43",36,"NAKAMURA Naoki","JPN",1996,"117","","107,7"
"44",37,"ZNISZCZOL Aleksander","POL",1994,"119,5","","103,5"
"45",38,"KOBAYASHI Junshiro","JPN",1991,"115,5","","103,2"
"46",39,"STOCH Kamil","POL",1987,"117,5","","101,8"
"47",40,"CECON Francesco","ITA",2001,"114","","101,2"
"48",41,"VASSILYEV Danil","KAZ",2004,"118,5","","99,1"
"49",42,"PETER Dominik","SUI",2001,"107,5","","96,9"
"50",43,"SATO Keiichi","JPN",1997,"110","","93,1"
"51",43,"SATO Yukiya","JPN",1995,"112,5","","93,1"
"52",45,"BOYD-CLOWES Mackenzie","CAN",1991,"110,5","","92,7"
"53",45,"PEIER Killian","SUI",1995,"109","","92,7"
"54",47,"NIKAIDO Ren","JPN",2001,"113,5","","92,3"
"55",48,"MUMINOV Sabirzhan","KAZ",1994,"110,5","","91,7"
"56",49,"DEAN Decker","USA",2000,"105","","88"
"57",50,"WOLNY Jakub","POL",1995,"105,5","","82,2"
