"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"3",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"4",NA,"KYTOESAHO Niko","FIN",1999,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"7",NA,"NIKAIDO Ren","JPN",2001,"","","Tq"
"8",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"9",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"10",NA,"VASSILYEV Danil","KAZ",2004,"","","Tq"
"11",1,"GRANERUD Halvor Egner","NOR",1996,"142,5","139","312,4"
"12",2,"ZYLA Piotr","POL",1987,"132,5","137","299"
"13",3,"KUBACKI Dawid","POL",1990,"140,5","136","294,9"
"14",4,"GEIGER Karl","GER",1993,"136,5","134","293,6"
"15",5,"KRAFT Stefan","AUT",1993,"133,5","138","292"
"16",6,"WELLINGER Andreas","GER",1995,"135","132","285,2"
"17",7,"KOS Lovro","SLO",1999,"125,5","133,5","280,7"
"18",8,"TSCHOFENIG Daniel","AUT",2002,"122,5","132,5","278,8"
"19",9,"STOCH Kamil","POL",1987,"133","130","276,1"
"20",10,"LANISEK Anze","SLO",1996,"119,5","129","267,4"
"21",11,"FORFANG Johann Andre","NOR",1995,"122","131","264,8"
"22",12,"HAYBOECK Michael","AUT",1991,"121,5","124","262,1"
"23",13,"FETTNER Manuel","AUT",1985,"119","127","260,3"
"24",14,"RAIMUND Philipp","GER",2000,"118,5","124","257"
"25",15,"KOBAYASHI Ryoyu","JPN",1996,"124,5","120,5","256,6"
"26",16,"HOERL Jan","AUT",1998,"120,5","126","251,6"
"27",17,"LINDVIK Marius","NOR",1998,"121","122","248,4"
"28",18,"ZAJC Timi","SLO",2000,"122,5","121","247,9"
"29",19,"WASEK Pawel","POL",1999,"121,5","118,5","245,2"
"30",20,"LEYHE Stephan","GER",1992,"122","116,5","244,1"
"31",21,"ZOGRAFSKI Vladimir","BUL",1993,"127,5","115,5","243,7"
"32",22,"PREVC Peter","SLO",1992,"119","118","243,4"
"33",23,"ASCHENWALD Philipp","AUT",1995,"119,5","121,5","242,8"
"34",24,"SUNDAL Kristoffer Eriksen","NOR",2001,"119","117,5","238,2"
"35",25,"JOHANSSON Robert","NOR",1990,"113,5","119","235,6"
"36",26,"BELSHAW Erik","USA",2004,"124,5","113,5","231,4"
"37",27,"TANDE Daniel Andre","NOR",1994,"120","112","230,7"
"38",28,"JELAR Ziga","SLO",1997,"114","118,5","227,1"
"39",29,"SCHMID Constantin","GER",1999,"111,5","122","224,2"
"40",30,"IPCIOGLU Fatih Arda","TUR",1997,"117","104,5","213,1"
"41",31,"DEAN Decker","USA",2000,"114","","113,3"
"42",32,"BRESADOLA Giovanni","ITA",2001,"118,5","","112,8"
"43",33,"EISENBICHLER Markus","GER",1991,"115","","112,3"
"44",34,"PALOSAARI Vilho","FIN",2004,"113,5","","110,9"
"45",35,"CECON Francesco","ITA",2001,"112,5","","107,5"
"46",35,"LEITNER Clemens","AUT",1998,"109","","107,5"
"47",37,"DESCHWANDEN Gregor","SUI",1991,"107,5","","106,4"
"48",38,"AALTO Antti","FIN",1995,"112,5","","106,2"
"49",39,"PREVC Domen","SLO",1999,"109,5","","105,3"
"50",40,"NAKAMURA Naoki","JPN",1996,"116","","104,8"
"51",41,"PASCHKE Pius","GER",1990,"110","","100,6"
"52",42,"AIGRO Artti","EST",1999,"108","","98,4"
"53",43,"FANNEMEL Anders","NOR",1991,"106","","97,5"
"54",44,"KOUDELKA Roman","CZE",1989,"109,5","","96,9"
"55",45,"SATO Yukiya","JPN",1995,"105","","95,1"
"56",46,"INSAM Alex","ITA",1997,"102,5","","92,4"
"57",47,"BEDIR Muhammed Ali","TUR",2000,"108,5","","91,4"
"58",48,"HULA Stefan","POL",1986,"108","","91,1"
"59",49,"HABDAS Jan","POL",2003,"105,5","","89,2"
"60",50,"KOBAYASHI Junshiro","JPN",1991,"107,5","","88,1"
