"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"CECON Francesco","ITA",2001,"","","Tq"
"3",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"4",NA,"DEAN Decker","USA",2000,"","","Tq"
"5",NA,"INSAM Alex","ITA",1997,"","","Tq"
"6",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"7",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"8",NA,"RYDL Radek","CZE",2001,"","","Tq"
"9",NA,"SPULBER Mihnea Alexandru","ROU",2000,"","","Tq"
"10",1,"KOBAYASHI Ryoyu","JPN",1996,"141","143","280,9"
"11",2,"GRANERUD Halvor Egner","NOR",1996,"140","136,5","268,9"
"12",3,"EISENBICHLER Markus","GER",1991,"140,5","139,5","256,9"
"13",4,"PREVC Domen","SLO",1999,"136","140","249,8"
"14",5,"FORFANG Johann Andre","NOR",1995,"143,5","127","241,9"
"15",6,"PREVC Peter","SLO",1992,"139","130","241,7"
"16",7,"TSCHOFENIG Daniel","AUT",2002,"138,5","127,5","241,3"
"17",8,"ZYLA Piotr","POL",1987,"130","136","240,5"
"18",9,"LANISEK Anze","SLO",1996,"129","132,5","240,4"
"19",10,"ZAJC Timi","SLO",2000,"142","121","239,7"
"20",11,"KUBACKI Dawid","POL",1990,"137,5","125","238,7"
"21",12,"WELLINGER Andreas","GER",1995,"125","142,5","238,6"
"22",13,"FETTNER Manuel","AUT",1985,"130,5","124,5","237,7"
"23",14,"NIKAIDO Ren","JPN",2001,"131","133,5","229,2"
"24",15,"SUNDAL Kristoffer Eriksen","NOR",2001,"132,5","129","227,8"
"25",16,"KOS Lovro","SLO",1999,"133","133","225,8"
"26",17,"ZNISZCZOL Aleksander","POL",1994,"129","136","223,3"
"27",18,"KRAFT Stefan","AUT",1993,"129","119,5","222,6"
"28",19,"AIGNER Clemens","AUT",1993,"131","128,5","221"
"29",20,"DESCHWANDEN Gregor","SUI",1991,"129,5","128,5","217,8"
"30",21,"LEYHE Stephan","GER",1992,"135","121,5","217,2"
"31",22,"SCHMID Constantin","GER",1999,"133,5","124","215,7"
"32",23,"STOCH Kamil","POL",1987,"122,5","128","215,3"
"33",24,"RAIMUND Philipp","GER",2000,"134","118","204,7"
"34",25,"HOERL Jan","AUT",1998,"122,5","126,5","203,1"
"35",26,"WASEK Pawel","POL",1999,"130","122","201,2"
"36",27,"BRESADOLA Giovanni","ITA",2001,"129","119,5","189"
"37",28,"JELAR Ziga","SLO",1997,"139","90,5","168,4"
"38",29,"KOBAYASHI Junshiro","JPN",1991,"130","100","165,6"
"39",30,"PEIER Killian","SUI",1995,"132,5","98,5","160,2"
"40",31,"HAYBOECK Michael","AUT",1991,"120","","103,7"
"41",32,"LINDVIK Marius","NOR",1998,"120","","102,2"
"42",33,"LEITNER Clemens","AUT",1998,"128","","101,3"
"43",34,"GEIGER Karl","GER",1993,"119","","101"
"44",35,"OESTVOLD Benjamin","NOR",2001,"128","","100,4"
"45",36,"BOYD-CLOWES Mackenzie","CAN",1991,"127","","96,9"
"46",37,"JOHANSSON Robert","NOR",1990,"119,5","","94,9"
"47",38,"ZOGRAFSKI Vladimir","BUL",1993,"122","","93,6"
"48",39,"IPCIOGLU Fatih Arda","TUR",1997,"121,5","","91,2"
"49",40,"MOGEL Zak","SLO",2001,"119,5","","88,2"
"50",41,"AALTO Antti","FIN",1995,"119","","87,6"
"51",42,"NAKAMURA Naoki","JPN",1996,"116,5","","86,6"
"52",43,"SATO Keiichi","JPN",1997,"117,5","","85"
"53",44,"SATO Yukiya","JPN",1995,"115,5","","84,1"
"54",45,"TANDE Daniel Andre","NOR",1994,"114,5","","79,9"
"55",46,"LARSON Casey","USA",1998,"115,5","","79,7"
"56",47,"KOUDELKA Roman","CZE",1989,"110,5","","73,2"
"57",48,"BEDIR Muhammed Ali","TUR",2000,"113","","73,1"
"58",49,"PETER Dominik","SUI",2001,"99,5","","51,9"
"59",50,"AIGRO Artti","EST",1999,"94","","46,2"
