"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AALTO Antti","FIN",1995,"",NA,"Tq"
"2",NA,"AIGNER Clemens","AUT",1993,"",NA,"Tq"
"3",NA,"BARTOL Tilen","SLO",1997,"",NA,"Tq"
"4",NA,"BARTOLJ Maksim","SLO",2003,"",NA,"Tq"
"5",NA,"BEDIR Muhammed Ali","TUR",2000,"",NA,"Tq"
"6",NA,"BELSHAW Erik","USA",2004,"",NA,"Tq"
"7",NA,"DEVYATKIN Nikita","KAZ",1999,"",NA,"Tq"
"8",NA,"HABDAS Jan","POL",2003,"",NA,"Tq"
"9",NA,"HAMANN Martin","GER",1997,"",NA,"Tq"
"10",NA,"KOBAYASHI Junshiro","JPN",1991,"",NA,"Tq"
"11",NA,"LARSON Casey","USA",1998,"",NA,"Tq"
"12",NA,"LEITNER Clemens","AUT",1998,"",NA,"Tq"
"13",NA,"MOGEL Zak","SLO",2001,"",NA,"Tq"
"14",NA,"MUMINOV Sabirzhan","KAZ",1994,"",NA,"Tq"
"15",NA,"NOUSIAINEN Eetu","FIN",1997,"",NA,"Tq"
"16",NA,"OBLAK Rok","SLO",2001,"",NA,"Tq"
"17",NA,"PEIER Killian","SUI",1995,"",NA,"Tq"
"18",NA,"PRESECNIK Jernej","SLO",2002,"",NA,"Tq"
"19",NA,"SATO Keiichi","JPN",1997,"",NA,"Tq"
"20",NA,"SATO Yukiya","JPN",1995,"",NA,"Tq"
"21",NA,"TAKEUCHI Taku","JPN",1987,"",NA,"Tq"
"22",NA,"URLAUB Andrew","USA",2001,"",NA,"Tq"
"23",NA,"VASSILYEV Danil","KAZ",2004,"",NA,"Tq"
"24",NA,"VIDIC Matija","SLO",2000,"",NA,"Tq"
"25",NA,"VITEZ Patrik","SLO",1998,"",NA,"Tq"
"26",NA,"WASEK Pawel","POL",1999,"",NA,"Tq"
"27",1,"KRAFT Stefan","AUT",1993,"239,5",NA,"240,5"
"28",2,"LANISEK Anze","SLO",1996,"236",NA,"234,7"
"29",3,"ZYLA Piotr","POL",1987,"234",NA,"233,3"
"30",4,"GRANERUD Halvor Egner","NOR",1996,"231",NA,"228,4"
"31",5,"HOERL Jan","AUT",1998,"236",NA,"225,9"
"32",6,"ZAJC Timi","SLO",2000,"231,5",NA,"225,7"
"33",7,"DESCHWANDEN Gregor","SUI",1991,"229,5",NA,"222"
"34",8,"FORFANG Johann Andre","NOR",1995,"227,5",NA,"220,9"
"35",9,"TSCHOFENIG Daniel","AUT",2002,"223,5",NA,"217,9"
"36",10,"STOCH Kamil","POL",1987,"225",NA,"217,1"
"37",11,"PREVC Domen","SLO",1999,"220",NA,"215,8"
"38",12,"KOBAYASHI Ryoyu","JPN",1996,"225",NA,"214,7"
"39",13,"HEGGLI Bendik Jakobsen","NOR",2001,"235",NA,"214"
"40",14,"ZNISZCZOL Aleksander","POL",1994,"222,5",NA,"211,9"
"41",15,"JOHANSSON Robert","NOR",1990,"222",NA,"205,9"
"42",16,"MASLE Rok","SLO",2004,"225",NA,"204,9"
"43",17,"EISENBICHLER Markus","GER",1991,"211",NA,"199,4"
"44",18,"MARUSIAK Yevhen","UKR",2000,"213,5",NA,"199,1"
"45",19,"NAKAMURA Naoki","JPN",1996,"211",NA,"198,3"
"46",20,"WELLINGER Andreas","GER",1995,"214,5",NA,"197,9"
"47",21,"HAYBOECK Michael","AUT",1991,"210",NA,"196,7"
"48",22,"KYTOESAHO Niko","FIN",1999,"212,5",NA,"195,9"
"49",23,"BRESADOLA Giovanni","ITA",2001,"213,5",NA,"194,7"
"50",24,"FETTNER Manuel","AUT",1985,"210,5",NA,"194,4"
"51",25,"GEIGER Karl","GER",1993,"201",NA,"193,2"
"52",26,"INSAM Alex","ITA",1997,"207,5",NA,"190,4"
"53",27,"AIGRO Artti","EST",1999,"212",NA,"188,9"
"54",28,"HOFFMANN Felix","GER",1997,"212",NA,"188,4"
"55",29,"AMMANN Simon","SUI",1981,"207",NA,"186,2"
"56",30,"KOS Lovro","SLO",1999,"197,5",NA,"185"
"57",31,"SCHMID Constantin","GER",1999,"199",NA,"182,8"
"58",32,"RINGEN Sondre","NOR",1996,"209,5",NA,"182,5"
"59",33,"TANDE Daniel Andre","NOR",1994,"199,5",NA,"176,7"
"60",34,"PASCHKE Pius","GER",1990,"200,5",NA,"176,3"
"61",35,"IMHOF Remo","SUI",2003,"200",NA,"176,1"
"62",36,"SUNDAL Kristoffer Eriksen","NOR",2001,"181,5",NA,"171,5"
"63",37,"BOYD-CLOWES Mackenzie","CAN",1991,"193,5",NA,"166,9"
"64",37,"IPCIOGLU Fatih Arda","TUR",1997,"190,5",NA,"166,9"
"65",39,"DEAN Decker","USA",2000,"191,5",NA,"162,3"
"66",40,"STEKALA Andrzej","POL",1995,"176,5",NA,"139,3"
