"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CECON Francesco","ITA",2001,"","","Tq"
"2",NA,"DEAN Decker","USA",2000,"","","Tq"
"3",NA,"FRANTZ Tate","USA",2005,"","","Tq"
"4",NA,"INSAM Alex","ITA",1997,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"NAZARENKO Svyatoslav","KAZ",2004,"","","Tq"
"7",NA,"SATO Yukiya","JPN",1995,"","","Tq"
"8",NA,"SPULBER Mihnea Alexandru","ROU",2000,"","","Tq"
"9",NA,"TAKEUCHI Taku","JPN",1987,"","","Tq"
"10",NA,"VASSILYEV Danil","KAZ",2004,"","","Tq"
"11",1,"GRANERUD Halvor Egner","NOR",1996,"125","134","287,6"
"12",2,"WELLINGER Andreas","GER",1995,"124","130","276,1"
"13",3,"KRAFT Stefan","AUT",1993,"123,5","130","275,3"
"14",4,"GEIGER Karl","GER",1993,"124,5","131","271,9"
"15",5,"KOBAYASHI Ryoyu","JPN",1996,"122,5","131,5","271,4"
"16",6,"ZAJC Timi","SLO",2000,"123,5","127","263,3"
"17",7,"KUBACKI Dawid","POL",1990,"118","129,5","262,1"
"18",8,"TSCHOFENIG Daniel","AUT",2002,"121","125","258,3"
"19",9,"JELAR Ziga","SLO",1997,"122,5","124","256,6"
"20",10,"HAYBOECK Michael","AUT",1991,"120","124","254,5"
"21",11,"LINDVIK Marius","NOR",1998,"112","124","248,7"
"22",12,"AIGNER Clemens","AUT",1993,"123","118,5","245,3"
"23",13,"BOYD-CLOWES Mackenzie","CAN",1991,"112,5","122,5","237,2"
"24",14,"EISENBICHLER Markus","GER",1991,"117","122,5","236,9"
"25",15,"DESCHWANDEN Gregor","SUI",1991,"120","117,5","235,5"
"26",16,"KYTOESAHO Niko","FIN",1999,"117","121","231,7"
"27",17,"ASCHENWALD Philipp","AUT",1995,"118","114","226,8"
"28",17,"NIKAIDO Ren","JPN",2001,"117","111,5","226,8"
"29",19,"RAIMUND Philipp","GER",2000,"118,5","115,5","226,1"
"30",20,"SUNDAL Kristoffer Eriksen","NOR",2001,"117","116","223"
"31",21,"ZNISZCZOL Aleksander","POL",1994,"115,5","114,5","222,5"
"32",22,"LEYHE Stephan","GER",1992,"110","111,5","221,8"
"33",23,"AALTO Antti","FIN",1995,"115,5","114","220,8"
"34",23,"FORFANG Johann Andre","NOR",1995,"108,5","114,5","220,8"
"35",25,"ZYLA Piotr","POL",1987,"115,5","110","217,4"
"36",26,"VIDIC Matija","SLO",2000,"116,5","113,5","216,7"
"37",27,"KOS Lovro","SLO",1999,"116","104,5","214,3"
"38",28,"PEIER Killian","SUI",1995,"117","104","208,4"
"39",29,"SATO Keiichi","JPN",1997,"113,5","106","205,6"
"40",30,"HOERL Jan","AUT",1998,"119,5","97,5","205,5"
"41",31,"ZOGRAFSKI Vladimir","BUL",1993,"112,5","","104,3"
"42",32,"HABDAS Jan","POL",2003,"110,5","","104"
"43",33,"SCHMID Constantin","GER",1999,"109","","103,8"
"44",34,"LARSON Casey","USA",1998,"113","","103,4"
"45",35,"PREVC Domen","SLO",1999,"108","","102,5"
"46",36,"BJOERENG Joacim Oedegaard","NOR",1995,"111","","101,8"
"47",37,"AIGRO Artti","EST",1999,"109","","100,3"
"48",37,"HEGGLI Bendik Jakobsen","NOR",2001,"110,5","","100,3"
"49",39,"TANDE Daniel Andre","NOR",1994,"103,5","","99,1"
"50",40,"PETER Dominik","SUI",2001,"110,5","","98,7"
"51",41,"URLAUB Andrew","USA",2001,"108,5","","98,2"
"52",42,"BRESADOLA Giovanni","ITA",2001,"106","","96,3"
"53",43,"NAKAMURA Naoki","JPN",1996,"107","","95,3"
"54",44,"WASEK Pawel","POL",1999,"108,5","","94,6"
"55",45,"NOUSIAINEN Eetu","FIN",1997,"107","","92,3"
"56",46,"PREVC Peter","SLO",1992,"105,5","","92,1"
"57",47,"BELSHAW Erik","USA",2004,"101","","90,3"
"58",48,"FETTNER Manuel","AUT",1985,"102","","87,4"
"59",49,"PALOSAARI Vilho","FIN",2004,"99,5","","87,2"
"60",50,"PILCH Tomasz","POL",2000,"99","","72"
