"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"3",NA,"DEAN Decker","USA",2000,"","","Tq"
"4",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"5",NA,"HAUSWIRTH Sandro","SUI",2000,"","","Tq"
"6",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"7",NA,"KOUDELKA Roman","CZE",1989,"","","Tq"
"8",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"9",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"10",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"11",NA,"MURANKA Klemens","POL",1994,"","","Tq"
"12",NA,"PETER Dominik","SUI",2001,"","","Tq"
"13",NA,"PILCH Tomasz","POL",2000,"","","Tq"
"14",NA,"RYDL Radek","CZE",2001,"","","Tq"
"15",NA,"SAKALA Filip","CZE",1996,"","","Tq"
"16",NA,"STEKALA Andrzej","POL",1995,"","","Tq"
"17",NA,"URLAUB Andrew","USA",2001,"","","Tq"
"18",NA,"KOBAYASHI Junshiro","JPN",1991,"","","DSQK"
"19",NA,"STOCH Kamil","POL",1987,"","","DSQK"
"20",1,"KUBACKI Dawid","POL",1990,"131","133,5","287"
"21",2,"LANISEK Anze","SLO",1996,"131,5","131","278,7"
"22",3,"LINDVIK Marius","NOR",1998,"131","133,5","277"
"23",4,"GRANERUD Halvor Egner","NOR",1996,"128","133","273,5"
"24",5,"KRAFT Stefan","AUT",1993,"126","132","272,7"
"25",6,"HOERL Jan","AUT",1998,"131","131,5","272"
"26",7,"TANDE Daniel Andre","NOR",1994,"127,5","130","268,8"
"27",8,"ZYLA Piotr","POL",1987,"125,5","130,5","267,7"
"28",9,"FETTNER Manuel","AUT",1985,"127","129","263,7"
"29",10,"ZAJC Timi","SLO",2000,"128,5","127","263,4"
"30",11,"NAKAMURA Naoki","JPN",1996,"127,5","127","262,1"
"31",12,"ASCHENWALD Philipp","AUT",1995,"123,5","126,5","258,1"
"32",13,"JOHANSSON Robert","NOR",1990,"126","126,5","257,6"
"33",14,"FORFANG Johann Andre","NOR",1995,"124,5","127,5","257,3"
"34",15,"PASCHKE Pius","GER",1990,"125","126,5","257,1"
"35",16,"PREVC Peter","SLO",1992,"128","126,5","256,5"
"36",17,"GEIGER Karl","GER",1993,"129","125,5","256,4"
"37",18,"PREVC Domen","SLO",1999,"125","125,5","254,9"
"38",19,"RAIMUND Philipp","GER",2000,"125","125","252,8"
"39",20,"EISENBICHLER Markus","GER",1991,"124","124,5","250,4"
"40",21,"ZOGRAFSKI Vladimir","BUL",1993,"123,5","125","249,8"
"41",22,"WASEK Pawel","POL",1999,"125","123,5","249,1"
"42",23,"HAYBOECK Michael","AUT",1991,"124","122,5","248,1"
"43",24,"TSCHOFENIG Daniel","AUT",2002,"123","122,5","247,9"
"44",25,"WELLINGER Andreas","GER",1995,"123,5","123","247,7"
"45",26,"SCHMID Constantin","GER",1999,"124","121","246,7"
"46",27,"BRESADOLA Giovanni","ITA",2001,"123,5","120","242,9"
"47",28,"KOS Lovro","SLO",1999,"124","120","242,4"
"48",29,"SUNDAL Kristoffer Eriksen","NOR",2001,"123,5","118","236,9"
"49",30,"KOBAYASHI Ryoyu","JPN",1996,"128,5","DSQ","137,6"
"50",31,"JUROSZEK Kacper","POL",2001,"121","","120,1"
"51",32,"AALTO Antti","FIN",1995,"122,5","","119,4"
"52",33,"KYTOESAHO Niko","FIN",1999,"121,5","","118,9"
"53",34,"HABDAS Jan","POL",2003,"118,5","","117,9"
"54",35,"INSAM Alex","ITA",1997,"120","","117,7"
"55",35,"NOUSIAINEN Eetu","FIN",1997,"121","","117,7"
"56",37,"HULA Stefan","POL",1986,"118,5","","116,1"
"57",38,"NIKAIDO Ren","JPN",2001,"119,5","","115,9"
"58",38,"SATO Yukiya","JPN",1995,"119,5","","115,9"
"59",40,"WOLNY Jakub","POL",1995,"116,5","","115,1"
"60",41,"JELAR Ziga","SLO",1997,"121,5","","114,4"
"61",42,"AIGRO Artti","EST",1999,"119,5","","114,3"
"62",43,"VILLUMSTAD Fredrik","NOR",1999,"119,5","","113,8"
"63",44,"VASSILYEV Danil","KAZ",2004,"117","","111,9"
"64",45,"ZNISZCZOL Aleksander","POL",1994,"118,5","","111,4"
"65",46,"PALOSAARI Vilho","FIN",2004,"114,5","","110,6"
"66",47,"IPCIOGLU Fatih Arda","TUR",1997,"117","","110,1"
"67",48,"DESCHWANDEN Gregor","SUI",1991,"117","","108,7"
"68",49,"SATO Keiichi","JPN",1997,"116,5","","106,3"
"69",50,"KOT Maciej","POL",1991,"113","","99,8"
