"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BEDIR Muhammed Ali","TUR",2000,"","","Tq"
"2",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"3",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"4",NA,"MOGEL Zak","SLO",2001,"","","Tq"
"5",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"6",NA,"PEIER Killian","SUI",1995,"","","Tq"
"7",NA,"PETER Dominik","SUI",2001,"","","Tq"
"8",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"9",NA,"SATO Yukiya","JPN",1995,"","","Tq"
"10",NA,"SPULBER Mihnea Alexandru","ROU",2000,"","","Tq"
"11",NA,"STOCH Kamil","POL",1987,"","","Tq"
"12",NA,"TKACHENKO Sergey","KAZ",1999,"","","Tq"
"13",NA,"VILLUMSTAD Fredrik","NOR",1999,"","","Tq"
"14",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"15",1,"GRANERUD Halvor Egner","NOR",1996,"147,5","142","273"
"16",2,"KOBAYASHI Ryoyu","JPN",1996,"134,5","145,5","252,3"
"17",3,"TANDE Daniel Andre","NOR",1994,"141,5","137","249,2"
"18",4,"FETTNER Manuel","AUT",1985,"141","139","247,4"
"19",5,"JELAR Ziga","SLO",1997,"134,5","135,5","236,3"
"20",6,"PREVC Domen","SLO",1999,"132,5","135","232,4"
"21",7,"ZYLA Piotr","POL",1987,"135,5","140","230,3"
"22",8,"HAYBOECK Michael","AUT",1991,"134","128,5","221"
"23",9,"EISENBICHLER Markus","GER",1991,"132","135","220,7"
"24",10,"ZAJC Timi","SLO",2000,"129,5","134,5","220,1"
"25",11,"WELLINGER Andreas","GER",1995,"132","131","217,9"
"26",12,"LEYHE Stephan","GER",1992,"133,5","133","217,7"
"27",13,"KRAFT Stefan","AUT",1993,"125,5","137","216,9"
"28",14,"TSCHOFENIG Daniel","AUT",2002,"129","136","213,6"
"29",15,"HOERL Jan","AUT",1998,"132","129,5","211,8"
"30",16,"NAKAMURA Naoki","JPN",1996,"135","126","209,8"
"31",17,"KUBACKI Dawid","POL",1990,"127","128","206"
"32",18,"LANISEK Anze","SLO",1996,"130","121","197,3"
"33",19,"KOS Lovro","SLO",1999,"132","121,5","195,2"
"34",20,"PREVC Peter","SLO",1992,"128","120","194,7"
"35",21,"GEIGER Karl","GER",1993,"120,5","126,5","194,5"
"36",22,"FORFANG Johann Andre","NOR",1995,"125,5","126,5","193"
"37",23,"SCHMID Constantin","GER",1999,"122","127","189,3"
"38",24,"SUNDAL Kristoffer Eriksen","NOR",2001,"117","132","184,2"
"39",25,"ZNISZCZOL Aleksander","POL",1994,"119","126","182,3"
"40",26,"URLAUB Andrew","USA",2001,"122","118,5","167,4"
"41",27,"NIKAIDO Ren","JPN",2001,"124","117,5","165,5"
"42",28,"AMMANN Simon","SUI",1981,"123","114","163,4"
"43",29,"AALTO Antti","FIN",1995,"114,5","118","160,8"
"44",30,"BRESADOLA Giovanni","ITA",2001,"132,5","DSQ","108,4"
"45",31,"AIGNER Clemens","AUT",1993,"115","","73,3"
"46",32,"LINDVIK Marius","NOR",1998,"110,5","","72,8"
"47",33,"DESCHWANDEN Gregor","SUI",1991,"116","","71"
"48",34,"RAIMUND Philipp","GER",2000,"107,5","","68,2"
"49",35,"LARSON Casey","USA",1998,"112","","66,1"
"50",35,"NOUSIAINEN Eetu","FIN",1997,"111,5","","66,1"
"51",37,"AIGRO Artti","EST",1999,"110","","63"
"52",38,"KYTOESAHO Niko","FIN",1999,"107","","62,6"
"53",39,"WASEK Pawel","POL",1999,"106","","61,5"
"54",40,"CECON Francesco","ITA",2001,"107,5","","57,3"
"55",41,"HEGGLI Bendik Jakobsen","NOR",2001,"104","","56,8"
"56",42,"BOYD-CLOWES Mackenzie","CAN",1991,"104","","55,6"
"57",43,"INSAM Alex","ITA",1997,"106","","50,7"
"58",44,"CACINA Daniel Andrei","ROU",2001,"101,5","","45,9"
"59",45,"DEAN Decker","USA",2000,"100,5","","45"
"60",46,"TAKEUCHI Taku","JPN",1987,"99,5","","42,8"
"61",47,"HUBER Daniel","AUT",1993,"99","","41,6"
"62",48,"WOLNY Jakub","POL",1995,"98,5","","39,4"
"63",49,"KOUDELKA Roman","CZE",1989,"97,5","","36,9"
"64",50,"MARUSIAK Yevhen","UKR",2000,"91","","27,3"
