"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"2",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"3",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"4",NA,"KOBAYASHI Junshiro","JPN",1991,"","","Tq"
"5",NA,"LARSON Casey","USA",1998,"","","Tq"
"6",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"7",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"8",NA,"PALOSAARI Vilho","FIN",2004,"","","Tq"
"9",NA,"PEIER Killian","SUI",1995,"","","Tq"
"10",NA,"PETER Dominik","SUI",2001,"","","Tq"
"11",NA,"PREVC Domen","SLO",1999,"","","Tq"
"12",NA,"RYDL Radek","CZE",2001,"","","Tq"
"13",NA,"SPULBER Mihnea Alexandru","ROU",2000,"","","Tq"
"14",NA,"VASSILYEV Danil","KAZ",2004,"","","Tq"
"15",1,"LANISEK Anze","SLO",1996,"133,5","141","272,8"
"16",2,"KUBACKI Dawid","POL",1990,"130,5","144","271,5"
"17",3,"GEIGER Karl","GER",1993,"135","141,5","269,2"
"18",4,"HAYBOECK Michael","AUT",1991,"135","138,5","265,4"
"19",5,"GRANERUD Halvor Egner","NOR",1996,"136,5","135","262,2"
"20",6,"ZYLA Piotr","POL",1987,"132","136","255,1"
"21",7,"SCHMID Constantin","GER",1999,"132,5","134","251,2"
"22",8,"KRAFT Stefan","AUT",1993,"131","133","248,3"
"23",9,"FETTNER Manuel","AUT",1985,"129,5","134,5","244,1"
"24",10,"KOBAYASHI Ryoyu","JPN",1996,"132","131","243,2"
"25",11,"HEGGLI Bendik Jakobsen","NOR",2001,"136","130","242,2"
"26",12,"ZAJC Timi","SLO",2000,"130,5","130","240,4"
"27",13,"JOHANSSON Robert","NOR",1990,"127,5","133","239,2"
"28",14,"WASEK Pawel","POL",1999,"130,5","128,5","238,6"
"29",15,"LEYHE Stephan","GER",1992,"132,5","128","237"
"30",16,"JELAR Ziga","SLO",1997,"132,5","126","236,3"
"31",17,"FORFANG Johann Andre","NOR",1995,"126,5","131,5","233,4"
"32",18,"TANDE Daniel Andre","NOR",1994,"126,5","130","229,1"
"33",19,"NAKAMURA Naoki","JPN",1996,"127,5","130","229"
"34",20,"AALTO Antti","FIN",1995,"130","128,5","227,2"
"35",21,"EISENBICHLER Markus","GER",1991,"127,5","128,5","226,6"
"36",22,"PASCHKE Pius","GER",1990,"126","126,5","225,9"
"37",23,"TSCHOFENIG Daniel","AUT",2002,"126","127,5","224,9"
"38",24,"IPCIOGLU Fatih Arda","TUR",1997,"132","124,5","224,4"
"39",25,"SUNDAL Kristoffer Eriksen","NOR",2001,"134","121,5","223,6"
"40",26,"KYTOESAHO Niko","FIN",1999,"128,5","125,5","220,9"
"41",27,"MUELLER Markus","AUT",2002,"129","125,5","218,7"
"42",28,"DESCHWANDEN Gregor","SUI",1991,"129,5","124,5","218"
"43",29,"ZNISZCZOL Aleksander","POL",1994,"128","121","209,8"
"44",30,"ZOGRAFSKI Vladimir","BUL",1993,"127,5","117","201,6"
"45",31,"AIGRO Artti","EST",1999,"127","","103,6"
"46",32,"LINDVIK Marius","NOR",1998,"125","","103,4"
"47",33,"PREVC Peter","SLO",1992,"123,5","","102,4"
"48",34,"INSAM Alex","ITA",1997,"126","","101,8"
"49",35,"WOLNY Jakub","POL",1995,"124,5","","100,3"
"50",36,"KOS Lovro","SLO",1999,"124,5","","99,2"
"51",37,"BRESADOLA Giovanni","ITA",2001,"121,5","","98,9"
"52",38,"BOYD-CLOWES Mackenzie","CAN",1991,"122,5","","98,6"
"53",39,"ASCHENWALD Philipp","AUT",1995,"120","","97,9"
"54",40,"NOUSIAINEN Eetu","FIN",1997,"121,5","","97"
"55",40,"STOCH Kamil","POL",1987,"119,5","","97"
"56",42,"CECON Francesco","ITA",2001,"123","","95,6"
"57",43,"WELLINGER Andreas","GER",1995,"121,5","","95"
"58",44,"DEAN Decker","USA",2000,"121","","93,1"
"59",45,"NIKAIDO Ren","JPN",2001,"121,5","","92,7"
"60",46,"SATO Yukiya","JPN",1995,"120,5","","89,6"
"61",47,"HOERL Jan","AUT",1998,"116,5","","89"
"62",48,"SATO Keiichi","JPN",1997,"118","","85,3"
"63",49,"PILCH Tomasz","POL",2000,"113,5","","79,8"
"64",50,"MUMINOV Sabirzhan","KAZ",1994,"113,5","","79,2"
