"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CECON Francesco","ITA",2001,"","","Tq"
"2",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"3",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"4",NA,"FORFANG Johann Andre","NOR",1995,"","","Tq"
"5",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"6",NA,"LEYHE Stephan","GER",1992,"","","Tq"
"7",NA,"POLASEK Viktor","CZE",1997,"","","Tq"
"8",NA,"SEMENIC Anze","SLO",1993,"","","Tq"
"9",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"10",NA,"BRESADOLA Giovanni","ITA",2001,"","","DSQK"
"11",NA,"LARSON Casey","USA",1998,"","","DAQF"
"12",1,"TANDE Daniel Andre","NOR",1994,"128,5","133,5","271,2"
"13",2,"LANISEK Anze","SLO",1996,"130,5","131,5","267,1"
"14",3,"KRAFT Stefan","AUT",1993,"131,5","128,5","266,9"
"15",4,"EISENBICHLER Markus","GER",1991,"127","135,5","264,3"
"16",5,"GEIGER Karl","GER",1993,"130","128","262,8"
"17",6,"PREVC Cene","SLO",1996,"126,5","133","262"
"18",7,"KOBAYASHI Ryoyu","JPN",1996,"132","127","260,9"
"19",8,"JOHANSSON Robert","NOR",1990,"127,5","129","258"
"20",9,"GRANERUD Halvor Egner","NOR",1996,"128","126","254,5"
"21",9,"HUBER Daniel","AUT",1993,"125,5","130","254,5"
"22",11,"ZAJC Timi","SLO",2000,"123","132,5","254,2"
"23",12,"DESCHWANDEN Gregor","SUI",1991,"128","125,5","251,4"
"24",13,"WOHLGENANNT Ulrich","AUT",1994,"127","123","250,9"
"25",14,"HOERL Jan","AUT",1998,"126,5","127","250,8"
"26",15,"STOCH Kamil","POL",1987,"129","118","248,9"
"27",16,"FETTNER Manuel","AUT",1985,"121","130","246,2"
"28",17,"LINDVIK Marius","NOR",1998,"128","124","244,7"
"29",18,"WASEK Pawel","POL",1999,"120","128,5","243,6"
"30",18,"ZYLA Piotr","POL",1987,"120,5","128","243,6"
"31",20,"AIGNER Clemens","AUT",1993,"120","127","242,1"
"32",21,"SATO Yukiya","JPN",1995,"120,5","129","240,8"
"33",22,"PEIER Killian","SUI",1995,"124","123,5","237,5"
"34",23,"SCHMID Constantin","GER",1999,"124","123","237,3"
"35",24,"PREVC Domen","SLO",1999,"121","126","236,9"
"36",25,"WELLINGER Andreas","GER",1995,"119,5","124,5","235,7"
"37",26,"WOLNY Jakub","POL",1995,"124","118","234,2"
"38",27,"SATO Keiichi","JPN",1997,"124","123","233,8"
"39",28,"JELAR Ziga","SLO",1997,"120","123,5","231,6"
"40",29,"BOYD-CLOWES Mackenzie","CAN",1991,"124","119","230"
"41",30,"ITO Daiki","JPN",1985,"118","123","228,2"
"42",31,"KYTOESAHO Niko","FIN",1999,"121,5","120,5","225,2"
"43",32,"AIGRO Artti","EST",1999,"117,5","","109"
"44",33,"KUBACKI Dawid","POL",1990,"117","","108,6"
"45",34,"KOBAYASHI Junshiro","JPN",1991,"113,5","","107,7"
"46",35,"JUROSZEK Kacper","POL",2001,"118","","105,9"
"47",36,"ASCHENWALD Philipp","AUT",1995,"116","","105,6"
"48",37,"KOS Lovro","SLO",1999,"114,5","","104,8"
"49",38,"AMMANN Simon","SUI",1981,"114,5","","104,7"
"50",39,"FREUND Severin","GER",1988,"116,5","","103"
"51",40,"AALTO Antti","FIN",1995,"116","","100,6"
"52",41,"VILLUMSTAD Fredrik","NOR",1999,"113","","99,4"
"53",42,"HEGGLI Bendik Jakobsen","NOR",2001,"118,5","","98,9"
"54",43,"NAKAMURA Naoki","JPN",1996,"111","","96,4"
"55",44,"NOUSIAINEN Eetu","FIN",1997,"111","","95,5"
"56",45,"ZOGRAFSKI Vladimir","BUL",1993,"111","","92,1"
"57",46,"BICKNER Kevin","USA",1996,"110","","88,8"
"58",47,"MALTSEV Kevin","EST",2000,"107","","79,1"
"59",48,"INSAM Alex","ITA",1997,"104,5","","77,9"
"60",49,"MUMINOV Sabirzhan","KAZ",1994,"103,5","","77,4"
