"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BAZHENOV Aleksandr","RUS",1995,"","","Tq"
"2",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"3",NA,"DEAN Decker","USA",2000,"","","Tq"
"4",NA,"HAMANN Martin","GER",1997,"","","Tq"
"5",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"6",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"7",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"8",NA,"PILCH Tomasz","POL",2000,"","","Tq"
"9",NA,"POLASEK Viktor","CZE",1997,"","","Tq"
"10",1,"GEIGER Karl","GER",1993,"131","143","282,7"
"11",2,"LANISEK Anze","SLO",1996,"132,5","143","280,5"
"12",3,"EISENBICHLER Markus","GER",1991,"135","134,5","275,3"
"13",4,"KOBAYASHI Ryoyu","JPN",1996,"135","131,5","269,9"
"14",5,"HOERL Jan","AUT",1998,"133,5","130","263,9"
"15",6,"ZAJC Timi","SLO",2000,"129,5","137","260,1"
"16",7,"GRANERUD Halvor Egner","NOR",1996,"130,5","130,5","257,4"
"17",8,"PREVC Peter","SLO",1992,"126","140","256,1"
"18",9,"KRAFT Stefan","AUT",1993,"129","133","254,2"
"19",10,"LEYHE Stephan","GER",1992,"131","130","253,8"
"20",11,"DESCHWANDEN Gregor","SUI",1991,"127","133,5","253,7"
"21",12,"KOS Lovro","SLO",1999,"132,5","132,5","252,6"
"22",13,"LISSO Justin","GER",1999,"127","134","249,6"
"23",14,"FREUND Severin","GER",1988,"127","129","247,7"
"24",15,"HUBER Daniel","AUT",1993,"122,5","137","244,7"
"25",16,"SCHMID Constantin","GER",1999,"126","133,5","243,6"
"26",17,"PREVC Cene","SLO",1996,"129","128","243,4"
"27",18,"SATO Yukiya","JPN",1995,"127","133,5","241,4"
"28",19,"RAIMUND Philipp","GER",2000,"124","135","240,9"
"29",20,"ASCHENWALD Philipp","AUT",1995,"126","128","238"
"30",21,"FREITAG Richard","GER",1991,"123,5","131","236,4"
"31",22,"AIGNER Clemens","AUT",1993,"119","134","234,6"
"32",23,"TSCHOFENIG Daniel","AUT",2002,"117","129,5","229,2"
"33",24,"FETTNER Manuel","AUT",1985,"130,5","119,5","227,8"
"34",25,"NAKAMURA Naoki","JPN",1996,"120","123","218,1"
"35",26,"KLIMOV Evgeniy","RUS",1994,"118,5","122,5","213,3"
"36",27,"KOUDELKA Roman","CZE",1989,"121,5","118,5","210,8"
"37",28,"BRESADOLA Giovanni","ITA",2001,"126,5","119,5","206,2"
"38",29,"STEKALA Andrzej","POL",1995,"126,5","108","190,9"
"39",30,"JELAR Ziga","SLO",1997,"122","","113"
"40",31,"PASCHKE Pius","GER",1990,"118,5","","103,1"
"41",32,"BOYD-CLOWES Mackenzie","CAN",1991,"114,5","","101,9"
"42",33,"ITO Daiki","JPN",1985,"117,5","","101,8"
"43",34,"KOBAYASHI Junshiro","JPN",1991,"117,5","","100,6"
"44",35,"AMMANN Simon","SUI",1981,"117","","100,2"
"45",36,"KOT Maciej","POL",1991,"117,5","","99,9"
"46",37,"MURANKA Klemens","POL",1994,"118,5","","99,6"
"47",38,"SIEGEL David","GER",1996,"118","","98,7"
"48",39,"AIGRO Artti","EST",1999,"119","","98,6"
"49",40,"NOUSIAINEN Eetu","FIN",1997,"116","","97,4"
"50",41,"KYTOESAHO Niko","FIN",1999,"116,5","","96,6"
"51",41,"SATO Keiichi","JPN",1997,"116,5","","96,6"
"52",43,"ZNISZCZOL Aleksander","POL",1994,"113","","94,3"
"53",44,"BJOERENG Joacim Oedegaard","NOR",1995,"114","","92,3"
"54",45,"WOLNY Jakub","POL",1995,"116","","92,1"
"55",46,"MALTSEV Kevin","EST",2000,"109","","81,2"
"56",47,"AALTO Antti","FIN",1995,"105","","78,4"
"57",48,"PEDERSEN Robin","NOR",1996,"103","","71,1"
"58",49,"CECON Francesco","ITA",2001,"102","","64,7"
"59",50,"RINGEN Sondre","NOR",1996,"97","","54"
