"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","DSQF"
"2",1,"KRAFT Stefan","AUT",1993,"124,5","131","283,1"
"3",2,"GRANERUD Halvor Egner","NOR",1996,"127,5","125,5","268,2"
"4",3,"ZYLA Piotr","POL",1987,"120,5","129,5","268"
"5",4,"EISENBICHLER Markus","GER",1991,"127","125","267,9"
"6",5,"GEIGER Karl","GER",1993,"122","127,5","267,5"
"7",6,"WOHLGENANNT Ulrich","AUT",1994,"126","118","263"
"8",7,"KOBAYASHI Ryoyu","JPN",1996,"122","127,5","261,2"
"9",8,"PREVC Peter","SLO",1992,"120,5","128","258,5"
"10",9,"DESCHWANDEN Gregor","SUI",1991,"120,5","130,5","256,3"
"11",9,"PREVC Cene","SLO",1996,"120,5","124,5","256,3"
"12",11,"LINDVIK Marius","NOR",1998,"118,5","127,5","255"
"13",12,"AIGNER Clemens","AUT",1993,"120,5","123","252"
"14",13,"KUBACKI Dawid","POL",1990,"120,5","124,5","251,6"
"15",14,"KLIMOV Evgeniy","RUS",1994,"119,5","115,5","251,1"
"16",15,"FREUND Severin","GER",1988,"116","125","250,7"
"17",16,"SCHMID Constantin","GER",1999,"118","124","248,9"
"18",17,"AALTO Antti","FIN",1995,"121","122,5","247,1"
"19",18,"NOUSIAINEN Eetu","FIN",1997,"118","122","246,4"
"20",19,"HOERL Jan","AUT",1998,"121","119,5","244,9"
"21",20,"ZAJC Timi","SLO",2000,"117","118,5","241,6"
"22",21,"PEIER Killian","SUI",1995,"115","118,5","241,4"
"23",22,"KOBAYASHI Junshiro","JPN",1991,"119,5","122,5","240,5"
"24",23,"JOHANSSON Robert","NOR",1990,"114,5","117","239,1"
"25",24,"STOCH Kamil","POL",1987,"118,5","117","239"
"26",25,"TANDE Daniel Andre","NOR",1994,"118,5","115,5","232,8"
"27",26,"PEDERSEN Robin","NOR",1996,"114,5","118","228,3"
"28",27,"JELAR Ziga","SLO",1997,"121","113","227,4"
"29",28,"NAZAROV Mikhail","RUS",1994,"119","111","222,1"
"30",29,"SEMENIC Anze","SLO",1993,"115","108","213,6"
"31",30,"AIGRO Artti","EST",1999,"115","105,5","206,5"
"32",31,"TSCHOFENIG Daniel","AUT",2002,"112","","111,2"
"33",32,"JUROSZEK Kacper","POL",2001,"115","","111,1"
"34",33,"NAKAMURA Naoki","JPN",1996,"111","","108,4"
"35",34,"FORFANG Johann Andre","NOR",1995,"110,5","","105,8"
"36",34,"LEYHE Stephan","GER",1992,"114,5","","105,8"
"37",36,"HAARE Anders","NOR",1999,"109,5","","105,2"
"38",37,"ZOGRAFSKI Vladimir","BUL",1993,"113,5","","104,8"
"39",38,"TROFIMOV Roman Sergeevich","RUS",1989,"111,5","","104,4"
"40",39,"FETTNER Manuel","AUT",1985,"114","","103,8"
"41",39,"ITO Daiki","JPN",1985,"109,5","","103,8"
"42",41,"KYTOESAHO Niko","FIN",1999,"107,5","","103,6"
"43",42,"KOS Lovro","SLO",1999,"113","","103,1"
"44",43,"SATO Yukiya","JPN",1995,"108,5","","101,6"
"45",44,"POLASEK Viktor","CZE",1997,"110","","101,2"
"46",45,"BAZHENOV Aleksandr","RUS",1995,"109,5","","100,7"
"47",46,"HUBER Daniel","AUT",1993,"107,5","","100,4"
"48",47,"KOUDELKA Roman","CZE",1989,"106","","99,1"
"49",48,"TKACHENKO Sergey","KAZ",1999,"109","","98,1"
"50",49,"SATO Keiichi","JPN",1997,"111,5","","97,6"
"51",50,"CACINA Daniel Andrei","ROU",2001,"101","","93"
"52",51,"HULA Stefan","POL",1986,"102","","89,9"
"53",52,"IPCIOGLU Fatih Arda","TUR",1997,"101,5","","86,9"
"54",53,"HEIKKINEN Kalle","FIN",1999,"101,5","","86,5"
"55",54,"MALTSEV Kevin","EST",2000,"102,5","","85,4"
"56",55,"PASCHKE Pius","GER",1990,"100,5","","82,9"
"57",56,"BICKNER Kevin","USA",1996,"96,5","","82,7"
"58",57,"LARSON Casey","USA",1998,"100","","81,5"
"59",58,"SOUKUP Matthew","CAN",1997,"100","","78,4"
"60",59,"WASEK Pawel","POL",1999,"97,5","","70,8"
"61",60,"MERILAEINEN Eetu","FIN",1997,"93","","68,4"
"62",61,"ALAMOMMO Andreas","FIN",1998,"92","","65,7"
"63",62,"CINTIMAR Muhammet Irfan","TUR",1997,"88,5","","63,5"
"64",63,"DEVYATKIN Nikita","KAZ",1999,"85","","60,3"
"65",64,"POHJOLA Arttu","FIN",2001,"83","","58,7"
"66",65,"KAVILO Henri","FIN",1999,"84,5","","56,4"
"67",66,"VASSILYEV Danil","KAZ",2004,"89,5","","54,7"
"68",67,"FELDOREAN Andrei","ROU",2000,"81","","50,3"
