"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AALTO Antti","FIN",1995,"","","Tq"
"2",NA,"BICKNER Kevin","USA",1996,"","","Tq"
"3",NA,"CACINA Daniel Andrei","ROU",2001,"","","Tq"
"4",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"5",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"6",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"7",NA,"FOUBERT Valentin","FRA",2002,"","","Tq"
"8",NA,"HAMANN Martin","GER",1997,"","","Tq"
"9",NA,"INSAM Alex","ITA",1997,"","","Tq"
"10",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"11",NA,"JELAR Ziga","SLO",1997,"","","Tq"
"12",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"13",NA,"KOUDELKA Roman","CZE",1989,"","","Tq"
"14",NA,"KRAFT Stefan","AUT",1993,"","","Tq"
"15",NA,"LARSON Casey","USA",1998,"","","Tq"
"16",NA,"MAERKL Kilian","GER",2000,"","","Tq"
"17",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"18",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"19",NA,"NAZAROV Mikhail","RUS",1994,"","","Tq"
"20",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"21",NA,"POLASEK Viktor","CZE",1997,"","","Tq"
"22",NA,"RAIMUND Philipp","GER",2000,"","","Tq"
"23",NA,"SAKALA Filip","CZE",1996,"","","Tq"
"24",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"25",NA,"SIEGEL David","GER",1996,"","","Tq"
"26",NA,"TKACHENKO Sergey","KAZ",1999,"","","Tq"
"27",NA,"VASSILYEV Danil","KAZ",2004,"","","Tq"
"28",1,"KOBAYASHI Ryoyu","JPN",1996,"143","135,5","291,2"
"29",2,"EISENBICHLER Markus","GER",1991,"141","143,5","291"
"30",3,"KOS Lovro","SLO",1999,"135,5","138","286"
"31",4,"LINDVIK Marius","NOR",1998,"138","138","283,7"
"32",5,"HOERL Jan","AUT",1998,"134","132","274,9"
"33",6,"SATO Yukiya","JPN",1995,"132,5","130","267,9"
"34",7,"GEIGER Karl","GER",1993,"130","127,5","265"
"35",8,"GRANERUD Halvor Egner","NOR",1996,"128","140,5","264,2"
"36",9,"ZAJC Timi","SLO",2000,"137","127,5","264,1"
"37",10,"LEYHE Stephan","GER",1992,"128","136,5","263,7"
"38",11,"ZYLA Piotr","POL",1987,"135,5","131","262"
"39",12,"PEIER Killian","SUI",1995,"130,5","132","261,8"
"40",13,"JOHANSSON Robert","NOR",1990,"132","135","261,2"
"41",14,"LANISEK Anze","SLO",1996,"130","135","257,6"
"42",15,"PREVC Cene","SLO",1996,"131","135","257,3"
"43",16,"HUBER Daniel","AUT",1993,"132","132","257,1"
"44",17,"TANDE Daniel Andre","NOR",1994,"134,5","125,5","256,1"
"45",18,"TSCHOFENIG Daniel","AUT",2002,"127","133","255,6"
"46",19,"KLIMOV Evgeniy","RUS",1994,"128","132","252,2"
"47",20,"SCHMID Constantin","GER",1999,"133","125,5","249,2"
"48",21,"NAKAMURA Naoki","JPN",1996,"130,5","130","249"
"49",22,"WELLINGER Andreas","GER",1995,"131","129","247,1"
"50",23,"WOLNY Jakub","POL",1995,"127","132,5","246,5"
"51",24,"FORFANG Johann Andre","NOR",1995,"127,5","131,5","246"
"52",25,"DESCHWANDEN Gregor","SUI",1991,"129","130,5","245,9"
"53",26,"VILLUMSTAD Fredrik","NOR",1999,"129,5","130","245,5"
"54",27,"ASCHENWALD Philipp","AUT",1995,"128","126,5","244,7"
"55",28,"FREUND Severin","GER",1988,"128","127,5","244,2"
"56",29,"ITO Daiki","JPN",1985,"127,5","128","241,4"
"57",30,"SADREEV Danil","RUS",2003,"123","128","229,4"
"58",31,"PASCHKE Pius","GER",1990,"127","","120,4"
"59",32,"FETTNER Manuel","AUT",1985,"129","","119,7"
"60",33,"ZOGRAFSKI Vladimir","BUL",1993,"128","","119,6"
"61",34,"AMMANN Simon","SUI",1981,"126,5","","118,1"
"62",35,"STEKALA Andrzej","POL",1995,"128","","118"
"63",35,"WASEK Pawel","POL",1999,"126","","118"
"64",37,"MALTSEV Kevin","EST",2000,"127","","117,9"
"65",38,"PREVC Peter","SLO",1992,"124,5","","116,8"
"66",39,"KUBACKI Dawid","POL",1990,"126","","115,7"
"67",40,"MANKOV Ilya","RUS",2003,"124","","113,1"
"68",41,"WOHLGENANNT Ulrich","AUT",1994,"123","","111,1"
"69",42,"KYTOESAHO Niko","FIN",1999,"121,5","","110,6"
"70",43,"LISSO Justin","GER",1999,"121,5","","107,3"
"71",44,"KOBAYASHI Junshiro","JPN",1991,"132,5","","105,8"
"72",45,"BOYD-CLOWES Mackenzie","CAN",1991,"117,5","","103,9"
"73",46,"HOFFMANN Felix","GER",1997,"116","","101,2"
"74",47,"STOCH Kamil","POL",1987,"118","","100,5"
"75",48,"BRESADOLA Giovanni","ITA",2001,"118","","99,2"
"76",49,"TROFIMOV Roman Sergeevich","RUS",1989,"114","","97,7"
"77",50,"AIGRO Artti","EST",1999,"110","","83,8"
