"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AALTO Antti","FIN",1995,"","","Tq"
"2",NA,"BEDIR Muhammed Ali","TUR",2000,"","","Tq"
"3",NA,"BOMBEK Jan","SLO",2001,"","","Tq"
"4",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"5",NA,"DEAN Decker","USA",2000,"","","Tq"
"6",NA,"FOUBERT Valentin","FRA",2002,"","","Tq"
"7",NA,"HEIKKINEN Kalle","FIN",1999,"","","Tq"
"8",NA,"INSAM Alex","ITA",1997,"","","Tq"
"9",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"10",NA,"ITO Daiki","JPN",1985,"","","Tq"
"11",NA,"KOBAYASHI Junshiro","JPN",1991,"","","Tq"
"12",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"13",NA,"LARSON Casey","USA",1998,"","","Tq"
"14",NA,"LEJSEK Frantisek","CZE",2002,"","","Tq"
"15",NA,"LEYHE Stephan","GER",1992,"","","Tq"
"16",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"17",NA,"MOGEL Zak","SLO",2001,"","","Tq"
"18",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"19",NA,"PEIER Killian","SUI",1995,"","","Tq"
"20",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"21",NA,"SCHULER Andreas","SUI",1995,"","","Tq"
"22",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"23",NA,"VILLUMSTAD Fredrik","NOR",1999,"","","Tq"
"24",NA,"VITEZ Patrik","SLO",1998,"","","Tq"
"25",NA,"WOHLGENANNT Ulrich","AUT",1994,"","","Tq"
"26",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"27",1,"JELAR Ziga","SLO",1997,"232","239","468,2"
"28",2,"PREVC Peter","SLO",1992,"226","237","464,8"
"29",3,"LANISEK Anze","SLO",1996,"230","230,5","458,5"
"30",4,"ZAJC Timi","SLO",2000,"228","224","454,8"
"31",5,"KOBAYASHI Ryoyu","JPN",1996,"223,5","237","452,8"
"32",6,"KRAFT Stefan","AUT",1993,"222","228,5","450,3"
"33",7,"PREVC Domen","SLO",1999,"234,5","220","443,5"
"34",8,"SATO Yukiya","JPN",1995,"231,5","238,5","442,9"
"35",9,"GRANERUD Halvor Egner","NOR",1996,"229,5","234,5","442,2"
"36",10,"FETTNER Manuel","AUT",1985,"227","231","441,8"
"37",11,"STOCH Kamil","POL",1987,"228","222","438,3"
"38",12,"GEIGER Karl","GER",1993,"213","232,5","436,3"
"39",13,"LINDVIK Marius","NOR",1998,"223","228,5","435,3"
"40",14,"TSCHOFENIG Daniel","AUT",2002,"224,5","222,5","430,6"
"41",15,"WOLNY Jakub","POL",1995,"228","226","429,5"
"42",16,"SEMENIC Anze","SLO",1993,"219","231","429,4"
"43",17,"HAYBOECK Michael","AUT",1991,"220","230,5","427,9"
"44",18,"ZYLA Piotr","POL",1987,"218","226","427,7"
"45",19,"WELLINGER Andreas","GER",1995,"220","241,5","426,2"
"46",20,"STEKALA Andrzej","POL",1995,"223","224","422"
"47",21,"FORFANG Johann Andre","NOR",1995,"213","232","416,9"
"48",22,"PAVLOVCIC Bor","SLO",1998,"221,5","210","416,7"
"49",23,"AIGRO Artti","EST",1999,"220","214","414,4"
"50",24,"HOERL Jan","AUT",1998,"209","233","412,7"
"51",25,"HUBER Daniel","AUT",1993,"219","216","412,3"
"52",26,"KUBACKI Dawid","POL",1990,"208,5","228,5","408,2"
"53",27,"KOS Lovro","SLO",1999,"215","227,5","407,1"
"54",28,"BJOERENG Joacim Oedegaard","NOR",1995,"219","225","403,5"
"55",29,"PREVC Cene","SLO",1996,"214,5","219","388,6"
"56",30,"HEGGLI Bendik Jakobsen","NOR",2001,"222","","193,2"
"57",31,"SCHMID Constantin","GER",1999,"208,5","","183,9"
"58",32,"FREUND Severin","GER",1988,"208,5","","182,9"
"59",33,"BARTOL Tilen","SLO",1997,"210","","182"
"60",34,"EISENBICHLER Markus","GER",1991,"209","","180,8"
"61",35,"KYTOESAHO Niko","FIN",1999,"214","","180,7"
"62",36,"AMMANN Simon","SUI",1981,"214","","178,9"
"63",37,"BOYD-CLOWES Mackenzie","CAN",1991,"202","","172,2"
"64",38,"DESCHWANDEN Gregor","SUI",1991,"197,5","","168,5"
"65",39,"PEDERSEN Robin","NOR",1996,"202","","168,4"
"66",40,"NOUSIAINEN Eetu","FIN",1997,"187","","150,5"
