"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CECON Francesco","ITA",2001,"","","Tq"
"2",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"3",NA,"DEAN Decker","USA",2000,"","","Tq"
"4",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"7",NA,"PILCH Tomasz","POL",2000,"","","Tq"
"8",NA,"POLASEK Viktor","CZE",1997,"","","Tq"
"9",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"10",NA,"SIEGEL David","GER",1996,"","","Tq"
"11",1,"GEIGER Karl","GER",1993,"132","141","288,3"
"12",2,"LANISEK Anze","SLO",1996,"134,5","134,5","283,1"
"13",3,"EISENBICHLER Markus","GER",1991,"132,5","132","273,9"
"14",4,"GRANERUD Halvor Egner","NOR",1996,"128","136,5","272,8"
"15",5,"KOBAYASHI Ryoyu","JPN",1996,"133","131","269,9"
"16",6,"PREVC Cene","SLO",1996,"134","132","268,7"
"17",7,"KOS Lovro","SLO",1999,"137,5","132,5","267,5"
"18",8,"LEYHE Stephan","GER",1992,"130,5","136","267"
"19",9,"SCHMID Constantin","GER",1999,"131,5","132","264"
"20",10,"HOERL Jan","AUT",1998,"125,5","133,5","260"
"21",11,"LISSO Justin","GER",1999,"129,5","134","258,9"
"22",12,"PREVC Peter","SLO",1992,"130,5","127","258,1"
"23",13,"SATO Yukiya","JPN",1995,"132","129,5","255,2"
"24",14,"FETTNER Manuel","AUT",1985,"132,5","129,5","254,8"
"25",15,"DESCHWANDEN Gregor","SUI",1991,"128,5","125","253,5"
"26",16,"JELAR Ziga","SLO",1997,"126","133","253,4"
"27",17,"FREUND Severin","GER",1988,"126,5","129","251,1"
"28",18,"ZAJC Timi","SLO",2000,"135,5","122,5","250,8"
"29",19,"TSCHOFENIG Daniel","AUT",2002,"129,5","130,5","250,2"
"30",20,"HUBER Daniel","AUT",1993,"126,5","131","250,1"
"31",21,"FREITAG Richard","GER",1991,"129","130","249,3"
"32",22,"KRAFT Stefan","AUT",1993,"124","131","246,3"
"33",23,"AALTO Antti","FIN",1995,"128,5","129,5","244,6"
"34",24,"KLIMOV Evgeniy","RUS",1994,"122","130","244,5"
"35",25,"ASCHENWALD Philipp","AUT",1995,"125","128","241,2"
"36",26,"NAKAMURA Naoki","JPN",1996,"129","125","237,8"
"37",27,"RAIMUND Philipp","GER",2000,"122","124","230,9"
"38",28,"PEDERSEN Robin","NOR",1996,"126,5","123,5","228,1"
"39",29,"WOLNY Jakub","POL",1995,"121","124","227,9"
"40",30,"KYTOESAHO Niko","FIN",1999,"122,5","119","216,2"
"41",31,"BJOERENG Joacim Oedegaard","NOR",1995,"122,5","","108,9"
"42",32,"KOBAYASHI Junshiro","JPN",1991,"121","","108,2"
"43",33,"PASCHKE Pius","GER",1990,"118","","104,1"
"44",34,"AIGRO Artti","EST",1999,"117","","103"
"45",35,"PETER Dominik","SUI",2001,"117,5","","101,4"
"46",35,"STEKALA Andrzej","POL",1995,"118","","101,4"
"47",37,"NOUSIAINEN Eetu","FIN",1997,"116,5","","100,3"
"48",38,"MURANKA Klemens","POL",1994,"118","","99,4"
"49",39,"BOYD-CLOWES Mackenzie","CAN",1991,"115","","98,9"
"50",40,"KOT Maciej","POL",1991,"119","","98,1"
"51",41,"AIGNER Clemens","AUT",1993,"114","","98"
"52",42,"IPCIOGLU Fatih Arda","TUR",1997,"115","","97,1"
"53",43,"BAZHENOV Aleksandr","RUS",1995,"116","","94,6"
"54",44,"AMMANN Simon","SUI",1981,"113","","92,6"
"55",45,"ITO Daiki","JPN",1985,"112,5","","92,3"
"56",46,"HAMANN Martin","GER",1997,"114","","90,5"
"57",47,"RINGEN Sondre","NOR",1996,"110,5","","84,8"
"58",48,"ZNISZCZOL Aleksander","POL",1994,"108,5","","84,2"
"59",49,"BRESADOLA Giovanni","ITA",2001,"109","","82,3"
"60",50,"KOUDELKA Roman","CZE",1989,"108","","79,1"
