"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"LINDVIK Marius","NOR",1998,"140","144,5","243,8"
"2",2,"GEIGER Karl","GER",1993,"139,5","140","238,7"
"3",3,"PREVC Cene","SLO",1996,"148","133,5","235,6"
"4",4,"KOBAYASHI Ryoyu","JPN",1996,"128","152","234,7"
"5",5,"GRANERUD Halvor Egner","NOR",1996,"134","144","234,3"
"6",6,"KRAFT Stefan","AUT",1993,"129,5","149","229,3"
"7",7,"LACKNER Thomas","AUT",1993,"141","136","219"
"8",8,"ITO Daiki","JPN",1985,"144,5","121,5","216,2"
"9",9,"ZAJC Timi","SLO",2000,"130,5","137","207,1"
"10",10,"KOS Lovro","SLO",1999,"128","138,5","206,7"
"11",11,"EISENBICHLER Markus","GER",1991,"144","115,5","200,9"
"12",12,"JOHANSSON Robert","NOR",1990,"126,5","135","197,3"
"13",13,"MUELLER Markus","AUT",2002,"126","133","196,3"
"14",14,"KUBACKI Dawid","POL",1990,"136","125","194,2"
"15",15,"LANISEK Anze","SLO",1996,"123","130,5","194,1"
"16",16,"DESCHWANDEN Gregor","SUI",1991,"121,5","134,5","192,3"
"17",17,"LEYHE Stephan","GER",1992,"123,5","130,5","188,2"
"18",18,"NAKAMURA Naoki","JPN",1996,"124","131,5","188,1"
"19",19,"HUBER Daniel","AUT",1993,"134","113","182,3"
"20",20,"PREVC Peter","SLO",1992,"124,5","127","179,6"
"21",21,"PEDERSEN Robin","NOR",1996,"132,5","114","170,5"
"22",22,"WELLINGER Andreas","GER",1995,"124","125,5","170,3"
"23",23,"PEIER Killian","SUI",1995,"131,5","114,5","165"
"24",24,"FREUND Severin","GER",1988,"122,5","118,5","161,4"
"25",25,"BAZHENOV Aleksandr","RUS",1995,"121,5","125,5","160,2"
"26",26,"SATO Keiichi","JPN",1997,"129,5","112","155"
"27",27,"KOBAYASHI Junshiro","JPN",1991,"117,5","114","147,3"
"28",28,"DEAN Decker","USA",2000,"124,5","108","138,5"
"29",29,"BRESADOLA Giovanni","ITA",2001,"124,5","120","134,1"
"30",30,"SATO Yukiya","JPN",1995,"144","DSQ","121,5"
"31",31,"STEINER Maximilian","AUT",1996,"122,5","","79,3"
"32",32,"BOYD-CLOWES Mackenzie","CAN",1991,"124","","78,6"
"33",33,"PASCHKE Pius","GER",1990,"116,5","","73,3"
"34",34,"STOCH Kamil","POL",1987,"115","","73"
"35",35,"JELAR Ziga","SLO",1997,"114,5","","70,1"
"36",36,"MAKSIMOCHKIN Mikhail","RUS",1993,"116,5","","68,6"
"37",37,"MERILAEINEN Eetu","FIN",1997,"119,5","","65,2"
"38",38,"CONTAMINE Mathis","FRA",2001,"118","","63,9"
"39",38,"RAINER Stefan","AUT",1999,"114,5","","63,9"
"40",40,"MUMINOV Sabirzhan","KAZ",1994,"115","","60,4"
"41",41,"ZYLA Piotr","POL",1987,"110","","56,9"
"42",42,"RUPITSCH Markus","AUT",1997,"105,5","","56,6"
"43",43,"WASEK Pawel","POL",1999,"109,5","","56,5"
"44",44,"HULA Stefan","POL",1986,"125","","50,6"
"45",45,"FOUBERT Valentin","FRA",2002,"107","","43,4"
"46",46,"SCHMID Constantin","GER",1999,"105","","41,1"
"47",47,"POHJOLA Arttu","FIN",2001,"85,5","","15,2"
