"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BICKNER Kevin","USA",1996,"","","Tq"
"2",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"3",NA,"BRESADOLA Giovanni","ITA",2001,"","","Tq"
"4",NA,"CECON Francesco","ITA",2001,"","","Tq"
"5",NA,"CINTIMAR Muhammet Irfan","TUR",1997,"","","Tq"
"6",NA,"FELDOREAN Andrei","ROU",2000,"","","Tq"
"7",NA,"HAARE Anders","NOR",1999,"","","Tq"
"8",NA,"INSAM Alex","ITA",1997,"","","Tq"
"9",NA,"IPCIOGLU Fatih Arda","TUR",1997,"","","Tq"
"10",NA,"JUROSZEK Kacper","POL",2001,"","","Tq"
"11",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"12",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"13",NA,"OESTVOLD Benjamin","NOR",2001,"","","Tq"
"14",NA,"SEMENIC Anze","SLO",1993,"","","Tq"
"15",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"16",NA,"STRAND Soelve Jokerud","NOR",2000,"","","Tq"
"17",NA,"TKACHENKO Sergey","KAZ",1999,"","","Tq"
"18",1,"LINDVIK Marius","NOR",1998,"129","131","270,4"
"19",2,"EISENBICHLER Markus","GER",1991,"130","130","268,8"
"20",3,"JOHANSSON Robert","NOR",1990,"128,5","131","267,7"
"21",4,"TANDE Daniel Andre","NOR",1994,"130,5","129","264,1"
"22",5,"PREVC Cene","SLO",1996,"127,5","132","262,7"
"23",6,"KOBAYASHI Ryoyu","JPN",1996,"128","129,5","262"
"24",7,"GEIGER Karl","GER",1993,"126","132","261,5"
"25",8,"KRAFT Stefan","AUT",1993,"128,5","127","258,5"
"26",9,"VILLUMSTAD Fredrik","NOR",1999,"127","130","257,7"
"27",10,"FORFANG Johann Andre","NOR",1995,"126","128,5","256,8"
"28",11,"STOCH Kamil","POL",1987,"125","128","254,5"
"29",12,"HOERL Jan","AUT",1998,"125","128","254,4"
"30",13,"ZAJC Timi","SLO",2000,"124,5","129","252,2"
"31",14,"WASEK Pawel","POL",1999,"123,5","127,5","250,3"
"32",15,"FETTNER Manuel","AUT",1985,"127,5","123,5","249,1"
"33",15,"KOS Lovro","SLO",1999,"126","125","249,1"
"34",17,"ASCHENWALD Philipp","AUT",1995,"124","127,5","248,7"
"35",18,"KUBACKI Dawid","POL",1990,"130","119,5","244,6"
"36",19,"FREUND Severin","GER",1988,"122","127","243,6"
"37",20,"HEGGLI Bendik Jakobsen","NOR",2001,"124,5","123,5","241,9"
"38",21,"HUBER Daniel","AUT",1993,"127,5","120","239,5"
"39",22,"ZYLA Piotr","POL",1987,"122,5","124","239,4"
"40",23,"LANISEK Anze","SLO",1996,"125","121,5","239,1"
"41",24,"GRANERUD Halvor Egner","NOR",1996,"127","118","238"
"42",25,"WELLINGER Andreas","GER",1995,"121","122,5","237,3"
"43",26,"SCHMID Constantin","GER",1999,"122","122,5","236,4"
"44",27,"JELAR Ziga","SLO",1997,"122","122,5","236,1"
"45",28,"SATO Keiichi","JPN",1997,"123","122,5","235,2"
"46",29,"DESCHWANDEN Gregor","SUI",1991,"122,5","121","234,5"
"47",30,"SATO Yukiya","JPN",1995,"122","122","234,1"
"48",31,"AALTO Antti","FIN",1995,"122,5","116,5","224,6"
"49",32,"AIGNER Clemens","AUT",1993,"121,5","","116,5"
"50",33,"WOHLGENANNT Ulrich","AUT",1994,"120","","115,6"
"51",34,"ITO Daiki","JPN",1985,"121","","115,4"
"52",35,"KYTOESAHO Niko","FIN",1999,"121,5","","114,4"
"53",36,"PEIER Killian","SUI",1995,"120","","113,6"
"54",36,"RINGEN Sondre","NOR",1996,"121","","113,6"
"55",38,"KOBAYASHI Junshiro","JPN",1991,"121","","113,5"
"56",39,"AIGRO Artti","EST",1999,"120,5","","112,5"
"57",39,"NOUSIAINEN Eetu","FIN",1997,"121,5","","112,5"
"58",41,"BJOERENG Joacim Oedegaard","NOR",1995,"120","","112,2"
"59",42,"AMMANN Simon","SUI",1981,"120,5","","112"
"60",43,"ZOGRAFSKI Vladimir","BUL",1993,"119,5","","110,4"
"61",44,"LEYHE Stephan","GER",1992,"118,5","","109,8"
"62",45,"PREVC Domen","SLO",1999,"118","","109,3"
"63",46,"NAKAMURA Naoki","JPN",1996,"117,5","","106,8"
"64",47,"WOLNY Jakub","POL",1995,"117","","106"
"65",48,"LARSON Casey","USA",1998,"117,5","","105,7"
"66",49,"PEDERSEN Robin","NOR",1996,"116,5","","105,5"
"67",50,"POLASEK Viktor","CZE",1997,"110","","90,9"
