"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGRO Artti","EST",1999,"","","Tq"
"2",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"3",NA,"BUSKUM Andreas Granerud","NOR",1996,"","","Tq"
"4",NA,"HULA Stefan","POL",1986,"","","Tq"
"5",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"6",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"7",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"8",NA,"NIZNIK Adam II","POL",2002,"","","Tq"
"9",NA,"NOMME Martti","EST",1993,"","","Tq"
"10",NA,"STEKALA Andrzej","POL",1995,"","","Tq"
"11",NA,"URLAUB Andrew","USA",2001,"","","Tq"
"12",NA,"VASSILIEV Dimitry","RUS",1979,"","","Tq"
"13",NA,"WOLNY Jakub","POL",1995,"","","Tq"
"14",1,"STOCH Kamil","POL",1987,"137,5","140","295,7"
"15",2,"KRAFT Stefan","AUT",1993,"136","138","290,6"
"16",3,"KUBACKI Dawid","POL",1990,"140","133","287,8"
"17",4,"LEYHE Stephan","GER",1992,"139","134","286,5"
"18",5,"GEIGER Karl","GER",1993,"134","136","282,4"
"19",6,"LINDVIK Marius","NOR",1998,"132","137,5","278,1"
"20",7,"KOBAYASHI Ryoyu","JPN",1996,"136","134","277,6"
"21",8,"ZYLA Piotr","POL",1987,"134","131","274,8"
"22",9,"ASCHENWALD Philipp","AUT",1995,"136","130","272,7"
"23",10,"PREVC Peter","SLO",1992,"135","130","271,3"
"24",11,"SCHMID Constantin","GER",1999,"133","133,5","269,8"
"25",12,"EISENBICHLER Markus","GER",1991,"125","136","265,5"
"26",13,"TANDE Daniel Andre","NOR",1994,"134,5","124","261,1"
"27",14,"PASCHKE Pius","GER",1990,"126,5","132,5","260,2"
"28",15,"JOHANSSON Robert","NOR",1990,"128,5","131,5","258,2"
"29",16,"FORFANG Johann Andre","NOR",1995,"129","129,5","257,5"
"30",17,"KOUDELKA Roman","CZE",1989,"122,5","131","256,6"
"31",18,"HAYBOECK Michael","AUT",1991,"122,5","133","256,3"
"32",19,"HUBER Daniel","AUT",1993,"130,5","129","255,7"
"33",20,"ITO Daiki","JPN",1985,"129,5","129","254,7"
"34",21,"SATO Keiichi","JPN",1997,"121","133","249,8"
"35",22,"PREVC Domen","SLO",1999,"124,5","127","246,6"
"36",22,"SATO Yukiya","JPN",1995,"127","127","246,6"
"37",24,"KLIMOV Evgeniy","RUS",1994,"121,5","127","242,3"
"38",25,"ZOGRAFSKI Vladimir","BUL",1993,"126","126","239,8"
"39",26,"ZAJC Timi","SLO",2000,"125,5","123","238,3"
"40",27,"AALTO Antti","FIN",1995,"120","127","236,7"
"41",28,"HOERL Jan","AUT",1998,"121,5","127","236,1"
"42",29,"LANISEK Anze","SLO",1996,"124","125,5","233,2"
"43",30,"PEDERSEN Robin","NOR",1996,"120","122","228,2"
"44",31,"PEIER Killian","SUI",1995,"118,5","","112,5"
"45",32,"DESCHWANDEN Gregor","SUI",1991,"121,5","","111,8"
"46",32,"SCHLIERENZAUER Gregor","AUT",1990,"121,5","","111,8"
"47",34,"STURSA Vojtech","CZE",1995,"121","","111,7"
"48",35,"MAEAETTAE Jarkko","FIN",1994,"121","","108,2"
"49",35,"ZNISZCZOL Aleksander","POL",1994,"121,5","","108,2"
"50",37,"JUSTIN Rok","SLO",1993,"116,5","","107,6"
"51",38,"PREVC Cene","SLO",1996,"116","","107,3"
"52",39,"BICKNER Kevin","USA",1996,"118","","104,6"
"53",40,"POLASEK Viktor","CZE",1997,"118,5","","104,4"
"54",41,"AMMANN Simon","SUI",1981,"114,5","","103,5"
"55",42,"TKACHENKO Sergey","KAZ",1999,"116","","103,2"
"56",42,"TROFIMOV Roman Sergeevich","RUS",1989,"115,5","","103,2"
"57",44,"KOT Maciej","POL",1991,"116","","102,8"
"58",45,"SAKALA Filip","CZE",1996,"116","","99,7"
"59",46,"KOBAYASHI Junshiro","JPN",1991,"111,5","","96,6"
"60",47,"NAZAROV Mikhail","RUS",1994,"113","","95,2"
"61",48,"FREITAG Richard","GER",1991,"108,5","","87,9"
"62",49,"PETER Dominik","SUI",2001,"105,5","","83,9"
"63",50,"MUMINOV Sabirzhan","KAZ",1994,"108","","82,4"
