"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"GEIGER Karl","GER",1993,"122,5","130","266,4"
"2",2,"KRAFT Stefan","AUT",1993,"119,5","126","260,5"
"3",3,"HAYBOECK Michael","AUT",1991,"118","125","259,1"
"4",4,"SCHMID Constantin","GER",1999,"121,5","126","254,5"
"5",5,"LEYHE Stephan","GER",1992,"116,5","125","254,3"
"6",6,"ZYLA Piotr","POL",1987,"116","127,5","251,6"
"7",7,"KOBAYASHI Ryoyu","JPN",1996,"122,5","122","250,2"
"8",8,"JOHANSSON Robert","NOR",1990,"117,5","127","250"
"9",9,"TANDE Daniel Andre","NOR",1994,"114","127,5","248,9"
"10",10,"LANISEK Anze","SLO",1996,"119","124","247,9"
"11",11,"KUBACKI Dawid","POL",1990,"116","125","246,9"
"12",12,"STOCH Kamil","POL",1987,"114","126,5","244,9"
"13",13,"SCHLIERENZAUER Gregor","AUT",1990,"115,5","123,5","244,3"
"14",14,"SATO Yukiya","JPN",1995,"118,5","121,5","243,2"
"15",15,"PREVC Peter","SLO",1992,"114","125","239"
"16",16,"FORFANG Johann Andre","NOR",1995,"115","122,5","238,3"
"17",17,"EISENBICHLER Markus","GER",1991,"116","119","238"
"18",18,"ASCHENWALD Philipp","AUT",1995,"115","121","237,9"
"19",19,"PASCHKE Pius","GER",1990,"114","121","237,3"
"20",20,"HUBER Daniel","AUT",1993,"117","118,5","236,4"
"21",21,"SATO Keiichi","JPN",1997,"119","119","235,8"
"22",22,"KOBAYASHI Junshiro","JPN",1991,"115","124","235,5"
"23",23,"PEIER Killian","SUI",1995,"114","119","231,2"
"24",24,"ZAJC Timi","SLO",2000,"115","119","227,6"
"25",25,"ITO Daiki","JPN",1985,"115","118","226,7"
"26",26,"PREVC Domen","SLO",1999,"111,5","116","223,3"
"27",27,"JELAR Ziga","SLO",1997,"114,5","118","223,1"
"28",28,"BOYD-CLOWES Mackenzie","CAN",1991,"114","111","216,6"
"29",29,"AMMANN Simon","SUI",1981,"114,5","111","207,3"
"30",30,"KLIMOV Evgeniy","RUS",1994,"120","104,5","202,7"
"31",31,"TROFIMOV Roman Sergeevich","RUS",1989,"110,5","","102,2"
"32",32,"WOLNY Jakub","POL",1995,"111,5","","101,4"
"33",33,"HUBER Stefan","AUT",1994,"111","","100,6"
"34",34,"KOUDELKA Roman","CZE",1989,"109","","100,2"
"35",35,"PREVC Cene","SLO",1996,"108","","99,8"
"36",36,"SEMENIC Anze","SLO",1993,"109,5","","99,4"
"37",37,"HAARE Anders","NOR",1999,"109","","97,1"
"38",38,"PEDERSEN Robin","NOR",1996,"108,5","","96,7"
"39",39,"ZOGRAFSKI Vladimir","BUL",1993,"106,5","","94,7"
"40",40,"TKACHENKO Sergey","KAZ",1999,"107","","93,1"
"41",41,"MAEAETTAE Jarkko","FIN",1994,"106","","92,8"
"42",42,"LINDVIK Marius","NOR",1998,"106","","92,3"
"43",43,"NAKAMURA Naoki","JPN",1996,"106,5","","92,2"
"44",44,"DESCHWANDEN Gregor","SUI",1991,"105","","90,8"
"45",45,"FREUND Severin","GER",1988,"106","","90,3"
"46",46,"MUMINOV Sabirzhan","KAZ",1994,"103,5","","88,1"
"47",47,"HOERL Jan","AUT",1998,"103","","86,8"
"48",48,"NAZAROV Mikhail","RUS",1994,"103,5","","86,5"
"49",49,"BICKNER Kevin","USA",1996,"103,5","","86,2"
"50",50,"ZNISZCZOL Aleksander","POL",1994,"101","","84,2"
"51",51,"POHJOLA Arttu","FIN",2001,"104","","84,1"
"52",52,"AALTO Antti","FIN",1995,"101,5","","83,5"
"53",53,"AIGRO Artti","EST",1999,"100","","79,7"
"54",54,"KORNILOV Denis","RUS",1986,"99,5","","78,1"
"55",55,"SCHULER Andreas","SUI",1995,"99,5","","76,6"
"56",55,"WASEK Pawel","POL",1999,"97,5","","76,6"
"57",57,"KYTOESAHO Niko","FIN",1999,"99","","71,6"
"58",58,"MURANKA Klemens","POL",1994,"92","","66,8"
"59",59,"STURSA Vojtech","CZE",1995,"91","","62,7"
