"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"KUBACKI Dawid","POL",1990,"143","133,5","283,3"
"2",2,"KOBAYASHI Ryoyu","JPN",1996,"147","134","283"
"3",3,"ZAJC Timi","SLO",2000,"137","134","271,6"
"4",4,"LEYHE Stephan","GER",1992,"135","140,5","269,2"
"5",5,"GEIGER Karl","GER",1993,"137,5","134","266,2"
"6",6,"LANISEK Anze","SLO",1996,"136,5","135","264,3"
"7",7,"SATO Yukiya","JPN",1995,"143","129","262,1"
"8",8,"ZYLA Piotr","POL",1987,"141","129,5","260,7"
"9",9,"SCHMID Constantin","GER",1999,"134","136,5","259,9"
"10",10,"LINDVIK Marius","NOR",1998,"135","133","259,5"
"11",11,"KRAFT Stefan","AUT",1993,"139,5","127","259,3"
"12",12,"ASCHENWALD Philipp","AUT",1995,"139","131","256,2"
"13",13,"FORFANG Johann Andre","NOR",1995,"132","132","254,1"
"14",14,"SCHLIERENZAUER Gregor","AUT",1990,"134","133","251,2"
"15",15,"JOHANSSON Robert","NOR",1990,"134","133","251,1"
"16",16,"HUBER Daniel","AUT",1993,"132","134","248,8"
"17",17,"TANDE Daniel Andre","NOR",1994,"123,5","139,5","246,7"
"18",18,"PREVC Peter","SLO",1992,"134","133,5","246,3"
"19",19,"PREVC Cene","SLO",1996,"133","129,5","244,5"
"20",20,"ITO Daiki","JPN",1985,"130","128,5","243,7"
"21",21,"AALTO Antti","FIN",1995,"136","129","242,3"
"22",22,"ZOGRAFSKI Vladimir","BUL",1993,"132","141,5","241,2"
"23",23,"KOBAYASHI Junshiro","JPN",1991,"130","127,5","232,3"
"24",24,"STOCH Kamil","POL",1987,"128","116,5","231,1"
"25",25,"AMMANN Simon","SUI",1981,"136","121","230,3"
"26",26,"PASCHKE Pius","GER",1990,"125","125,5","222,8"
"27",27,"PREVC Domen","SLO",1999,"143,5","113","221,8"
"28",28,"SATO Keiichi","JPN",1997,"137","120","220,9"
"29",29,"HAYBOECK Michael","AUT",1991,"124,5","126,5","220"
"30",30,"NAKAMURA Naoki","JPN",1996,"132","116,5","196,2"
"31",31,"HAARE Anders","NOR",1999,"131,5","","110,7"
"32",32,"BOYD-CLOWES Mackenzie","CAN",1991,"130,5","","110,2"
"33",33,"BUSKUM Andreas Granerud","NOR",1996,"129","","109,2"
"34",34,"KOUDELKA Roman","CZE",1989,"124","","108,6"
"35",35,"TKACHENKO Sergey","KAZ",1999,"125,5","","106,6"
"36",36,"MAEAETTAE Jarkko","FIN",1994,"128,5","","105,9"
"37",37,"HOERL Jan","AUT",1998,"123","","105,1"
"38",38,"TROFIMOV Roman Sergeevich","RUS",1989,"127,5","","100,4"
"39",39,"HULA Stefan","POL",1986,"125","","99,3"
"40",40,"JUSTIN Rok","SLO",1993,"124","","94,9"
"41",41,"ZNISZCZOL Aleksander","POL",1994,"117,5","","93,3"
"42",42,"CHOI Heung-Chul","KOR",1981,"124,5","","93"
"43",43,"MUMINOV Sabirzhan","KAZ",1994,"121","","88,6"
"44",44,"POLASEK Viktor","CZE",1997,"120","","88,2"
"45",45,"KLIMOV Evgeniy","RUS",1994,"114,5","","86,8"
"46",46,"BICKNER Kevin","USA",1996,"115,5","","82,6"
"47",47,"ROTH Luca","GER",2000,"113","","82,3"
"48",48,"RAIMUND Philipp","GER",2000,"116,5","","81,6"
"49",49,"KOT Maciej","POL",1991,"102,5","","59,8"
"50",50,"VASSILIEV Dimitry","RUS",1979,"99,5","","54,7"
