"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AALTO Antti","FIN",1995,"","","Tq"
"2",NA,"AIGRO Artti","EST",1999,"","","Tq"
"3",NA,"BARTOL Tilen","SLO",1997,"","","Tq"
"4",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"5",NA,"HOFFMANN Felix","GER",1997,"","","Tq"
"6",NA,"INSAM Alex","ITA",1997,"","","Tq"
"7",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"8",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"9",NA,"KYTOESAHO Niko","FIN",1999,"","","Tq"
"10",NA,"LARSON Casey","USA",1998,"","","Tq"
"11",NA,"LEAROYD Jonathan","FRA",2000,"","","Tq"
"12",NA,"MAERKL Kilian","GER",2000,"","","Tq"
"13",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"14",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"15",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"16",NA,"PETER Dominik","SUI",2001,"","","Tq"
"17",NA,"SELL Adrian","GER",1998,"","","Tq"
"18",NA,"TKACHENKO Sergey","KAZ",1999,"","","Tq"
"19",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"20",NA,"VASSILIEV Dimitry","RUS",1979,"","","Tq"
"21",NA,"WOLNY Jakub","POL",1995,"","","Tq"
"22",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"23",NA,"SOUKUP Matthew","CAN",1997,"","","DSQK"
"24",NA,"KOBAYASHI Junshiro","JPN",1991,"","","DSQF"
"25",1,"LINDVIK Marius","NOR",1998,"143,5","136","289,8"
"26",2,"GEIGER Karl","GER",1993,"132","141,5","285"
"27",3,"KUBACKI Dawid","POL",1990,"137","139,5","284"
"28",4,"KOBAYASHI Ryoyu","JPN",1996,"132","141","282,1"
"29",5,"ITO Daiki","JPN",1985,"131","136,5","273,4"
"30",6,"HUBER Daniel","AUT",1993,"136,5","134","272,1"
"31",7,"SCHMID Constantin","GER",1999,"134,5","134,5","271,5"
"32",8,"KOUDELKA Roman","CZE",1989,"135","133","267,3"
"33",9,"FORFANG Johann Andre","NOR",1995,"132","135","266,2"
"34",10,"EISENBICHLER Markus","GER",1991,"129","134,5","266,1"
"35",11,"PEIER Killian","SUI",1995,"133","132,5","264,1"
"36",12,"PREVC Peter","SLO",1992,"129","134","263,6"
"37",13,"KRAFT Stefan","AUT",1993,"129","131","262,4"
"38",14,"JOHANSSON Robert","NOR",1990,"134","133","262,3"
"39",15,"ZYLA Piotr","POL",1987,"133,5","133","262,2"
"40",16,"LEYHE Stephan","GER",1992,"131","132","261,6"
"41",17,"PREVC Domen","SLO",1999,"129","133","261,3"
"42",18,"ZAJC Timi","SLO",2000,"132","132,5","260,7"
"43",19,"STOCH Kamil","POL",1987,"126,5","135","257,5"
"44",20,"PASCHKE Pius","GER",1990,"131,5","132","256,3"
"45",21,"LANISEK Anze","SLO",1996,"128","134,5","255,2"
"46",22,"KLIMOV Evgeniy","RUS",1994,"128,5","133","251,9"
"47",23,"SATO Keiichi","JPN",1997,"134","128","251,6"
"48",24,"AMMANN Simon","SUI",1981,"131","132","251"
"49",25,"ASCHENWALD Philipp","AUT",1995,"124,5","132","250"
"50",26,"BICKNER Kevin","USA",1996,"130,5","131,5","248,2"
"51",27,"SATO Yukiya","JPN",1995,"127","129,5","247,2"
"52",28,"HAYBOECK Michael","AUT",1991,"128,5","129","246,6"
"53",29,"HOERL Jan","AUT",1998,"127","130","241,5"
"54",30,"TANDE Daniel Andre","NOR",1994,"129,5","117,5","216,6"
"55",31,"TAKEUCHI Taku","JPN",1987,"125","","119,7"
"56",32,"HAMANN Martin","GER",1997,"128","","119"
"57",33,"KOT Maciej","POL",1991,"128","","117,2"
"58",34,"JUSTIN Rok","SLO",1993,"123","","115,2"
"59",35,"SCHLIERENZAUER Gregor","AUT",1990,"124,5","","115"
"60",36,"NAKAMURA Naoki","JPN",1996,"126","","114,7"
"61",37,"BOYD-CLOWES Mackenzie","CAN",1991,"123,5","","113,5"
"62",38,"ROTH Luca","GER",2000,"123,5","","113,1"
"63",39,"RAIMUND Philipp","GER",2000,"125","","112,1"
"64",40,"HULA Stefan","POL",1986,"124,5","","111,7"
"65",41,"LEITNER Clemens","AUT",1998,"123,5","","111,1"
"66",42,"RINGEN Sondre","NOR",1996,"119,5","","109,4"
"67",43,"DESCHWANDEN Gregor","SUI",1991,"120","","108,6"
"68",44,"PEDERSEN Robin","NOR",1996,"121,5","","106,9"
"69",45,"HAARE Anders","NOR",1999,"119","","102"
"70",46,"BAER Moritz","GER",1997,"115","","101,9"
"71",47,"CECON Federico","ITA",1994,"119","","100"
"72",48,"POLASEK Viktor","CZE",1997,"114","","98,6"
"73",49,"SAKALA Filip","CZE",1996,"114","","96,8"
