"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AIGRO Artti","EST",1999,"","","Tq"
"2",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"3",NA,"FREITAG Richard","GER",1991,"","","Tq"
"4",NA,"HOFFMANN Felix","GER",1997,"","","Tq"
"5",NA,"HUBER Daniel","AUT",1993,"","","Tq"
"6",NA,"JUSTIN Rok","SLO",1993,"","","Tq"
"7",NA,"KALINICHENKO Vitaliy","UKR",1993,"","","Tq"
"8",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"9",NA,"KYTOESAHO Niko","FIN",1999,"","","Tq"
"10",NA,"LARSON Casey","USA",1998,"","","Tq"
"11",NA,"LEAROYD Jonathan","FRA",2000,"","","Tq"
"12",NA,"LEITNER Clemens","AUT",1998,"","","Tq"
"13",NA,"MAERKL Kilian","GER",2000,"","","Tq"
"14",NA,"MARUSIAK Yevhen","UKR",2000,"","","Tq"
"15",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"16",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"17",NA,"SAKALA Filip","CZE",1996,"","","Tq"
"18",NA,"SATO Keiichi","JPN",1997,"","","Tq"
"19",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"20",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"21",NA,"DESCHWANDEN Gregor","SUI",1991,"","","DSQK"
"22",NA,"WOLNY Jakub","POL",1995,"","","DSQF"
"23",1,"KOBAYASHI Ryoyu","JPN",1996,"138","134","305,1"
"24",2,"GEIGER Karl","GER",1993,"135","134","295,9"
"25",3,"KUBACKI Dawid","POL",1990,"132","133","294,7"
"26",4,"KRAFT Stefan","AUT",1993,"131","132","291,2"
"27",5,"ZYLA Piotr","POL",1987,"132","129","281,5"
"28",6,"ASCHENWALD Philipp","AUT",1995,"132,5","129,5","280,3"
"29",7,"SATO Yukiya","JPN",1995,"129,5","132","280,1"
"30",8,"JOHANSSON Robert","NOR",1990,"134","130,5","279,8"
"31",9,"PREVC Domen","SLO",1999,"129,5","134","279,5"
"32",10,"LINDVIK Marius","NOR",1998,"139","124,5","278,5"
"33",11,"EISENBICHLER Markus","GER",1991,"134","123,5","277,8"
"34",12,"PASCHKE Pius","GER",1990,"132,5","132,5","277,4"
"35",13,"LEYHE Stephan","GER",1992,"124","133","276,6"
"36",14,"HAYBOECK Michael","AUT",1991,"129,5","127,5","272,8"
"37",15,"FORFANG Johann Andre","NOR",1995,"136","122","272,5"
"38",16,"AMMANN Simon","SUI",1981,"132","128","270"
"39",17,"LANISEK Anze","SLO",1996,"125","134","269,5"
"40",18,"ITO Daiki","JPN",1985,"132","127","267,3"
"41",19,"STOCH Kamil","POL",1987,"124,5","130,5","267"
"42",20,"SCHMID Constantin","GER",1999,"127","126","266,2"
"43",21,"PREVC Peter","SLO",1992,"127","135","265,3"
"44",22,"KLIMOV Evgeniy","RUS",1994,"122,5","131","265"
"45",23,"KOBAYASHI Junshiro","JPN",1991,"128,5","125,5","264,1"
"46",24,"ZAJC Timi","SLO",2000,"123","129","262"
"47",25,"HOERL Jan","AUT",1998,"123","126,5","253,3"
"48",26,"KOUDELKA Roman","CZE",1989,"125,5","122","247,7"
"49",27,"ROTH Luca","GER",2000,"124","119,5","242,4"
"50",28,"KOT Maciej","POL",1991,"124,5","117,5","235,8"
"51",29,"BAER Moritz","GER",1997,"121,5","118,5","229,4"
"52",30,"HULA Stefan","POL",1986,"113,5","124,5","220,8"
"53",31,"NAKAMURA Naoki","JPN",1996,"128","","124,2"
"54",31,"SCHLIERENZAUER Gregor","AUT",1990,"121,5","","124,2"
"55",33,"PEIER Killian","SUI",1995,"123,5","","123,6"
"56",34,"RAIMUND Philipp","GER",2000,"124,5","","123,5"
"57",35,"TKACHENKO Sergey","KAZ",1999,"122,5","","121,4"
"58",36,"HAARE Anders","NOR",1999,"122","","117,6"
"59",37,"AALTO Antti","FIN",1995,"119","","115,4"
"60",38,"HAMANN Martin","GER",1997,"118,5","","113,9"
"61",39,"BOYD-CLOWES Mackenzie","CAN",1991,"119","","113,3"
"62",40,"RINGEN Sondre","NOR",1996,"115","","110,7"
"63",41,"TAKEUCHI Taku","JPN",1987,"114","","107,7"
"64",42,"BICKNER Kevin","USA",1996,"114","","105,7"
"65",43,"TANDE Daniel Andre","NOR",1994,"112,5","","103,4"
"66",44,"PEDERSEN Robin","NOR",1996,"113","","100,4"
"67",45,"PETER Dominik","SUI",2001,"113","","99,8"
"68",46,"POLASEK Viktor","CZE",1997,"113","","98,1"
"69",47,"VASSILIEV Dimitry","RUS",1979,"112","","93,6"
"70",48,"ZOGRAFSKI Vladimir","BUL",1993,"110","","92,5"
"71",49,"BARTOL Tilen","SLO",1997,"106","","92,4"
