"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"NORWEGIA","",NA,"","","997,4"
"2",1,"FORFANG Johann Andre","NOR",1995,"128,5","131,5","254,9"
"3",1,"LINDVIK Marius","NOR",1998,"126","132","254,3"
"4",1,"TANDE Daniel Andre","NOR",1994,"131,5","133","247,7"
"5",1,"JOHANSSON Robert","NOR",1990,"121,5","131","240,5"
"6",2,"NIEMCY","",NA,"","","960,9"
"7",2,"SCHMID Constantin","GER",1999,"128","130","252,7"
"8",2,"LEYHE Stephan","GER",1992,"128,5","127,5","244,2"
"9",2,"GEIGER Karl","GER",1993,"122","126,5","240,1"
"10",2,"PASCHKE Pius","GER",1990,"120","124,5","223,9"
"11",3,"SŁOWENIA","",NA,"","","954,2"
"12",3,"JELAR Ziga","SLO",1997,"134,5","123","251,7"
"13",3,"LANISEK Anze","SLO",1996,"121,5","130","237,7"
"14",3,"PREVC Peter","SLO",1992,"118,5","133","233,7"
"15",3,"ZAJC Timi","SLO",2000,"122","126,5","231,1"
"16",4,"POLSKA","",NA,"","","950"
"17",4,"STOCH Kamil","POL",1987,"130","133","254,7"
"18",4,"KUBACKI Dawid","POL",1990,"124","134,5","244,5"
"19",4,"ZYLA Piotr","POL",1987,"129","124","242,9"
"20",4,"KOT Maciej","POL",1991,"115","123","207,9"
"21",5,"JAPONIA","",NA,"","","947"
"22",5,"KOBAYASHI Ryoyu","JPN",1996,"127","130","251,9"
"23",5,"SATO Yukiya","JPN",1995,"122,5","131","238,4"
"24",5,"SATO Keiichi","JPN",1997,"125","119,5","228,5"
"25",5,"KOBAYASHI Junshiro","JPN",1991,"120,5","127,5","228,2"
"26",6,"AUSTRIA","",NA,"","","916,1"
"27",6,"KRAFT Stefan","AUT",1993,"123,5","134","251,1"
"28",6,"SCHLIERENZAUER Gregor","AUT",1990,"125,5","122,5","227,4"
"29",6,"HUBER Daniel","AUT",1993,"119,5","125","222,2"
"30",6,"HAYBOECK Michael","AUT",1991,"112,5","126","215,4"
"31",7,"SZWAJCARIA","",NA,"","","789,6"
"32",7,"PEIER Killian","SUI",1995,"114,5","122","213,1"
"33",7,"SCHULER Andreas","SUI",1995,"118,5","121","204,7"
"34",7,"AMMANN Simon","SUI",1981,"113,5","117,5","192,4"
"35",7,"DESCHWANDEN Gregor","SUI",1991,"108","114","179,4"
"36",8,"ROSJA","",NA,"","","753,5"
"37",8,"KLIMOV Evgeniy","RUS",1994,"117,5","125,5","226,9"
"38",8,"TROFIMOV Roman Sergeevich","RUS",1989,"113,5","117,5","195"
"39",8,"KORNILOV Denis","RUS",1986,"105","113,5","170,4"
"40",8,"NAZAROV Mikhail","RUS",1994,"105,5","113","161,2"
"41",9,"KOZISEK Cestmir","CZE",1991,"105,5","","80,3"
"42",9,"STURSA Vojtech","CZE",1995,"107,5","","79,8"
"43",9,"SAKALA Filip","CZE",1996,"102,5","","70,1"
"44",9,"CZECHY","",NA,"","","333,8"
"45",9,"KOUDELKA Roman","CZE",1989,"119,5","","103,6"
