"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"2",NA,"CHOI Seou","KOR",1982,"","","Tq"
"3",NA,"GASIENICA Patrick","USA",1998,"","","Tq"
"4",NA,"KASAI Noriaki","JPN",1972,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"ITO Daiki","JPN",1985,"","","DSQK"
"7",NA,"JUSTIN Rok","SLO",1993,"","","DSQK"
"8",NA,"WATANABE Hiroaki","JPN",1991,"","","DSQK"
"9",1,"SATO Yukiya","JPN",1995,"137,5","138,5","244,3"
"10",2,"KRAFT Stefan","AUT",1993,"138","125","234,1"
"11",3,"KUBACKI Dawid","POL",1990,"136","126","229,5"
"12",4,"PREVC Domen","SLO",1999,"130","136","228,2"
"13",5,"LEYHE Stephan","GER",1992,"130,5","129,5","223,9"
"14",6,"KOUDELKA Roman","CZE",1989,"131","128","223,2"
"15",7,"PREVC Peter","SLO",1992,"124,5","134,5","223,1"
"16",8,"ZYLA Piotr","POL",1987,"132,5","123,5","220"
"17",9,"TANDE Daniel Andre","NOR",1994,"129,5","128","217,9"
"18",10,"PASCHKE Pius","GER",1990,"129","128,5","216"
"19",11,"GEIGER Karl","GER",1993,"132","116,5","213,3"
"20",12,"SCHMID Constantin","GER",1999,"127,5","130","211,5"
"21",13,"HUBER Daniel","AUT",1993,"126,5","126","209,7"
"22",14,"JOHANSSON Robert","NOR",1990,"135","119,5","208,6"
"23",15,"KOBAYASHI Ryoyu","JPN",1996,"141,5","110","208"
"24",16,"HAYBOECK Michael","AUT",1991,"131,5","124","207,8"
"25",17,"LANISEK Anze","SLO",1996,"127","115,5","205,1"
"26",17,"ZAJC Timi","SLO",2000,"126,5","123,5","205,1"
"27",19,"PREVC Cene","SLO",1996,"130,5","120,5","200,7"
"28",20,"TAKEUCHI Taku","JPN",1987,"124","123","194,4"
"29",21,"STOCH Kamil","POL",1987,"130","115,5","190,9"
"30",22,"LINDVIK Marius","NOR",1998,"131,5","110","187,4"
"31",22,"WOERGOETTER Marco","AUT",2002,"128,5","115,5","187,4"
"32",24,"SATO Keiichi","JPN",1997,"122","115,5","180,5"
"33",25,"AIGRO Artti","EST",1999,"126","104,5","166,9"
"34",26,"EISENBICHLER Markus","GER",1991,"119","107","163,9"
"35",27,"PEDERSEN Robin","NOR",1996,"117","103,5","152,9"
"36",28,"IWASA Yuken","JPN",1999,"116","103,5","144,4"
"37",29,"BOYD-CLOWES Mackenzie","CAN",1991,"120,5","71","104"
"38",30,"HOERL Jan","AUT",1998,"119,5","DSQ","100,2"
"39",31,"TOCHIMOTO Shohei","JPN",1989,"120,5","","81,9"
"40",32,"POLASEK Viktor","CZE",1997,"115","","81,5"
"41",33,"SCHLIERENZAUER Gregor","AUT",1990,"114,5","","81,1"
"42",34,"FORFANG Johann Andre","NOR",1995,"110,5","","80,8"
"43",35,"NIKAIDO Ren","JPN",2001,"112","","76,2"
"44",36,"DESCHWANDEN Gregor","SUI",1991,"110,5","","74,4"
"45",37,"NAKAMURA Naoki","JPN",1996,"110","","73,5"
"46",38,"KLIMOV Evgeniy","RUS",1994,"115","","73,2"
"47",39,"TROFIMOV Roman Sergeevich","RUS",1989,"110","","70,1"
"48",40,"STURSA Vojtech","CZE",1995,"108,5","","66,3"
"49",41,"ZNISZCZOL Aleksander","POL",1994,"109","","64,5"
"50",42,"KOBAYASHI Junshiro","JPN",1991,"101,5","","62,1"
"51",43,"AALTO Antti","FIN",1995,"104,5","","61,8"
"52",44,"BUSKUM Andreas Granerud","NOR",1996,"106","","55,5"
"53",45,"STEKALA Andrzej","POL",1995,"98","","54,3"
"54",46,"MURANKA Klemens","POL",1994,"98,5","","52,9"
"55",47,"FREITAG Richard","GER",1991,"93","","45,3"
"56",48,"SOUKUP Matthew","CAN",1997,"93,5","","38,1"
"57",49,"PEIER Killian","SUI",1995,"89,5","","35,7"
"58",50,"BICKNER Kevin","USA",1996,"86,5","","34,4"
