"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"2",NA,"CHOI Seou","KOR",1982,"","","Tq"
"3",NA,"FREITAG Richard","GER",1991,"","","Tq"
"4",NA,"GASIENICA Patrick","USA",1998,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"7",NA,"STEKALA Andrzej","POL",1995,"","","Tq"
"8",NA,"MURANKA Klemens","POL",1994,"","","DSQK"
"9",1,"KRAFT Stefan","AUT",1993,"139","139","268,5"
"10",2,"LEYHE Stephan","GER",1992,"125,5","142","247,4"
"11",3,"KOBAYASHI Ryoyu","JPN",1996,"128,5","132","239"
"12",4,"PREVC Peter","SLO",1992,"124","138","235,7"
"13",5,"GEIGER Karl","GER",1993,"130","124,5","234,8"
"14",6,"KUBACKI Dawid","POL",1990,"131,5","126","234,2"
"15",7,"ZAJC Timi","SLO",2000,"126","130,5","231,8"
"16",8,"HAYBOECK Michael","AUT",1991,"129,5","126","226,3"
"17",9,"STOCH Kamil","POL",1987,"128","129","225,2"
"18",10,"LANISEK Anze","SLO",1996,"127","133","223,5"
"19",11,"KOUDELKA Roman","CZE",1989,"124,5","126,5","218,6"
"20",12,"SATO Keiichi","JPN",1997,"132","125,5","216,8"
"21",13,"TANDE Daniel Andre","NOR",1994,"131","125","214"
"22",14,"HUBER Daniel","AUT",1993,"124","132","212,5"
"23",15,"JOHANSSON Robert","NOR",1990,"120","132","212,4"
"24",16,"SATO Yukiya","JPN",1995,"127","118,5","208,5"
"25",17,"PEDERSEN Robin","NOR",1996,"127","126,5","207,9"
"26",18,"LINDVIK Marius","NOR",1998,"121,5","125","204"
"27",19,"ITO Daiki","JPN",1985,"122","123,5","202,2"
"28",20,"KOBAYASHI Junshiro","JPN",1991,"124","119","199,1"
"29",21,"ZYLA Piotr","POL",1987,"121","124","198,4"
"30",22,"FORFANG Johann Andre","NOR",1995,"123","120,5","196,2"
"31",23,"PREVC Domen","SLO",1999,"121,5","117,5","194,8"
"32",24,"HOERL Jan","AUT",1998,"118","124","193,5"
"33",25,"PASCHKE Pius","GER",1990,"119,5","119,5","192,1"
"34",26,"AALTO Antti","FIN",1995,"127,5","118,5","190,2"
"35",27,"SCHMID Constantin","GER",1999,"116","118,5","187,7"
"36",28,"KLIMOV Evgeniy","RUS",1994,"120","118,5","181,9"
"37",29,"IWASA Yuken","JPN",1999,"118","102,5","161,8"
"38",30,"DESCHWANDEN Gregor","SUI",1991,"117","99,5","152,5"
"39",31,"TAKEUCHI Taku","JPN",1987,"114","","86,2"
"40",32,"PREVC Cene","SLO",1996,"117,5","","86,1"
"41",33,"WATANABE Hiroaki","JPN",1991,"115","","85,2"
"42",34,"EISENBICHLER Markus","GER",1991,"114","","84,2"
"43",35,"JUSTIN Rok","SLO",1993,"113,5","","82,3"
"44",36,"KASAI Noriaki","JPN",1972,"112","","80,7"
"45",37,"SCHLIERENZAUER Gregor","AUT",1990,"108,5","","77,4"
"46",38,"AIGRO Artti","EST",1999,"108,5","","76,1"
"47",39,"NAKAMURA Naoki","JPN",1996,"110","","75,5"
"48",40,"ZNISZCZOL Aleksander","POL",1994,"110","","74,5"
"49",41,"POLASEK Viktor","CZE",1997,"108,5","","73,9"
"50",42,"TROFIMOV Roman Sergeevich","RUS",1989,"108,5","","73,7"
"51",43,"WOERGOETTER Marco","AUT",2002,"108,5","","71,7"
"52",44,"PEIER Killian","SUI",1995,"105","","71,1"
"53",45,"STURSA Vojtech","CZE",1995,"109","","70,2"
"54",46,"NIKAIDO Ren","JPN",2001,"105,5","","68,3"
"55",47,"BUSKUM Andreas Granerud","NOR",1996,"107","","66,8"
"56",48,"BOYD-CLOWES Mackenzie","CAN",1991,"102,5","","66,5"
"57",49,"BICKNER Kevin","USA",1996,"106,5","","63,7"
"58",50,"TOCHIMOTO Shohei","JPN",1989,"87,5","","32,3"
