"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"2",NA,"CHOI Heung-Chul","KOR",1981,"","","Tq"
"3",NA,"CHOI Seou","KOR",1982,"","","Tq"
"4",NA,"INSAM Alex","ITA",1997,"","","Tq"
"5",NA,"KARLEN Gabriel","SUI",1994,"","","Tq"
"6",NA,"NAZAROV Mikhail","RUS",1994,"","","Tq"
"7",NA,"POHJOLA Arttu","FIN",2001,"","","Tq"
"8",NA,"RINGEN Sondre","NOR",1996,"","","Tq"
"9",NA,"SCHULER Andreas","SUI",1995,"","","Tq"
"10",NA,"SEMENIC Anze","SLO",1993,"","","Tq"
"11",NA,"STURSA Vojtech","CZE",1995,"","","Tq"
"12",NA,"TOCHIMOTO Shohei","JPN",1989,"","","Tq"
"13",NA,"WOLNY Jakub","POL",1995,"","","Tq"
"14",NA,"BARTOL Tilen","SLO",1997,"","","DSQF"
"15",1,"STOCH Kamil","POL",1987,"138","136","288,7"
"16",2,"KRAFT Stefan","AUT",1993,"134,5","137,5","287"
"17",3,"GEIGER Karl","GER",1993,"133,5","135","277,6"
"18",4,"KOBAYASHI Ryoyu","JPN",1996,"130","134,5","274,1"
"19",5,"LINDVIK Marius","NOR",1998,"133","134","272,5"
"20",6,"FORFANG Johann Andre","NOR",1995,"132,5","132,5","272,4"
"21",7,"HUBER Daniel","AUT",1993,"135,5","131","268,6"
"22",8,"ZYLA Piotr","POL",1987,"133,5","130,5","265,4"
"23",9,"JOHANSSON Robert","NOR",1990,"132,5","131,5","265,1"
"24",10,"PASCHKE Pius","GER",1990,"133,5","132","264,3"
"25",11,"SCHMID Constantin","GER",1999,"131","130","262,4"
"26",12,"PREVC Peter","SLO",1992,"131","134,5","261,8"
"27",13,"PREVC Domen","SLO",1999,"134,5","130","261,3"
"28",14,"ASCHENWALD Philipp","AUT",1995,"128","129","258,8"
"29",15,"PEIER Killian","SUI",1995,"132","127,5","258,3"
"30",16,"KLIMOV Evgeniy","RUS",1994,"128","131,5","255,7"
"31",16,"TAKEUCHI Taku","JPN",1987,"128","128,5","255,7"
"32",18,"HAYBOECK Michael","AUT",1991,"131","129,5","255,5"
"33",19,"LEYHE Stephan","GER",1992,"131","125","254"
"34",20,"HOERL Jan","AUT",1998,"128","124","247,3"
"35",21,"AMMANN Simon","SUI",1981,"135,5","123,5","244,7"
"36",22,"KUBACKI Dawid","POL",1990,"130","122,5","244,3"
"37",23,"EISENBICHLER Markus","GER",1991,"127,5","126","243,7"
"38",24,"LANISEK Anze","SLO",1996,"124","123","241,4"
"39",25,"HULA Stefan","POL",1986,"123,5","122","236,8"
"40",26,"KOUDELKA Roman","CZE",1989,"126","120","232,7"
"41",27,"POLASEK Viktor","CZE",1997,"123","119","232,6"
"42",28,"JUSTIN Rok","SLO",1993,"122,5","119","229,8"
"43",29,"SATO Keiichi","JPN",1997,"120,5","117","227,2"
"44",30,"IWASA Yuken","JPN",1999,"126,5","115","223,6"
"45",31,"ZAJC Timi","SLO",2000,"121","","116,4"
"46",32,"TKACHENKO Sergey","KAZ",1999,"123","","115,9"
"47",33,"TANDE Daniel Andre","NOR",1994,"122","","114,7"
"48",34,"KOT Maciej","POL",1991,"124,5","","114,3"
"49",35,"BAER Moritz","GER",1997,"121","","113"
"50",36,"DESCHWANDEN Gregor","SUI",1991,"119","","112,5"
"51",37,"SCHLIERENZAUER Gregor","AUT",1990,"119","","112,2"
"52",38,"BICKNER Kevin","USA",1996,"116","","110,9"
"53",39,"MURANKA Klemens","POL",1994,"117","","110"
"54",40,"HAARE Anders","NOR",1999,"117,5","","105,9"
"55",41,"FREITAG Richard","GER",1991,"118","","105,7"
"56",41,"SAKALA Filip","CZE",1996,"118","","105,7"
"57",43,"PETER Dominik","SUI",2001,"113,5","","104,2"
"58",44,"ZOGRAFSKI Vladimir","BUL",1993,"112,5","","103,2"
"59",45,"KYTOESAHO Niko","FIN",1999,"115","","102,7"
"60",46,"TROFIMOV Roman Sergeevich","RUS",1989,"113","","101,4"
"61",47,"AALTO Antti","FIN",1995,"114","","101,3"
"62",48,"ITO Kenshiro","JPN",1990,"112,5","","99,9"
"63",49,"MUMINOV Sabirzhan","KAZ",1994,"113","","92,6"
