"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"STEKALA Andrzej","POL",1995,"","","DSQF"
"2",1,"GRANERUD Halvor Egner","NOR",1996,"132","133","298,1"
"3",2,"LANISEK Anze","SLO",1996,"129","132","295,2"
"4",3,"JOHANSSON Robert","NOR",1990,"125","142","293,8"
"5",4,"LINDVIK Marius","NOR",1998,"125","136,5","292,6"
"6",5,"KRAFT Stefan","AUT",1993,"131","131,5","290,2"
"7",6,"KUBACKI Dawid","POL",1990,"128","137","288,4"
"8",7,"TANDE Daniel Andre","NOR",1994,"132,5","129,5","286,4"
"9",8,"SATO Keiichi","JPN",1997,"134","128","286"
"10",9,"KOBAYASHI Ryoyu","JPN",1996,"129,5","131","284,8"
"11",10,"HUBER Daniel","AUT",1993,"132","129,5","284,5"
"12",11,"FORFANG Johann Andre","NOR",1995,"127","131,5","283,2"
"13",12,"EISENBICHLER Markus","GER",1991,"130,5","133","283"
"14",13,"PAVLOVCIC Bor","SLO",1998,"130,5","128","281,3"
"15",14,"NAZAROV Mikhail","RUS",1994,"138","133,5","279,8"
"16",15,"ASCHENWALD Philipp","AUT",1995,"123,5","132","275,2"
"17",16,"PREVC Domen","SLO",1999,"127","126","273"
"18",17,"HAYBOECK Michael","AUT",1991,"124,5","128","272,6"
"19",18,"NAKAMURA Naoki","JPN",1996,"132,5","126","271,7"
"20",19,"MURANKA Klemens","POL",1994,"130,5","125,5","271,4"
"21",20,"DESCHWANDEN Gregor","SUI",1991,"131","126,5","271,3"
"22",21,"AMMANN Simon","SUI",1981,"133","129,5","269,9"
"23",22,"GEIGER Karl","GER",1993,"127","129","269,8"
"24",23,"STOCH Kamil","POL",1987,"128","124","268,6"
"25",24,"HAMANN Martin","GER",1997,"129,5","124,5","266,8"
"26",25,"WOHLGENANNT Ulrich","AUT",1994,"130","125","263,8"
"27",26,"KORNILOV Denis","RUS",1986,"126,5","123,5","262,8"
"28",27,"BOYD-CLOWES Mackenzie","CAN",1991,"126","125","261,4"
"29",28,"LACKNER Thomas","AUT",1993,"127,5","119","256,4"
"30",29,"KLIMOV Evgeniy","RUS",1994,"129","118","255,9"
"31",30,"PASCHKE Pius","GER",1990,"126","119,5","253,3"
"32",31,"FREUND Severin","GER",1988,"128","","130,1"
"33",32,"SATO Yukiya","JPN",1995,"125","","130"
"34",33,"ZYLA Piotr","POL",1987,"120","","129,2"
"35",34,"BARTOL Tilen","SLO",1997,"124,5","","128,3"
"36",35,"WOLNY Jakub","POL",1995,"122,5","","126"
"37",35,"ZAJC Timi","SLO",2000,"125","","126"
"38",37,"WASEK Pawel","POL",1999,"124","","124,5"
"39",38,"SCHMID Constantin","GER",1999,"122","","124,3"
"40",39,"JELAR Ziga","SLO",1997,"123","","122"
"41",40,"KALINICHENKO Vitaliy","UKR",1993,"123,5","","121,9"
"42",41,"DEAN Decker","USA",2000,"113","","109,6"
"43",42,"INSAM Alex","ITA",1997,"110,5","","107,8"
"44",43,"MALTSEV Kevin","EST",2000,"115","","107,1"
"45",44,"ZOGRAFSKI Vladimir","BUL",1993,"109","","95,9"
"46",45,"MUMINOV Sabirzhan","KAZ",1994,"102","","89,5"
"47",46,"MARUSIAK Yevhen","UKR",2000,"101,5","","88,3"
"48",47,"TKACHENKO Sergey","KAZ",1999,"98","","65"
