"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"GRANERUD Halvor Egner","NOR",1996,"140","138","299,4"
"2",2,"TANDE Daniel Andre","NOR",1994,"138,5","138","297"
"3",3,"KRAFT Stefan","AUT",1993,"138","136","291,3"
"4",4,"EISENBICHLER Markus","GER",1991,"136,5","135,5","288,7"
"5",5,"LINDVIK Marius","NOR",1998,"133,5","137","288,4"
"6",6,"KUBACKI Dawid","POL",1990,"134","137","287"
"7",7,"KOBAYASHI Ryoyu","JPN",1996,"135","132,5","280,3"
"8",8,"SATO Yukiya","JPN",1995,"130","136,5","279,2"
"9",9,"WOLNY Jakub","POL",1995,"136","134","278,5"
"10",10,"HUBER Daniel","AUT",1993,"129","138","276"
"11",11,"GEIGER Karl","GER",1993,"134","130,5","272,6"
"12",12,"PASCHKE Pius","GER",1990,"130","133","272,2"
"13",13,"PREVC Peter","SLO",1992,"131","132","270,9"
"14",14,"HAYBOECK Michael","AUT",1991,"128,5","134,5","269,9"
"15",15,"LANISEK Anze","SLO",1996,"133","130,5","269,2"
"16",16,"ZYLA Piotr","POL",1987,"129","131,5","266,6"
"17",17,"STOCH Kamil","POL",1987,"123,5","131","265,7"
"18",18,"NAZAROV Mikhail","RUS",1994,"134,5","131,5","262,4"
"19",19,"KLIMOV Evgeniy","RUS",1994,"134","131","261,7"
"20",20,"JOHANSSON Robert","NOR",1990,"129","129,5","259,6"
"21",21,"STEKALA Andrzej","POL",1995,"129,5","128","258,3"
"22",22,"NAKAMURA Naoki","JPN",1996,"129","129","253,3"
"23",23,"KOBAYASHI Junshiro","JPN",1991,"129,5","128,5","253,1"
"24",24,"FREUND Severin","GER",1988,"132,5","126","252,1"
"25",25,"KYTOESAHO Niko","FIN",1999,"128,5","127","250,7"
"26",26,"JELAR Ziga","SLO",1997,"131,5","124,5","246,5"
"27",27,"ASCHENWALD Philipp","AUT",1995,"134,5","120,5","245,7"
"28",28,"ZNISZCZOL Aleksander","POL",1994,"128,5","121,5","240,4"
"29",29,"LACKNER Thomas","AUT",1993,"127,5","123","240,2"
"30",30,"WASEK Pawel","POL",1999,"128","120","237"
"31",31,"DESCHWANDEN Gregor","SUI",1991,"129","","119,9"
"32",32,"SCHMID Constantin","GER",1999,"124,5","","118,9"
"33",33,"AALTO Antti","FIN",1995,"124,5","","118,3"
"34",34,"FORFANG Johann Andre","NOR",1995,"124,5","","117,7"
"35",35,"BOYD-CLOWES Mackenzie","CAN",1991,"122","","117,2"
"36",36,"PREVC Cene","SLO",1996,"123,5","","117,1"
"37",37,"BARTOL Tilen","SLO",1997,"118,5","","112,5"
"38",38,"AIGRO Artti","EST",1999,"122,5","","111,6"
"39",39,"HAMANN Martin","GER",1997,"118","","110,9"
"40",40,"ZOGRAFSKI Vladimir","BUL",1993,"117,5","","109,1"
"41",41,"BRESADOLA Giovanni","ITA",2001,"118,5","","105,2"
"42",42,"PREVC Domen","SLO",1999,"115,5","","97,8"
"43",43,"SCHIFFNER Markus","AUT",1992,"114","","94,8"
"44",44,"FOUBERT Valentin","FRA",2002,"110,5","","92,9"
"45",45,"SATO Keiichi","JPN",1997,"110","","90,6"
"46",46,"STEINER Maximilian","AUT",1996,"110","","90,1"
"47",47,"POLASEK Viktor","CZE",1997,"110,5","","89,3"
"48",48,"KOZISEK Cestmir","CZE",1991,"110,5","","89,1"
"49",49,"INSAM Alex","ITA",1997,"105","","84,9"
"50",50,"CONTAMINE Mathis","FRA",2001,"100,5","","72,7"
