"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AMMANN Simon","SUI",1981,"","","Tq"
"2",NA,"BRESADOLA Giovanni","ITA",2001,"","","Tq"
"3",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"4",NA,"DEAN Decker","USA",2000,"","","Tq"
"5",NA,"FOUBERT Valentin","FRA",2002,"","","Tq"
"6",NA,"KOUDELKA Roman","CZE",1989,"","","Tq"
"7",NA,"LARSON Casey","USA",1998,"","","Tq"
"8",NA,"MAERKL Kilian","GER",2000,"","","Tq"
"9",NA,"ROTH Luca","GER",2000,"","","Tq"
"10",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"11",NA,"WELLINGER Andreas","GER",1995,"","","Tq"
"12",1,"KUBACKI Dawid","POL",1990,"139","144","282,1"
"13",2,"GRANERUD Halvor Egner","NOR",1996,"137","136","274,9"
"14",3,"ZYLA Piotr","POL",1987,"129,5","137","260,4"
"15",4,"STOCH Kamil","POL",1987,"135","132","260"
"16",5,"GEIGER Karl","GER",1993,"131","138","259,9"
"17",6,"ASCHENWALD Philipp","AUT",1995,"130","136,5","257,7"
"18",7,"EISENBICHLER Markus","GER",1991,"137,5","134","257,2"
"19",7,"KOBAYASHI Ryoyu","JPN",1996,"133,5","132","257,2"
"20",9,"FORFANG Johann Andre","NOR",1995,"128,5","139","256,2"
"21",10,"STEKALA Andrzej","POL",1995,"133,5","133","253,7"
"22",11,"HAMANN Martin","GER",1997,"128,5","135,5","251,7"
"23",12,"LANISEK Anze","SLO",1996,"138,5","135","250,7"
"24",13,"PREVC Peter","SLO",1992,"129,5","139","249,1"
"25",14,"HUBER Daniel","AUT",1993,"132","133","246,6"
"26",15,"TANDE Daniel Andre","NOR",1994,"126","133,5","244,4"
"27",16,"PASCHKE Pius","GER",1990,"127,5","127","238,9"
"28",17,"KOBAYASHI Junshiro","JPN",1991,"128,5","131","237,9"
"29",18,"JOHANSSON Robert","NOR",1990,"124,5","127,5","237,5"
"30",19,"DESCHWANDEN Gregor","SUI",1991,"128","129,5","236,7"
"31",20,"NAZAROV Mikhail","RUS",1994,"128","129,5","236,3"
"32",21,"HOERL Jan","AUT",1998,"126,5","130","235,3"
"33",22,"MURANKA Klemens","POL",1994,"130,5","126","232"
"34",23,"BOYD-CLOWES Mackenzie","CAN",1991,"125,5","126","231,5"
"35",23,"LACKNER Thomas","AUT",1993,"126,5","130","231,5"
"36",25,"AALTO Antti","FIN",1995,"127,5","123","227"
"37",26,"SATO Keiichi","JPN",1997,"127,5","123","226,7"
"38",27,"FREITAG Richard","GER",1991,"129","126","226,4"
"39",28,"KRAFT Stefan","AUT",1993,"132,5","124","226,1"
"40",29,"PREVC Cene","SLO",1996,"122","123,5","223,3"
"41",30,"SATO Yukiya","JPN",1995,"121,5","122","211,9"
"42",31,"ZOGRAFSKI Vladimir","BUL",1993,"122,5","","111,9"
"43",32,"NAKAMURA Naoki","JPN",1996,"128,5","","108,5"
"44",33,"SCHIFFNER Markus","AUT",1992,"123","","108,4"
"45",34,"HAYBOECK Michael","AUT",1991,"122","","108,3"
"46",35,"KOT Maciej","POL",1991,"126,5","","108,2"
"47",35,"ZNISZCZOL Aleksander","POL",1994,"125","","108,2"
"48",37,"PREVC Domen","SLO",1999,"122","","107,2"
"49",38,"AIGRO Artti","EST",1999,"124","","104,9"
"50",39,"FREUND Severin","GER",1988,"123","","104,1"
"51",40,"JELAR Ziga","SLO",1997,"122","","103,7"
"52",41,"ERIKSEN Sander Vossan","NOR",2000,"117,5","","100,4"
"53",42,"PETER Dominik","SUI",2001,"120","","97,8"
"54",43,"BAER Moritz","GER",1997,"116,5","","97,5"
"55",44,"PAVLOVCIC Bor","SLO",1998,"118","","95,7"
"56",45,"SIEGEL David","GER",1996,"117,5","","93,5"
"57",46,"POLASEK Viktor","CZE",1997,"116","","92,9"
"58",47,"SCHMID Constantin","GER",1999,"114,5","","91"
"59",48,"KOZISEK Cestmir","CZE",1991,"112","","89,4"
"60",49,"KYTOESAHO Niko","FIN",1999,"112","","89,2"
"61",50,"KLIMOV Evgeniy","RUS",1994,"79","","6,9"
