"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AALTO Antti","FIN",1995,"","","Tq"
"2",NA,"AMMANN Simon","SUI",1981,"","","Tq"
"3",NA,"BOYD-CLOWES Mackenzie","CAN",1991,"","","Tq"
"4",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"5",NA,"DEAN Decker","USA",2000,"","","Tq"
"6",NA,"FOUBERT Valentin","FRA",2002,"","","Tq"
"7",NA,"FREUND Severin","GER",1988,"","","Tq"
"8",NA,"HAFNAR Mark","SLO",2002,"","","Tq"
"9",NA,"HAMANN Martin","GER",1997,"","","Tq"
"10",NA,"HAUSWIRTH Sandro","SUI",2000,"","","Tq"
"11",NA,"IWASA Yuken","JPN",1999,"","","Tq"
"12",NA,"JUSTIN Rok","SLO",1993,"","","Tq"
"13",NA,"KOLOBOV Maksim","RUS",2002,"","","Tq"
"14",NA,"KORNILOV Denis","RUS",1986,"","","Tq"
"15",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"16",NA,"KYTOESAHO Niko","FIN",1999,"","","Tq"
"17",NA,"LARSON Casey","USA",1998,"","","Tq"
"18",NA,"MAEAETTAE Jarkko","FIN",1994,"","","Tq"
"19",NA,"MOGEL Zak","SLO",2001,"","","Tq"
"20",NA,"MUMINOV Sabirzhan","KAZ",1994,"","","Tq"
"21",NA,"MURANKA Klemens","POL",1994,"","","Tq"
"22",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"23",NA,"OESTVOLD Benjamin","NOR",2001,"","","Tq"
"24",NA,"PETER Dominik","SUI",2001,"","","Tq"
"25",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"26",NA,"TKACHENKO Sergey","KAZ",1999,"","","Tq"
"27",NA,"TROFIMOV Roman Sergeevich","RUS",1989,"","","Tq"
"28",NA,"ZOGRAFSKI Vladimir","BUL",1993,"","","Tq"
"29",NA,"WOHLGENANNT Ulrich","AUT",1994,"","","DSQF"
"30",NA,"TANDE Daniel Andre","NOR",1994,"","","DNSF"
"31",1,"KOBAYASHI Ryoyu","JPN",1996,"235,5","244,5","452,5"
"32",2,"EISENBICHLER Markus","GER",1991,"232,5","238,5","445,1"
"33",3,"GEIGER Karl","GER",1993,"224,5","238","431,3"
"34",4,"HAYBOECK Michael","AUT",1991,"230,5","227","430,2"
"35",5,"PAVLOVCIC Bor","SLO",1998,"231,5","228,5","428,2"
"36",6,"HUBER Daniel","AUT",1993,"228,5","227,5","420,4"
"37",7,"JOHANSSON Robert","NOR",1990,"217","234,5","419,9"
"38",8,"PREVC Domen","SLO",1999,"231","222","418,9"
"39",9,"SATO Yukiya","JPN",1995,"228,5","219,5","417,3"
"40",10,"ZYLA Piotr","POL",1987,"214,5","230,5","413,2"
"41",11,"FORFANG Johann Andre","NOR",1995,"217,5","230,5","408,8"
"42",12,"NAZAROV Mikhail","RUS",1994,"219,5","221,5","408,5"
"43",13,"PASCHKE Pius","GER",1990,"221","219,5","406,9"
"44",14,"WOLNY Jakub","POL",1995,"215","231","406,8"
"45",15,"SCHMID Constantin","GER",1999,"219","216","405,1"
"46",16,"NAKAMURA Naoki","JPN",1996,"221,5","215","401,8"
"47",17,"JELAR Ziga","SLO",1997,"213","224,5","400,2"
"48",18,"STEKALA Andrzej","POL",1995,"216,5","225,5","400"
"49",19,"PREVC Peter","SLO",1992,"212","220,5","395,1"
"50",20,"KOBAYASHI Junshiro","JPN",1991,"211","213,5","391,6"
"51",21,"AIGRO Artti","EST",1999,"210","220","390,2"
"52",22,"SCHIFFNER Markus","AUT",1992,"211","217,5","385,9"
"53",23,"KRAFT Stefan","AUT",1993,"219,5","206","385,1"
"54",24,"HOERL Jan","AUT",1998,"211","210,5","379"
"55",25,"BARTOL Tilen","SLO",1997,"206","213","374,8"
"56",26,"PREVC Cene","SLO",1996,"214","204","373,5"
"57",27,"KOS Lovro","SLO",1999,"201,5","206","369,5"
"58",28,"LANISEK Anze","SLO",1996,"205,5","202,5","369,4"
"59",29,"ZAJC Timi","SLO",2000,"213","200,5","369,3"
"60",30,"SEMENIC Anze","SLO",1993,"212,5","200","365,9"
"61",31,"KUBACKI Dawid","POL",1990,"200,5","","175"
"62",32,"STOCH Kamil","POL",1987,"200,5","","173,7"
"63",33,"DESCHWANDEN Gregor","SUI",1991,"203","","172,4"
"64",34,"LINDVIK Marius","NOR",1998,"200","","171,8"
"65",35,"ASCHENWALD Philipp","AUT",1995,"201,5","","169,5"
"66",36,"SATO Keiichi","JPN",1997,"199","","168,8"
"67",37,"GRANERUD Halvor Egner","NOR",1996,"199,5","","165,7"
"68",38,"MALTSEV Kevin","EST",2000,"184","","144,4"
