"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"BRESADOLA Giovanni","ITA",2001,"","","Tq"
"2",NA,"CONTAMINE Mathis","FRA",2001,"","","Tq"
"3",NA,"FOUBERT Valentin","FRA",2002,"","","Tq"
"4",NA,"INSAM Alex","ITA",1997,"","","Tq"
"5",NA,"KOZISEK Cestmir","CZE",1991,"","","Tq"
"6",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"7",NA,"PAVLOVCIC Bor","SLO",1998,"","","Tq"
"8",NA,"PETER Dominik","SUI",2001,"","","Tq"
"9",NA,"RAINER Stefan","AUT",1999,"","","Tq"
"10",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"11",1,"STOCH Kamil","POL",1987,"127,5","130","261,6"
"12",2,"LANISEK Anze","SLO",1996,"127,5","123,5","249,6"
"13",3,"KUBACKI Dawid","POL",1990,"126","127","248,3"
"14",4,"ZYLA Piotr","POL",1987,"126,5","124,5","246,2"
"15",5,"SATO Yukiya","JPN",1995,"126,5","130","245,6"
"16",6,"EISENBICHLER Markus","GER",1991,"120,5","128,5","245"
"17",7,"KOBAYASHI Ryoyu","JPN",1996,"132","123","244,3"
"18",8,"KRAFT Stefan","AUT",1993,"121","127","243,5"
"19",9,"HAYBOECK Michael","AUT",1991,"127,5","123","242,5"
"20",10,"DESCHWANDEN Gregor","SUI",1991,"124,5","126,5","240,6"
"21",11,"PREVC Peter","SLO",1992,"122,5","128","239,4"
"22",12,"JOHANSSON Robert","NOR",1990,"123","127,5","238,2"
"23",13,"HAMANN Martin","GER",1997,"130","124,5","235,4"
"24",14,"TANDE Daniel Andre","NOR",1994,"121","128","235,2"
"25",15,"GRANERUD Halvor Egner","NOR",1996,"116,5","127,5","234,3"
"26",16,"GEIGER Karl","GER",1993,"117","128,5","234,2"
"27",17,"HUBER Daniel","AUT",1993,"123","122","233,8"
"28",18,"STEKALA Andrzej","POL",1995,"126,5","120","233,3"
"29",19,"ZNISZCZOL Aleksander","POL",1994,"128","126,5","232,9"
"30",20,"SATO Keiichi","JPN",1997,"123","122","231,8"
"31",21,"KYTOESAHO Niko","FIN",1999,"128","125","231,7"
"32",22,"ASCHENWALD Philipp","AUT",1995,"123,5","123","231"
"33",23,"PREVC Cene","SLO",1996,"125,5","122","228,4"
"34",24,"STEINER Maximilian","AUT",1996,"130,5","117","226,7"
"35",25,"FORFANG Johann Andre","NOR",1995,"123","122","226,5"
"36",26,"NAZAROV Mikhail","RUS",1994,"125","122","224,2"
"37",27,"AALTO Antti","FIN",1995,"127","122,5","224,1"
"38",28,"LACKNER Thomas","AUT",1993,"125","121,5","223"
"39",29,"BOYD-CLOWES Mackenzie","CAN",1991,"123","121,5","222,8"
"40",30,"PREVC Domen","SLO",1999,"126","116,5","221"
"41",31,"KOT Maciej","POL",1991,"121","","115"
"42",32,"SCHLIERENZAUER Gregor","AUT",1990,"123,5","","114"
"43",33,"LEITNER Clemens","AUT",1998,"125","","113,6"
"44",34,"KOBAYASHI Junshiro","JPN",1991,"122","","113,5"
"45",35,"JELAR Ziga","SLO",1997,"125,5","","113,1"
"46",36,"FREUND Severin","GER",1988,"120,5","","112,6"
"47",37,"PASCHKE Pius","GER",1990,"120,5","","111,8"
"48",38,"SCHIFFNER Markus","AUT",1992,"120,5","","107,8"
"49",39,"SCHMID Constantin","GER",1999,"113,5","","102,1"
"50",40,"AIGRO Artti","EST",1999,"111,5","","100,2"
"51",41,"MURANKA Klemens","POL",1994,"112,5","","99,6"
"52",42,"HOERL Jan","AUT",1998,"112,5","","97"
"53",43,"AMMANN Simon","SUI",1981,"113","","95,3"
"54",43,"ERIKSEN Sander Vossan","NOR",2000,"111","","95,3"
"55",45,"POLASEK Viktor","CZE",1997,"111,5","","94"
"56",46,"ZOGRAFSKI Vladimir","BUL",1993,"110,5","","92,6"
"57",47,"KLIMOV Evgeniy","RUS",1994,"112,5","","88,3"
"58",48,"DEAN Decker","USA",2000,"105","","86,8"
"59",49,"KAHOFER Timon-Pascal","AUT",1999,"106,5","","86,2"
"60",50,"FETTNER Manuel","AUT",1985,"105,5","","85,8"
