"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"GRANERUD Halvor Egner","NOR",1996,"149",NA,"154,3"
"2",2,"ZYLA Piotr","POL",1987,"137",NA,"135"
"3",3,"EISENBICHLER Markus","GER",1991,"143",NA,"132,9"
"4",4,"MURANKA Klemens","POL",1994,"134,5",NA,"127,6"
"5",5,"TANDE Daniel Andre","NOR",1994,"128",NA,"125,9"
"6",6,"KRAFT Stefan","AUT",1993,"136",NA,"124,5"
"7",7,"HUBER Daniel","AUT",1993,"129",NA,"121,9"
"8",8,"PASCHKE Pius","GER",1990,"128",NA,"121,2"
"9",9,"AMMANN Simon","SUI",1981,"131",NA,"119,4"
"10",10,"KUBACKI Dawid","POL",1990,"130",NA,"118,9"
"11",11,"JOHANSSON Robert","NOR",1990,"129,5",NA,"117,4"
"12",12,"JELAR Ziga","SLO",1997,"135,5",NA,"117,2"
"13",13,"SATO Keiichi","JPN",1997,"128,5",NA,"117"
"14",14,"KOBAYASHI Ryoyu","JPN",1996,"126,5",NA,"116,5"
"15",15,"PAVLOVCIC Bor","SLO",1998,"129",NA,"115,8"
"16",16,"LANISEK Anze","SLO",1996,"124",NA,"114,6"
"17",17,"FREUND Severin","GER",1988,"125,5",NA,"114,4"
"18",18,"WOLNY Jakub","POL",1995,"129",NA,"114,2"
"19",19,"HAARE Anders","NOR",1999,"121",NA,"113,8"
"20",20,"AIGRO Artti","EST",1999,"125",NA,"113,1"
"21",21,"STEKALA Andrzej","POL",1995,"128,5",NA,"110,3"
"22",22,"NAZAROV Mikhail","RUS",1994,"123",NA,"110"
"23",23,"FORFANG Johann Andre","NOR",1995,"127,5",NA,"109,3"
"24",23,"GEIGER Karl","GER",1993,"123",NA,"109,3"
"25",25,"NAKAMURA Naoki","JPN",1996,"125,5",NA,"108,8"
"26",26,"LINDVIK Marius","NOR",1998,"127",NA,"107,8"
"27",27,"STOCH Kamil","POL",1987,"125",NA,"107,4"
"28",28,"DESCHWANDEN Gregor","SUI",1991,"130",NA,"107"
"29",29,"BARTOL Tilen","SLO",1997,"123",NA,"106,3"
"30",30,"ASCHENWALD Philipp","AUT",1995,"123",NA,"106,1"
"31",31,"HAMANN Martin","GER",1997,"125,5",NA,"105,4"
"32",32,"KORNILOV Denis","RUS",1986,"123,5",NA,"103,2"
"33",33,"HOERL Jan","AUT",1998,"125",NA,"102,1"
"34",34,"PETER Dominik","SUI",2001,"115,5",NA,"101,5"
"35",35,"KOZISEK Cestmir","CZE",1991,"125",NA,"100,6"
"36",36,"BOYD-CLOWES Mackenzie","CAN",1991,"127",NA,"99,2"
"37",37,"ITO Daiki","JPN",1985,"118",NA,"97,4"
"38",38,"POLASEK Viktor","CZE",1997,"118",NA,"95,1"
"39",39,"KOS Lovro","SLO",1999,"124",NA,"93,3"
"40",40,"ZNISZCZOL Aleksander","POL",1994,"120",NA,"92,7"
"41",41,"HAYBOECK Michael","AUT",1991,"107",NA,"92,1"
"42",42,"INSAM Alex","ITA",1997,"120",NA,"91,7"
"43",43,"ZAJC Timi","SLO",2000,"110,5",NA,"91,5"
"44",44,"ZOGRAFSKI Vladimir","BUL",1993,"118",NA,"90,3"
"45",45,"SATO Yukiya","JPN",1995,"114,5",NA,"89,7"
"46",46,"AALTO Antti","FIN",1995,"108",NA,"89,5"
"47",47,"SCHULER Andreas","SUI",1995,"115,5",NA,"85,2"
"48",48,"SCHMID Constantin","GER",1999,"113",NA,"85"
"49",49,"KYTOESAHO Niko","FIN",1999,"111,5",NA,"80,8"
"50",49,"STEINER Maximilian","AUT",1996,"113",NA,"80,8"
"51",51,"STURSA Vojtech","CZE",1995,"112",NA,"78,9"
"52",52,"MUMINOV Sabirzhan","KAZ",1994,"106",NA,"63"
"53",53,"TROFIMOV Roman Sergeevich","RUS",1989,"104",NA,"61,6"
"54",54,"VASSILYEV Danil","KAZ",2004,"92",NA,"40,8"
