"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",1,"GEIGER Karl","GER",1993,"127","136,5","291,1"
"2",2,"STOCH Kamil","POL",1987,"125","132,5","288,3"
"3",3,"LINDVIK Marius","NOR",1998,"126,5","135,5","285,2"
"4",4,"GRANERUD Halvor Egner","NOR",1996,"122","131","280,1"
"5",5,"EISENBICHLER Markus","GER",1991,"118","142","274,3"
"6",6,"KRAFT Stefan","AUT",1993,"126,5","125","273,6"
"7",7,"STEKALA Andrzej","POL",1995,"123","136,5","273,3"
"8",8,"ASCHENWALD Philipp","AUT",1995,"130","127","273"
"9",9,"LANISEK Anze","SLO",1996,"120,5","135,5","270,1"
"10",10,"JELAR Ziga","SLO",1997,"128","124","269,8"
"11",11,"HOERL Jan","AUT",1998,"129","123,5","266,7"
"12",12,"PREVC Domen","SLO",1999,"129","126,5","266,2"
"13",13,"HUBER Daniel","AUT",1993,"121","127,5","265,4"
"14",14,"KOBAYASHI Ryoyu","JPN",1996,"123","128","265,2"
"15",15,"KUBACKI Dawid","POL",1990,"122","126,5","264,3"
"16",16,"SATO Keiichi","JPN",1997,"125","123","263,8"
"17",17,"PREVC Peter","SLO",1992,"123","129,5","261,4"
"18",18,"SATO Yukiya","JPN",1995,"122,5","124","260,7"
"19",19,"PREVC Cene","SLO",1996,"125","128,5","260"
"20",20,"NAKAMURA Naoki","JPN",1996,"125","128","259"
"21",21,"ZYLA Piotr","POL",1987,"119,5","129","256,7"
"22",22,"TANDE Daniel Andre","NOR",1994,"124","127","254,8"
"23",23,"AALTO Antti","FIN",1995,"124","128,5","254"
"24",24,"LACKNER Thomas","AUT",1993,"124,5","128","251,5"
"25",25,"FREUND Severin","GER",1988,"123,5","126","249,5"
"26",26,"KLIMOV Evgeniy","RUS",1994,"126,5","118,5","245,4"
"27",27,"DESCHWANDEN Gregor","SUI",1991,"121","123,5","245"
"28",28,"KOBAYASHI Junshiro","JPN",1991,"122","122,5","243,3"
"29",29,"ZOGRAFSKI Vladimir","BUL",1993,"126","119","243"
"30",30,"MURANKA Klemens","POL",1994,"122","120,5","238,3"
"31",31,"KYTOESAHO Niko","FIN",1999,"121","","119,4"
"32",32,"AMMANN Simon","SUI",1981,"122","","119"
"33",33,"PASCHKE Pius","GER",1990,"116,5","","118,8"
"34",33,"PAVLOVCIC Bor","SLO",1998,"117,5","","118,8"
"35",35,"FORFANG Johann Andre","NOR",1995,"118","","118,6"
"36",36,"SCHMID Constantin","GER",1999,"117","","118"
"37",37,"NAZAROV Mikhail","RUS",1994,"118","","114,6"
"38",38,"SIEGEL David","GER",1996,"118","","114,1"
"39",39,"JOHANSSON Robert","NOR",1990,"115,5","","113,3"
"40",40,"AIGRO Artti","EST",1999,"120","","113,1"
"41",41,"FREITAG Richard","GER",1991,"118,5","","113"
"42",42,"SCHIFFNER Markus","AUT",1992,"118,5","","112,7"
"43",43,"HAMANN Martin","GER",1997,"114","","112,4"
"44",44,"KOT Maciej","POL",1991,"118,5","","112"
"45",45,"ZNISZCZOL Aleksander","POL",1994,"117","","111,5"
"46",46,"WELLINGER Andreas","GER",1995,"115","","108,5"
"47",47,"BOYD-CLOWES Mackenzie","CAN",1991,"115,5","","108,3"
"48",48,"BAER Moritz","GER",1997,"114,5","","108"
"49",48,"HAYBOECK Michael","AUT",1991,"112,5","","108"
"50",50,"ERIKSEN Sander Vossan","NOR",2000,"111,5","","103,5"
"51",51,"KOZISEK Cestmir","CZE",1991,"111","","101,4"
"52",52,"POLASEK Viktor","CZE",1997,"111","","99,7"
"53",53,"ROTH Luca","GER",2000,"110","","99,5"
"54",54,"PETER Dominik","SUI",2001,"110,5","","97,3"
"55",55,"FOUBERT Valentin","FRA",2002,"110,5","","96,8"
"56",56,"KOUDELKA Roman","CZE",1989,"107,5","","94,7"
"57",57,"MAERKL Kilian","GER",2000,"108","","94,5"
"58",58,"SOUKUP Matthew","CAN",1997,"109,5","","92,3"
"59",59,"CONTAMINE Mathis","FRA",2001,"105","","91"
"60",60,"BRESADOLA Giovanni","ITA",2001,"107","","86,2"
"61",61,"MANKOV Ilya","RUS",2003,"105,5","","83,6"
"62",62,"LARSON Casey","USA",1998,"97","","69,7"
