"","Miejsce","Nazwisko","Narodowość","Rok.Urodzenia","skok.1","skok.2","Suma.punktow"
"1",NA,"AHONEN Mico","FIN",2001,"","","Tq"
"2",NA,"HAUSWIRTH Sandro","SUI",2000,"","","Tq"
"3",NA,"LARSON Casey","USA",1998,"","","Tq"
"4",NA,"MAEAETTAE Jarkko","FIN",1994,"","","Tq"
"5",NA,"MALTSEV Kevin","EST",2000,"","","Tq"
"6",NA,"NAKAMURA Naoki","JPN",1996,"","","Tq"
"7",NA,"NOUSIAINEN Eetu","FIN",1997,"","","Tq"
"8",NA,"POHJOLA Arttu","FIN",2001,"","","Tq"
"9",NA,"SAKALA Filip","CZE",1996,"","","Tq"
"10",NA,"SOUKUP Matthew","CAN",1997,"","","Tq"
"11",NA,"URLAUB Andrew","USA",2001,"","","Tq"
"12",NA,"VETELAINEN Jonne","FIN",2000,"","","Tq"
"13",NA,"ZAJC Timi","SLO",2000,"","","Tq"
"14",NA,"WOERGOETTER Marco","AUT",2002,"","","DSQK"
"15",NA,"FORFANG Johann Andre","NOR",1995,"","","DSQF"
"16",1,"EISENBICHLER Markus","GER",1991,"146","141","313,4"
"17",2,"ZYLA Piotr","POL",1987,"136","137","294,1"
"18",3,"KUBACKI Dawid","POL",1990,"139","132,5","293,9"
"19",4,"GRANERUD Halvor Egner","NOR",1996,"135","142","291,2"
"20",5,"SATO Yukiya","JPN",1995,"140","127","276,1"
"21",6,"JOHANSSON Robert","NOR",1990,"134","136","275,7"
"22",7,"PAVLOVCIC Bor","SLO",1998,"134,5","132","274,9"
"23",8,"PASCHKE Pius","GER",1990,"136","129,5","268,5"
"24",9,"GEIGER Karl","GER",1993,"129,5","132,5","265,2"
"25",9,"MURANKA Klemens","POL",1994,"131","134,5","265,2"
"26",11,"STEKALA Andrzej","POL",1995,"131","131,5","260,6"
"27",12,"STOCH Kamil","POL",1987,"125","136","257,9"
"28",13,"JELAR Ziga","SLO",1997,"129","126,5","253,6"
"29",14,"AIGRO Artti","EST",1999,"128,5","129,5","253,1"
"30",15,"HAMANN Martin","GER",1997,"128,5","130","252,5"
"31",16,"SCHMID Constantin","GER",1999,"126","131,5","251,6"
"32",17,"KOBAYASHI Junshiro","JPN",1991,"124,5","130","244,7"
"33",18,"HAARE Anders","NOR",1999,"123,5","129,5","241"
"34",19,"LEITNER Clemens","AUT",1998,"127,5","125","240,8"
"35",20,"AALTO Antti","FIN",1995,"128","123","237,5"
"36",21,"ITO Daiki","JPN",1985,"122","128","236,9"
"37",22,"WASEK Pawel","POL",1999,"130","123,5","236"
"38",23,"FREUND Severin","GER",1988,"128","121","234,3"
"39",24,"SEMENIC Anze","SLO",1993,"124,5","124","231,7"
"40",25,"FETTNER Manuel","AUT",1985,"131","118","230,2"
"41",26,"DESCHWANDEN Gregor","SUI",1991,"121","125","229,2"
"42",27,"LINDVIK Marius","NOR",1998,"125,5","121,5","227,7"
"43",28,"SCHIFFNER Markus","AUT",1992,"126,5","118","225"
"44",29,"PREVC Peter","SLO",1992,"123","113","214,7"
"45",30,"PETER Dominik","SUI",2001,"118,5","115,5","207,7"
"46",31,"ERIKSEN Sander Vossan","NOR",2000,"118","","103,7"
"47",32,"SATO Keiichi","JPN",1997,"117","","102,9"
"48",33,"BARTOL Tilen","SLO",1997,"118","","102,7"
"49",34,"BOYD-CLOWES Mackenzie","CAN",1991,"115,5","","101"
"50",34,"WELLINGER Andreas","GER",1995,"117","","101"
"51",36,"POLASEK Viktor","CZE",1997,"113","","95,2"
"52",37,"ZOGRAFSKI Vladimir","BUL",1993,"113","","93,4"
"53",38,"KOBAYASHI Ryoyu","JPN",1996,"112","","92,6"
"54",39,"LANISEK Anze","SLO",1996,"114","","92,5"
"55",40,"KYTOESAHO Niko","FIN",1999,"112","","90,6"
"56",41,"INSAM Alex","ITA",1997,"109,5","","88,2"
"57",42,"ALAMOMMO Andreas","FIN",1998,"107","","82,9"
"58",43,"STURSA Vojtech","CZE",1995,"107,5","","82,6"
"59",44,"KOZISEK Cestmir","CZE",1991,"106,5","","79"
"60",45,"BRESADOLA Giovanni","ITA",2001,"104","","78,7"
"61",46,"AMMANN Simon","SUI",1981,"104","","75"
"62",47,"KAHOFER Timon-Pascal","AUT",1999,"102,5","","68,9"
"63",48,"TANDE Daniel Andre","NOR",1994,"106,5","","66"
"64",49,"HAAGEN David","AUT",2002,"91","","55,4"
